inputName,size,a[size]
values_11,25,"{-911666190, -2134370172, -684193062, -454720152, -1142923372, -872347144, 1751468916, 1439154790, 1635728033, 1002241313, -579420636, -1793462761, 41731372, 1387168260, 521537729, -1943552665, -718676876, -1768396907, 1683707086, 1648186192, -1056271803, 2033994887, 1722146852, 1787844161, -1865194774"
values_19,3,"{157752176, 853043319, -187143949"
values_12,21,"{383423732, -1803668707, -1476689883, 23710200, -43405093, 499883046, 1562037891, 237778014, -381490147, 13829503, -221781745, -886627864, -1589436322, 1591519635, 953992381, 2053603315, -1954214556, -916294162, -1308735640, -1130015970, 1940670172"
values_38,30,"{-641123132, -771045718, -1907222589, 1849899963, -604660888, -568333534, 744062699, -59038410, 55608614, 726362852, -991071946, -540388662, 1686643499, -1842945045, 1719007862, 1166711474, -1636952710, 2130095156, 763468731, -1810385084, -361282359, 927723930, 10166431, 1622092338, 581400850, 1896909796, -115935308, -1017825183, 1966123774, 514544883"
values_81,18,"{127140022, -1881468942, -1457732553, 814606195, 1137167020, -163578166, -1649023943, -389733196, -1050069954, 61748427, 1860232701, 218570903, -1863664371, -555798334, -950083421, 1563922549, 2032340696, 448566243"
values_5,32,"{1676657476, -1845683800, -970623582, -514115821, 220098859, 639963076, 699856326, 2121798534, -357616714, -1832222702, -1726869929, 1362494470, -1565394838, 230668212, 24626148, 1455060460, 1738413854, -1877593911, 488471272, -1238622476, -963467598, 1697118875, -1110250761, -1019915863, 118693415, -1081494262, 572693251, 1628060224, 974153629, 745280566, 1336896167, 354845922"
values_40,5,"{-60181804, 208467966, 986336953, -417605651, 1110013641"
values_70,7,"{1601280557, -767925915, -33821292, -478577371, 1618395233, -1547057528, -955636511"
values_23,17,"{-1901457291, -231807856, -103077862, -109564673, -2128489217, -1930451245, 839235203, -1666444161, 198689096, 1504974306, -1027846906, -1428647332, -584006186, -1288961072, -1579930823, 1459474580, 149367486"
values_72,11,"{2038136150, 198289780, 1741836089, 940205052, 156973450, 837017083, 1201515362, -243724658, -244771981, 172414837, 695470305"
values_79,18,"{365956458, 414976137, 1180045892, -1009296789, 2101224145, -649092643, -754003090, 393086547, -725390413, 1218155830, -716535363, 1355719471, -1797399787, -1267075412, -1810976232, 989631181, 2013829824, -861502578"
values_78,21,"{506401529, -1763606661, -2128961438, -772789865, 718831477, 1196598856, -1363711621, -1563249324, 897169060, -930718485, 1873194072, -1483801741, 756275238, 547668335, -442860191, -869285501, -1835624284, -154437202, -1030434715, -1208583886, 125070224"
values_87,29,"{1994553784, 1340204668, -633829694, 531310014, 946420303, 497473954, 620762469, 1582736720, -1944312914, -1550230825, -1311986199, 1918567165, -698642905, 119009730, 1647585120, 915870423, -2112744904, -1951967596, 847200353, -1814114959, -1719140465, -1844560459, -605450092, 830823397, 876708863, 187316938, 334474175, -1009844821, 642346289"
values_6,14,"{-1248769094, -364214919, -1614570365, -1363456836, 742420723, 493696261, 1431031690, -212129759, 1937422622, -2145506335, -208746433, 2004077209, 805475801, -30189316"
values_68,25,"{-53808445, -1425888438, -232472540, 971251948, 115205591, -1258085687, -97732669, 709488775, 226179692, 732334884, 1241771253, -280766427, -1440931313, -452165936, -1420231315, -1165008331, 9025715, 1713223933, -1685793489, -2063103515, -1882478637, 53556985, -1719253254, 1892080215, -1411620611"
values_69,14,"{336936086, 1372755385, 436733296, -302194969, 292760824, -1066467475, -95420912, -1981213102, -1708048491, 1914397078, 1467171865, -1921551265, 2089409565, 536694365"
values_1,14,"{-936729993, -284618747, -619230644, 584085158, -2136960773, -1411042871, -741942442, -881773959, -539145036, -323219697, -433152602, 1719157621, -1720102636, -783149134"
values_45,7,"{2088036479, -640583523, 93157250, -153688382, -332845746, -436830204, -648864666"
values_33,31,"{-1718255858, -64262814, -915266128, 1456880340, -463618286, 1855983203, -838085811, 2015645470, 122243735, 435349313, -1999911590, 1544131368, 1339181119, 581006769, -1827313968, -1856533144, 1673273057, -268389663, -423146113, -1380073211, 1385944994, -606243784, 527520123, 244791091, -1035541637, -1089529741, 292654133, -553353385, 1586049413, -523275518, 395101918"
values_15,12,"{-341234933, 2094802075, 201249988, -53981664, 19562132, -954934936, -147045861, -966470772, 1902855071, -190249141, -556241522, 780057012"
values_93,31,"{-1750610810, -368441012, -43546653, -1000696187, 1802385514, -1585200411, 41715654, -1577032167, -167469595, 1296512644, 197406737, -480964844, -2128185591, -88405308, 1570003471, 1948233917, -2052643186, -1842632947, 55349058, -1164839104, 1178432189, -1942820900, 588992262, 81734139, -1647348664, -315296889, 194441715, -1086648512, 1841678026, -1619138439, -936980267"
values_24,2,"{-1454800188, 1881800226"
values_25,17,"{-633205435, -747743786, -896027145, 145746049, 489831778, 1733958173, -2114670596, 1688654220, 1692651198, -1766869806, -1286080467, 879289737, -1647147247, 66537306, 452279970, -521915922, 658829032"
values_26,28,"{-417891893, -450993844, -18759547, -755380130, -1718945477, -592196654, -1485514340, 934180632, 573514612, 265495287, -1124381629, 802637781, -1687623320, -211939279, -789907934, -927155613, 1241903471, -1916408220, -166817486, -983320474, 1300855389, -1762792612, -1147119673, -320529371, 2145532913, -1892021725, -1466340656, -1753275496"
values_48,19,"{-364256439, -224421811, -1246606135, 1072286530, -1094176829, 1812704334, -980799767, 1237818729, -1889124983, -1198766832, -2065997096, -1195577335, 1441686395, 1324642306, 748435070, -1394683969, 2023866262, 939242713, 1056695846"
values_71,4,"{1470384580, 611341890, -384585832, -1157799530"
values_76,26,"{-379579496, 829477574, 392163758, -1717325051, 1543309240, -1467448049, 279920408, 148918169, -860309254, 1932476216, -1490159554, -1825436210, -1076942278, 475820555, 1012917808, -1368679006, 489808172, 511722465, -976959497, -996675774, 1590149049, -1390857824, 384066380, -1863321711, 402129722, -1348133833"
values_7,8,"{2063670490, -1244400799, -799951326, -1505051025, 1707798, 1974525952, -549748741, 874977802"
values_50,18,"{19167583, -910006482, 1534440770, 453858169, -1536634188, -328652072, 899623294, -1775085805, -965928840, -245087876, -1492308318, -321847283, 343937869, -2092958024, 1359614242, 377175550, -178398576, -1680274670"
values_22,11,"{-1264548828, -1571709263, -256183223, -978958690, -1116642692, 1240072602, -1670392403, -1725374165, 777133833, 1664392038, 423623856"
values_4,8,"{842066199, 1966282789, 770966223, 391690303, -1670140965, -994433256, 1593135318, 1347844428"
values_32,25,"{549152492, -2004118804, -693865565, -280980870, 1018573293, 24481376, -882166559, -1274458358, 55064317, -517927748, 607770203, -1639778195, -668239413, -898110802, -1478744716, -1433748446, 831371556, -1705466554, -985887361, 91275572, 484573699, -1518345630, -2072462245, 1122709919, 2025494429"
values_77,8,"{-724156863, 963651978, -1081497337, -1033630394, -358341453, -693850680, 393525547, 582325175"
values_91,20,"{2126840899, 1151697881, 1303257735, -940307585, -1394541205, -1513991319, 375949193, -182010199, 1648970978, 1062834697, -1016775846, 1514269877, 1252079168, 1994679774, -1915691233, 599167793, -1391066768, 1619260921, -794037123, 1169694883"
values_42,10,"{545052519, -99573565, -1710247544, -1858899580, -870307979, -2049248530, 481962780, 294019401, 395874223, -1630629909"
values_13,29,"{-196187834, -742624436, -20317206, -903408519, 2130640393, 1735756641, -470706939, 772740328, -1218840665, 1278928071, -286619768, -523783685, 1271525629, 1547229536, -609990922, -900319322, -302102922, -2077161751, 418106780, 1073069244, -346068116, 910316180, 377564926, -1650322211, 933161448, 511383477, 1069616057, 895111963, -909096751"
values_41,24,"{-1823148971, -1334791902, 1728388675, 1472819611, 2144506536, 2134518400, -339463701, 537006419, -17118144, 964379613, -620141520, -974947508, 1420754423, 239082434, -1218412519, -1851122799, -1422766904, -1407071703, -74618091, 415987753, -1170022106, -953053155, -2077935292, -879941157"
values_55,10,"{-1053295312, -1745956614, 1253534934, -792491723, 2023075298, -1446872149, 254003562, 737654552, 438216695, 631099533"
values_31,28,"{-406688783, -2124670362, -331668305, -506434435, 1465648853, 1628708222, -2037388110, 531121317, 2021015021, -558287344, 1150760512, 1636924940, 1645082987, -956177880, 981845991, 1634882808, -35961916, -596449813, 1364832535, 133181320, -2007464721, -1185039316, 225463784, -392287482, -1679328493, -1852787857, 729192240, 1906618077"
values_66,20,"{-925990138, 704295731, -284212539, 1920394856, 1128262955, -899192132, -1237332788, 102408015, -1912787996, 878008321, -589578216, -227256700, -1056267554, -1547848439, 718479905, 1948892833, 1129839109, 1327953361, -2044575025, -414094428"
values_65,2,"{-1682225387, 955844023"
values_62,12,"{620675735, -685439144, 303054179, 19542273, 2006202845, -9158719, 1473557869, -166193209, 941726206, 587537782, 423496566, -1730610684"
values_21,16,"{1143025984, -1354523481, -1809944308, -1613784315, -312686611, -893019908, -2070272396, 1110889008, 1348958786, -1361143049, 623200887, 1852709166, -1833358764, 813817790, 486680346, 806314662"
values_95,26,"{1480227853, -1787624694, 24350217, -650157582, -251727050, 938196162, -347656056, 2047732835, 1652240007, -91314939, -294042257, 1477964200, 1628282596, -1469245991, 1741561617, 488627146, 152847779, 1531167393, 756803702, -972340513, 461251063, -786833452, -1562094030, -1833416396, -1183325755, -930596619"
values_84,30,"{-1867755799, 1569143527, -1638371172, 565590863, -1567688052, 909717421, 1423840641, 1809027996, -393151084, 1773260339, 2039268561, -628962524, 1295838224, 2030818646, 1395215373, 1306859224, 669198014, -2113150244, 396528435, -1659762023, -271589251, 1175893341, 1147892651, -845668163, -526883600, -294375297, -142435591, -1939136303, -1238083960, -581408295"
values_58,26,"{283973097, 768834461, 1419887988, 888151247, -1250246142, -947979965, 342529457, -404091726, 40544756, 1635666447, -908436179, 537256693, -955841329, 1445373449, -426455025, 1444917610, -2138803124, -308545693, 363372001, 1653345901, -1155304955, 1349107908, -738379929, 1022956113, -1505009829, -1230367139"
values_64,5,"{-1354104555, 1679874997, 897359619, -1805485973, 2053783662"
values_83,19,"{-1393027396, -334319467, 3261100, -712650182, 334344698, -1155090345, 1148402459, 2013087896, 921406508, 1553204082, -555351247, -1310205558, 1477654030, 1409740859, 2118679588, 1003308608, 756384401, 2015895019, -1458534539"
values_94,14,"{1524421663, -767497470, 512012623, 1090912241, -415679941, -1444428376, -1163100660, 2105845153, 853651773, 371335489, -458339633, -142247567, 1317808270, 1404005097"
values_0,25,"{-892718179, 1697343741, -1746038258, -1035557643, 217906537, -1157774502, 338460811, 258719414, -2118036698, -1838981447, 2126198058, -939195194, -917366498, 603416283, -769169235, 943176, -1913111312, 1405265345, -1078707147, -1891061342, 2036748650, -655351958, 1114540722, 869115973, 1023947078"
values_99,26,"{-777685118, 1485274406, 2139572341, -1330339911, 1720546891, 2143211215, 1419847675, -1152179700, -905493039, 211614238, 562473373, 1671508252, 227095080, -1568626637, 1365533335, 1048110630, -2053766578, 303244671, 311313526, 1764364062, 456081943, 548615961, -46708020, 663573020, 1495478265, 781306376"
values_96,31,"{299194273, 1162385919, -673447021, -1518084487, 329209640, 124840423, 1728392109, 1707424869, -1557697698, 1802471861, -1635558612, -366098664, 377557422, -26330515, 1963326681, -1386459158, 678952869, 2071775492, -1198149277, 1668819953, 1378070182, -936922026, -635636739, 2142530150, 819423557, -1983366221, -1531562692, -1944954767, 756025142, 1886892106, -1779247636"
values_67,14,"{-1380320131, 316466687, -166457216, 1694848326, 189759757, 817275637, 1141471044, -1098490154, -1380919727, 1312565888, 816392301, -1006450969, 1475840819, 745538010"
values_61,28,"{-216338603, -664212167, 2104392524, -1256284258, -554843798, -115780290, 693177793, -2112368408, 1912713893, 559463462, 248588039, -302104998, 473567507, -1499711891, -967877785, 2044138334, 1620188947, 300134978, -1580984762, -1576003001, 1431154867, 787534394, -826761540, 1105095506, -728279050, -1703542445, -412189631, 443016267"
values_43,16,"{-1891503082, -38247351, 198689516, -1545657500, -1776109433, -444827835, 1452356291, -390158776, -801028917, 1113575448, -166322302, -1358442758, -1128513972, -760097645, -846717131, 1379970319"
values_2,26,"{939143049, -151443441, 627025327, 165239956, 1455492769, -1092073756, -1986612168, -1071109303, -1915848226, -981767876, -852459614, 2064286957, 1155499838, -1636121123, -1667735944, -1700234990, -266497320, -958179605, 1852631538, -157756224, 1149749480, 1098456559, 84707450, 1430627961, -2122779725, -1023591853"
values_54,11,"{-1569430233, 1666949558, -1596530449, -1022557981, -733395646, 1872813673, -345169678, -1866263028, 35086320, 2025250619, 1059546502"
values_30,30,"{-1076956667, 1460841070, -1280344284, -136838424, -1526620910, 2049750124, 1968587640, -1736683449, 813747496, 369718023, -864715934, 1836450246, -130786847, -1241490980, 515915444, 1752774771, -821943013, 351639242, -2144737552, 1823734690, -225699288, -1523141723, 663116371, -2072632328, 66940613, 434296911, -1813465289, 1319714890, 946474013, -1193785488"
values_59,29,"{483263087, 1113045871, 2027907016, 2065802863, 287115657, 1103419767, 1402834833, 920484577, -1138932919, -314060114, 1777535230, -1722088104, -140312425, 933116971, -772941502, -1410627818, -2074722434, -671029734, -950627193, -212982378, -661316275, -984762136, -1597716988, 1638915594, -990583098, -2127668894, 650593811, 583705784, 1153433209"
values_85,19,"{-1560031327, -476133163, 1396997234, -1667005429, 97266024, 1715473656, 1555320889, -956496798, 84743838, -266980987, 1828534779, 2000978475, -2119177730, 71531227, 1582967940, 1466823681, -372744620, 760769405, 1652433953"
values_74,16,"{-2032441605, 266116333, -301821669, -2118635411, -180974237, -2121052727, 1733787269, -762242753, -1003336195, 1812656421, -1054371526, -927721572, -1488763574, 390206689, -2095436362, 875729348"
values_90,22,"{891279466, -1047411422, 692992434, 532398482, -1504622478, -402424783, -864093773, -657096671, -1044785014, -1264980076, 499478615, 367554639, -2019696420, -725881751, 741070750, 1739849111, 1776404003, -1206570270, -1744079432, -1852726067, -1898128987, 84191599"
values_18,11,"{-529574974, 1763278444, 472821575, -1708556179, 807629483, -1997792367, -2044486443, 2033224295, 1086507168, -160594886, 635713215"
values_52,7,"{-1933035872, 228229347, -1933306258, -2074521324, -610161380, 1872254139, -586131821"
values_44,17,"{-1522047815, -1910319796, -1546174031, -970637894, -600939230, 1494624992, 1633997920, -1941255730, 40747729, -282596401, -1616588545, 782673865, -742649033, -423999181, 408557553, -1099816113, -881052763"
values_17,31,"{629779181, 1299016126, 1275824534, -1472492471, -964176297, -1088152103, -1905969222, 1808621562, 1537260797, -1584394927, 273396207, 564523688, 1490184370, -859150891, 89756978, 953202254, -2092457551, 619398848, 1119103617, 1156269896, 787207538, 380261295, -1819678789, -1052446252, -705440596, -1975964787, 1063182575, 850136635, -553179863, 393425120, -1754248773"
values_36,14,"{-375700948, 1251532370, 1996005185, 921892556, -468433682, -1210294316, 941448504, -202717985, -1565068960, -356564096, -640340909, -1363434182, 1681072941, -1035016742"
values_49,4,"{-1460514200, 733126923, 1480439495, 1847497479"
