inputName,nn,size,isign,data[size]
values_11,4,21,-1,"{-3364522046405326031, 3156822866439988262, -1331423610643857338, -8038264991875509210, 7060160286541011958, -4156983951473502570, 3711519882070457524, 6834812494804186929, -4331002269700733228, 6893032350347783832, -4942065218397808856, -4217422226462690145, 8717641804267328295, -2200411102830874806, -145244868474362750, 5415219486314732696, -4175538212115078338, 6411632418578435934, -2925084677284105955, 2817012331771725757, -5336236442832264804"
values_19,4,4,-1,"{-4953860831174763624, -198128651571549832, -29261897708381229, -8439552743719446309"
values_12,4,8,-1,"{4988209703861211929, -4128056927640282616, 2377071678731966504, -4739478544243374500, -4917420917680578814, -5715158809581760868, -9201659906208585575, -9125161440613003197"
values_38,3,27,-1,"{3851575454684937264, 8236070819905149322, 4439937624988054042, -1587210172294896884, 8794242696593959647, -1576394770575976046, 3710231794914013018, 4799636365142867019, 1082455897331141643, -3815921395416406153, -1084467536646360481, -589508941730794896, -7418755296127125265, 6248585514189967838, 8904876199589347301, -470908807270935535, -3373890838633117641, -2280517257988163532, 8954975399592589779, -6931303968609199669, -5587357036401097472, -6443255295599769200, -3483452386848890968, -6072183841014280006, 6635881944143184790, 922638777647441609, -6747169919309327487"
values_81,4,21,-1,"{-5144860176197460894, 2784345164059169431, 6926453320304927315, -4132584801462047871, -7940109920485808541, -8874284304367957275, -2489067506254080794, -8886766559246818327, -5370438991480077199, -7771867158423855971, -3034286319179788275, 1271299291695215652, -5414071858767825509, -1376431956691298646, -8936534775899772349, 8736938152580464285, -7402215336236654269, 7404354757475032254, -8876083395737214799, 7166744114681528633, -38079682380081106"
values_5,3,10,-1,"{5865531009324251063, 3058911497835740107, -3214549057142824516, 8749590968553917700, 7417462963816520692, -6453610777508264434, 4608453437740700086, -3071530078713587702, -6400869738902254344, -4316984033768656523"
values_40,1,7,-1,"{1821888118787757064, -2481933189785614425, 5145364556567042118, -6575723207911626328, -8807584120850917333, 5174696680114628412, -3183025019240339744"
values_70,1,7,-1,"{5767861243877258399, -3756873180132105678, 5027781826046583517, 6114193966905914260, 2786518958583215749, 2029933982787560791, 6931432377580862494"
values_23,4,21,-1,"{-5098389949820254951, 7225535328063454053, 1388397009532798506, -4860845580603818310, 1836723150098213192, -6720875466303404044, -1286744746308605237, 1273688433186269515, -7952801349536528995, 810878427743644028, 1050197177804409275, -5269558532652806360, -1193682578263285781, -7994306448042350175, 4617422843849509839, -3504739020086913717, 6676863596165962538, -9205369864231942810, 6379273473642982766, 1960190756736569058, 2139762167657764093"
values_72,1,8,-1,"{-8695323288485197485, 508854787963076984, 501424996762853291, -2820874570857378699, -5083635662667762408, 247023808524417107, -2693869083520043763, 470184358937936322"
values_79,1,4,-1,"{-8128318443087159496, -2006980281101218515, 2946586307530476834, 5404565311665279583"
values_78,1,27,-1,"{-7043726569102834068, 5747322923662122911, -2065554035750507475, 5432000491391306087, 7533122942688589604, 7328138883445749469, -4764873698526149918, -7280615924467669046, 3843592878462221958, 1455461914560995789, 8484079142205613301, -7105157658252165880, -2746217350505346344, 2753675345515953739, -9113352239778066206, -2336963432705864769, -2172226352513776490, 7971229588879047143, 670319018259515878, 5484109901642137494, 7130726728470534285, -8200170126122620318, 5838218501909235400, 1323181998113602106, 1127174389022895, 2403505132304245050, -994085832085636447"
values_87,4,21,-1,"{1582849560252770107, 6578056104749680172, -2518645790887427742, -6728476332445363876, -2790533500727884150, -8093330613112297613, 2585268340304994552, -1118127269422792911, -4290017170303144603, 4315494388418798762, -8176235092695465645, -1599903352044728722, 3870239446336608429, -5209321656413866254, -1984704918813756788, 6852191501717016607, 6492897154438735433, -4174314225644003831, -3310143742871124212, 1235855070850506386, -3615815128477853862"
values_6,3,19,-1,"{4537972545082169259, -5844682902925462519, 6943091645234950898, -2568615221316411904, -901211862906294454, -4581709102243995714, 4559572457682130052, -1069699349907475318, 7611028523910511495, -3135383126554474003, -3131750685653941713, -940412888992684957, 5244785773399389352, 2715529664080637100, -8913941683758637512, 2327468137276478439, 843732159070270036, 7510310014010077988, -2259151169640529777"
values_68,4,27,-1,"{4781784894082490249, 1313341082742561746, -4184885131466847319, 3792355334722533188, -163857430108915497, 3613901670330093118, -6713901774307848286, 6229024634123607897, -8527798486881400096, 4519888209464130871, -6918386723874966401, -5780829381133386267, 5642266326984433277, -5291821197040559445, -7811118732184621074, 3706634311094106861, -1871611316072524846, -2235293595005688382, -8712878883953478321, 2962214109428741289, 8607661420214296386, 2878648519428599393, 8502793594280931969, 983972532045838823, -3886769080062432048, 7371300240312030531, -4121274843693854775"
values_69,4,4,-1,"{-714561646253978846, 2942776529317384167, 4586373179057542730, 1898566883668273484"
values_1,3,21,-1,"{-711936438020461542, 4700361036546300639, -2909713567650227267, 4601099616876203595, 985228813983896623, -1976422534362320143, -1847884596658727313, 4862252063846677277, 9058672188565518096, 3319584974279230171, -6874507276270396968, -4517869038680802002, -4268635100927948861, -3162648330852581427, 1714675824095219753, 8607448302202781144, -3528087906796335370, -6343104107076943996, 3961786891832888620, -7304671873182180409, -581723330375525623"
values_45,1,10,-1,"{-7420713968859687211, -5406971196889506260, -6820206463255707620, 3923212461228572187, -8818557216583766394, 15122743088047824, 7571656017895412150, -3961754128218934650, -1247237892441469577, 5782156066078081771"
values_33,3,21,-1,"{-8061287269169633985, 3125569802627698644, 2478245123577721836, -778711765402864770, -7446359140523361112, -4507017716002783048, -7317187459534727428, 3346775962000771698, -2207522340310000856, -2989729476426483695, -3607181527059181657, -452016346511835803, -1360251607880739552, -3134923595349843471, 7798239293350744130, 8446193084166366499, 6661846366485635371, -2797843786485784679, 5599700880219212359, 544096999332075868, -6201908782814553009"
values_15,4,10,-1,"{-427152144012697306, -5895071859106186902, -7071812389621194470, 7055327774837799616, -4861636068086856040, 3949143788652776323, 5703224874602209633, 5926535393746967065, 1800663043048188344, 7647658885233681751"
values_93,1,21,-1,"{8664480535440661058, -8941194577683735260, -2184745266479299222, 8137287547755052882, 9037750869694091788, 6649764381604439518, 5375896821961379043, -8771620672098088193, -2853397001706236356, 4228787521364297703, 42489029928990389, 3766627491862430535, -2225034868588552299, 8478047941006709108, 5528944839118896226, 8805790748922314137, -3531276428177493498, -1649322811380676025, -3527487250714786162, -6700541918571600587, 6666342101016890904"
values_24,4,28,-1,"{7776073450129326616, 4120701591118130813, 1295027043537312342, -7091531121799174007, 6013795800630541870, 1714080559968410271, 1126103548631430254, 3134854947658459779, 432939928537580607, 823907033437564745, -8275828071874885343, -248884597623082804, -5572366512045925441, -5581819960098589822, -316555187131248079, 332002438833507770, -1937342579418025049, -4535347512671312839, 7278877975225242027, -6710123189715807037, -5593324141213793193, -3739304165120265177, -3472570743583130863, 4498933557143137544, -1497201999873218139, -1951918357460548308, -684157512437658382, 917898460095730055"
values_25,4,10,-1,"{-8110389838864712511, -2954948242315190669, -4378220452542201511, 5481823449273940448, -5925301813274100973, 6370177244874344720, 8084606041949383953, -4461438311687549124, -6861399340500750538, 7501593219651215968"
values_26,4,19,-1,"{-2372433677466608504, 3179523678123903941, -4307583229946448081, -860134088897017108, 224104576739617023, -7782075051230541201, -178904746008843567, 871747201196801145, -6803932984625173832, 8948212204066178240, 1140107319621443868, 2368833408906844917, -2507970891760447914, 9003387119261800956, -7036774842688180311, -1550584472010780654, -2173847912147546205, 1478188390230935993, 5958879149585594203"
values_48,1,27,-1,"{-147531757611108778, 8508947593689944628, -5518153546104398476, 7596451032056451437, 5383938324740734192, -8098601953965882646, -4977936700333581746, -5347644802053118122, 8864262891137976238, 1306537982870173177, 4098696543825352104, 1730987728430709995, 2882824213711804396, -3826239570292601368, 8980232495429025733, 712933642475665572, 3398224205414448793, -2375286649321625427, 1030756603685047020, 1195538960349056870, -7235907345761556203, -4836172526828601790, 5206068637708074174, -9128585633012858250, 8824548036591920665, -747853323537517934, -8112437377670065443"
