inputName,val
values_11,1323
values_19,29341
values_12,11984
values_38,5012
values_81,16515
values_5,30970
values_40,19980
values_70,7219
values_23,3848
values_72,18811
values_79,5841
values_78,31909
values_87,13084
values_6,31604
values_68,16236
values_69,4120
values_1,32063
values_45,10920
values_33,26511
values_15,2568
values_93,2239
values_24,14334
values_25,17132
values_26,15452
values_48,5816
values_71,16235
values_76,25117
values_7,2871
values_50,26333
values_22,17736
values_4,6036
values_32,15564
values_77,13103
values_91,30513
values_42,1601
values_13,3319
values_41,14351
values_55,18776
values_31,4795
values_66,8377
values_65,22415
values_62,3608
values_21,30863
values_95,14892
values_84,941
values_58,6175
values_64,10313
values_83,5179
values_94,8680
values_0,21242
values_99,6444
values_96,17681
values_67,21234
values_61,29898
values_43,31198
values_2,17447
values_54,13590
values_30,20351
values_59,3115
values_85,1954
values_74,31844
values_90,3076
values_18,24373
values_52,7980
values_44,3638
values_17,9357
values_36,30002
values_49,18387
values_86,32054
values_37,15156
values_56,21932
values_63,4597
values_35,19923
values_97,23953
values_75,11929
values_57,11627
values_88,22654
values_10,22830
values_53,7781
values_8,7713
values_39,22519
values_47,26838
values_60,14461
values_89,18185
values_51,8012
values_14,18852
values_28,16850
values_16,18504
values_34,16863
values_82,11122
values_46,16262
values_27,17738
values_20,10659
values_9,10379
values_92,15674
values_3,22974
values_98,22021
values_29,22869
values_80,2046
values_73,25063
