inputName,n
values_11,23952
values_19,11137
values_12,2497
values_38,163
values_81,1079
values_5,13838
values_40,14503
values_70,21005
values_23,13104
values_72,14587
values_79,6151
values_78,6380
values_87,6592
values_6,8474
values_68,12580
values_69,7188
values_1,18115
values_45,24510
values_33,4415
values_15,18113
values_93,28251
values_24,5729
values_25,13486
values_26,31103
values_48,11813
values_71,31221
values_76,3412
values_7,2333
values_50,15120
values_22,26595
values_4,2273
values_32,3085
values_77,31489
values_91,4291
values_42,23469
values_13,20585
values_41,22280
values_55,14635
values_31,2738
values_66,1633
values_65,10575
values_62,3790
values_21,26502
values_95,11265
values_84,19838
values_58,22663
values_64,28178
values_83,7660
values_94,27612
values_0,20126
values_99,19216
values_96,3002
values_67,11479
values_61,24056
values_43,21169
values_2,31017
values_54,8557
values_30,25309
values_59,26920
values_85,4253
values_74,9051
values_90,20215
values_18,27125
values_52,31701
values_44,14663
values_17,27274
values_36,21041
values_49,14239
values_86,26461
values_37,29084
values_56,166
values_63,25055
values_35,7946
values_97,7408
values_75,32642
values_57,13354
values_88,24729
values_10,9045
values_53,11616
values_8,12625
values_39,4458
values_47,11664
values_60,9403
values_89,3089
values_51,19187
values_14,1165
values_28,3225
values_16,18997
values_34,3839
values_82,23663
values_46,16656
values_27,22291
values_20,6012
values_9,8398
values_92,32642
values_3,29404
values_98,15741
values_29,16286
values_80,32425
values_73,12251
