inputName,idum
values_11,-102
values_19,31
values_12,-19
values_38,-86
values_81,102
values_5,-53
values_40,-107
values_70,46
values_23,81
values_72,35
values_79,109
values_78,25
values_87,-99
values_6,-111
values_68,-73
values_69,3
values_1,-68
values_45,54
values_33,-40
values_15,94
values_93,-26
values_24,35
values_25,-89
values_26,33
values_48,33
values_71,-71
values_76,30
values_7,11
values_50,108
values_22,66
values_4,53
values_32,-21
values_77,79
values_91,-14
values_42,-18
values_13,124
values_41,-7
values_55,-91
values_31,-90
values_66,-17
values_65,17
values_62,67
values_21,-104
values_95,-64
values_84,9
values_58,102
values_64,-30
values_83,-32
values_94,-90
values_0,82
values_99,87
values_96,-97
values_67,-6
values_61,-71
values_43,-15
values_2,-127
values_54,-84
values_30,-80
values_59,-82
values_85,0
values_74,51
values_90,42
values_18,107
values_52,27
values_44,-83
values_17,-69
values_36,100
values_49,111
values_86,-103
values_37,64
values_56,36
values_63,-15
values_35,-95
values_97,-115
values_75,-9
values_57,37
values_88,-15
values_10,-115
values_53,-66
values_8,96
values_39,-68
values_47,97
values_60,-64
values_89,-98
values_51,-26
values_14,-40
values_28,-67
values_16,-62
values_34,4
values_82,93
values_46,-97
values_27,42
values_20,-93
values_9,-42
values_92,63
values_3,31
values_98,-17
values_29,-18
values_80,91
values_73,-107
