inputName,n
11,288
19,11762
12,27599
38,30548
81,6339
5,30867
40,20931
70,12043
23,5460
72,32582
79,21768
78,17362
87,14806
6,19144
68,20087
69,21440
1,16595
45,3766
33,10449
15,30986
93,21089
24,13224
25,5374
26,23965
48,21684
71,29433
76,5602
7,7197
50,4904
22,23628
4,23526
32,3291
77,7685
91,11100
42,31694
13,4903
41,13816
55,8917
31,18277
66,23119
65,14634
62,7105
21,5641
95,21394
84,30747
58,5007
64,4148
83,14181
94,6077
0,25447
99,32254
96,9011
67,25289
61,4199
43,27022
2,21187
54,24839
30,24561
59,28581
85,26193
74,19038
90,13832
18,11809
52,30659
44,23166
17,32358
36,3507
49,29863
86,29744
37,27006
56,15778
63,22046
35,24309
97,25749
75,18349
57,9880
88,30585
10,32550
53,31974
8,8200
39,32764
47,126
60,30392
89,25876
51,30843
14,15285
28,26464
16,11018
34,13971
82,31916
46,15593
27,6038
20,17926
9,10538
92,12074
3,32569
98,13499
29,29449
80,32032
73,27461
