inputName,n
11,7
19,5
12,5
38,16
81,11
5,5
40,31
70,11
23,19
72,22
79,28
78,15
87,30
6,9
68,24
69,29
1,27
45,31
33,30
15,3
93,5
24,17
25,2
26,4
48,30
71,16
76,22
7,32
50,12
22,21
4,19
32,21
77,30
91,10
42,21
13,10
41,32
55,32
31,6
66,3
65,30
62,20
21,3
95,6
84,29
58,31
64,2
83,26
94,28
0,8
99,8
96,2
67,30
61,2
43,12
2,19
54,10
30,31
59,22
85,14
74,32
90,27
18,20
52,3
44,32
17,31
36,13
49,4
86,27
37,4
56,28
63,12
35,13
97,9
75,21
57,8
88,29
10,9
53,13
8,15
39,21
47,12
60,4
89,10
51,20
14,17
28,17
16,10
34,10
82,25
46,19
27,8
20,27
9,7
92,28
3,9
98,14
29,12
80,14
73,25
