inputName,n
values_11,7504
values_19,5695
values_12,27604
values_38,22887
values_81,6646
values_5,22861
values_40,25961
values_70,3541
values_23,7969
values_72,13910
values_79,20590
values_78,2732
values_87,22933
values_6,21797
values_68,1121
values_69,12234
values_1,17575
values_45,2122
values_33,18335
values_15,18302
values_93,6349
values_24,21374
values_25,8532
values_26,25017
values_48,21457
values_71,20355
values_76,12464
values_7,24743
values_50,26278
values_22,12297
values_4,11016
values_32,6167
values_77,721
values_91,12018
values_42,29981
values_13,17982
values_41,8267
values_55,11513
values_31,10622
values_66,5250
values_65,18400
values_62,28192
values_21,15126
values_95,14287
values_84,30914
values_58,19205
values_64,18078
values_83,31982
values_94,22752
values_0,24486
values_99,18797
values_96,8434
values_67,15902
values_61,10066
values_43,32133
values_2,31016
values_54,18473
values_30,24943
values_59,2043
values_85,11274
values_74,8975
values_90,32701
values_18,21455
values_52,22260
values_44,15956
values_17,20367
values_36,8518
values_49,26112
values_86,12032
values_37,19125
values_56,3465
values_63,22766
values_35,6643
values_97,1462
values_75,15393
values_57,593
values_88,11411
values_10,9500
values_53,9731
values_8,17501
values_39,1548
values_47,13622
values_60,32054
values_89,2616
values_51,25235
values_14,10576
values_28,15160
values_16,4898
values_34,29423
values_82,14830
values_46,28476
values_27,6220
values_20,4054
values_9,12055
values_92,13982
values_3,7697
values_98,15402
values_29,31940
values_80,64
values_73,27586
