inputName,size
11,21
19,28
12,30
38,21
81,16
5,3
40,10
70,10
23,30
72,32
79,15
78,2
87,26
6,27
68,17
69,23
1,8
45,24
33,16
15,26
93,32
24,30
25,12
26,27
48,2
71,21
76,5
7,20
50,9
22,7
4,28
32,13
77,11
91,21
42,5
13,3
41,2
55,14
31,12
66,2
65,7
62,8
21,5
95,10
84,17
58,28
64,18
83,15
94,29
0,7
99,14
96,13
67,18
61,6
43,9
2,22
54,27
30,32
59,14
85,3
74,27
90,3
18,27
52,28
44,20
17,12
36,31
49,19
86,25
37,13
56,32
63,21
35,7
97,13
75,13
57,9
88,29
10,14
53,15
8,22
39,32
47,15
60,32
89,23
51,29
14,31
28,22
16,27
34,28
82,27
46,3
27,11
20,13
9,30
92,12
3,5
98,5
29,30
80,19
73,31
