inputName,size,a[size]
values_11,27,"{2334470727262118703, -2187571015351111085, 6565514560675541700, -431524925004449121, -29438658603092423, 2648765119497863398, -6192451985229788171, -167326196416017698, -1470588859452695242, -447208191394593977, 305109889453759093, 5392054751911917879, -577986666145197146, 2391059380484758799, 8484959753154125190, 2769413532700758254, -8880550026428890604, -7912928836343922103, 7878890357575365238, 3292994332247495679, -8221245097566534649, 2166695426192054918, 1056268825731693275, -3679618444526058916, 563990973989051358, -1692640919814223524, -3643443029328913029"
values_19,20,"{-5434138367861096012, 97615848211125188, 407929296261546363, -5699568069473318928, 5639896859574094236, 9033023236599469830, 8192734169790187545, 3370946350742726646, -8288799101775306850, 3153379199203459156, 5077164953396231129, -3009670446446956588, -3748953455098255948, 127214289960613783, 2459900845532270407, -4999534982878776853, -8197187530629479098, -293404129781578226, -2007885647878166133, 7446671850958151514"
values_12,24,"{3549122317634496282, -6588195128356138798, -386913547325428103, -6069483268991769999, 6883610719567254414, -5966514734093137676, 5942672687522683918, -8742032138224674215, -3031813167568437767, 3719799875158274080, 690267669623265964, -9035613890548456051, 267056687521647497, -4531421735176443230, -1769445998059294160, 7730234045709126679, -3206229794409640945, 5486440524857427859, -487792538240776304, 5854456341698129027, -594505013840095819, -347655701187730033, 7572158287872036942, -6452221625052092664"
values_38,13,"{-2995900594847750893, -1640476681624947229, -2823984755517746849, -4824964783828318395, 6285613306717453250, 4794958529169066093, 1997976366460124940, -1690951001662778975, 6688827323910913792, 2287942596592239703, -4715641844624221436, 8726037642863267488, 42700093441425776"
values_81,17,"{7392561032600562964, 5859769677823834180, -3112808670196285171, 842748984980340654, -2658246903811887512, 5072115900016902487, 7813930604421558634, -2893186861787699918, -5437471262453164698, -893463302305004651, -3583508722749883564, -4942744641115742190, -476517184907244453, -3109091182751745208, 6391107080047655573, 7072184183253750946, -2365435462932812935"
values_5,20,"{1092415896818908910, -2479434990844932655, -7322972641813251559, 4325102962488604026, -914166450994556818, -2127761139910311571, 8041895454214193922, 299895233488125691, -4573151357618654103, -7133549378948893204, -5266265800810384336, 46960551164402835, -8649120835902476787, 4450814552935285175, 151041139037221327, 3412772426841184569, -3776657264302715768, -3402784860084763386, 7708296790934733424, 7805945939463420127"
values_40,24,"{-3675278906842616165, -4602327867032774965, -8593811695867715961, -7299003465382773607, -8421746007045577794, -8438064326992905159, 4550864758869498504, -4759821223131627900, -3587886585659793357, -422890749222315677, 2944946870635463312, -743031023203343640, 6332364797838705362, 747385245147105951, -252617854748755291, -2672263767476177824, 1991590178913241795, 9012703923670048619, -664374094082082131, 2326701042473931053, -2808196404147469159, 5695560533175440493, 2273147664378465718, 2650142112379499876"
values_70,4,"{-8906707729198067179, -9095538248120339760, 533723128551261868, 8757229595581002546"
values_23,21,"{7253494473825855334, 1820187148387061266, -5653064207939424698, 4869646262700327573, -8763136480679024875, -4416742589253244955, 1708303610836486670, -5860975661021877266, -2594063199178736227, -5588334081592347409, 2471875272958690397, 3561361378715499889, -8109348779909444199, 948281261340524547, 1734731640684945885, 8624688694700709133, 6780316120962611121, -1086731860902608511, -4937571134428443960, 6180095419337085533, -4086997891505632364"
values_72,22,"{7972021796889155706, 6234511403710128342, 6955992466434943837, -6356377389923239421, -4971870802585021531, 6263009542838011065, 6311620389265414090, -1532485075867310764, 3031612418433558066, -5815886450426121138, 618339563805776806, 181800427303210635, -7042942954692464105, 64335651106096088, 4700083415328760558, 3640612623714707998, 6216309379547970811, 3186322903367572983, -2408027577413624927, -7001467584114737000, -4878575064468911078, 216064026312127287"
values_79,28,"{299921769658298661, 3025716271248749835, 2013999867645401289, -2189004552500269071, -4094792562586476650, -9089744502279684870, -5313702271419288888, -7271087528376105645, 2103546860036431284, 7373580513201985347, 864883880550298405, 4948069294708197450, 5707987965281289132, 5671586129197870928, -5782462590854829870, 1771742469572746501, 8870581350231664327, 1233013761579166859, -4516926825558604514, -8539607061242035033, -6693468952251235794, -3853158310994315557, -5135066221859361834, 2218085136114445449, 466600149099745745, -9176977083701121196, 3582011304176296850, 3368968145191771185"
values_78,31,"{1282774998327917721, 4320495107273542532, -5189369854496537987, 7685813696530930178, -8394445181324012889, -6878000304620410780, 2516751263476952731, 2664285578467212494, -7765301816289140189, -4482423356596578014, 8735355628180899218, 2051247921636176100, 3078397478850924367, 1781955202010549890, -467300910910522549, 4068250478562189750, 1876913051913720351, 4923129504758497982, 3131234943804239940, 4366552855481644848, -1104963035331231, -2354572052447132497, -6181768007724553259, -1955377544112121442, -7686573693970193021, -6923051282398009606, 3450301003204106061, -5668058340258297900, -3486042441082815672, -4817530913229982293, 2717603806700174503"
values_87,7,"{-8267320070486377339, -3595718513277607915, 8663541194751945243, -5569830472617507485, -2803008623341785848, 7783228991315819480, -1262061149785949357"
values_6,10,"{-965202514431081865, 8146812985807637524, 3952364501538194661, 5813682821581452986, -7670867020294153657, -4625539526692417471, -5448524055399362224, 17951072114573656, 6911770268493708015, 2476354355965671298"
values_68,28,"{-697679919443134122, 4180081116725836409, -8854929487116416680, -5894996329245329268, 3925068081601422415, -1250711439473974777, 8274227903562864672, 4070391172177572909, 3458993731329247169, -4560258133081335537, -3429147465612439626, 1589134300326249750, -5138697867822874606, -4050260111233255182, 2791691046869676646, 6488422593444577247, -7702994626530936240, -2362464049797800597, 9111840914999378643, 8171347564813454824, -7294882834982548761, -8107434074933781539, 4211886610136192444, -8718752203673159637, -8072464580549894787, -151782537188706114, 4341123516479234794, -7578751460220107633"
values_69,30,"{-4359315810838802135, 7632616713850186953, 5029808596763415032, 3237654914385848429, 2096578643713893729, -959425461449546094, -5533844477384657780, -6086393156019508482, 8616043328375060960, -6803967530780726885, -4870579498546383639, -6264528590577417380, -4365516029177926832, -1443221310064602727, 3563985881199351594, -4939918449472430808, -7967184009529068575, -2153646195289607146, 128909445634152738, -1580054197235965168, -2581433973125282854, 1361009182143437832, 8769840451591222737, -7395419058361983677, 1887828300777757930, 4008548417022694091, -5357659835104807823, -5124799248338148794, -9045506031579333497, -6708979918568026026"
values_1,22,"{4758337383379475627, 1331001261412771798, -4528396508908220857, -1989965776044590096, 1002445033339926856, -2045793244829158632, -1150281266758347897, 1124278740742425444, -2795307275509452364, -8485743039807615529, -798585001722224473, -716888784497723394, -7655740032145417010, -6491087501570326398, -8517604516557909093, -3862693559123682643, -5436020808047306780, -4722621650235669570, 5260559377595408329, 7070426055235210379, 430809556908447603, -1880924738167228959"
values_45,26,"{4453482777078837088, -7272146899690171956, 1436428392476662730, 6739122800432477258, 220251062302046732, -8404785321598874350, -7373972342925989427, 1573893016114826091, 549359748936350065, -3952867948317046200, -6457321669144035622, -8721791287372838738, 7808826159760501624, 3598125566768510008, 6516991539903944063, 1531336772535383859, -285306817265021197, 2433813094702403635, -8695843991752136949, 7578521965419808612, 6232851133540157316, 6571757016138715789, -8585713864965409665, 1094836335178148645, 4314501647775958033, -9210627381281026813"
values_33,24,"{4251972123239670445, -958814449958051374, -1112642173089632634, -1524942466534499823, -2678990005356520115, -3816278725492671451, 4792813530446957609, 3675446627032135752, 1305926545701603137, 721097928100515445, 6700500463412014379, -1744193540701329307, 4264685511702167351, -197773932257819625, -3778896991005788887, -1788766080523138456, -2103786713497076891, -6344272401342794067, 729879809918403668, -7606278715680164621, 1006244633242691673, -523780113339929300, 3148004843899499931, -3111427055023742403"
values_15,30,"{-4708272043377817218, -4522505543103558151, -7607695807603860455, -1385644372820713509, 9017804502637233311, -264525473719530773, 5159518358294454396, -4812394642921746557, 9045331641950394174, 7077327984534193924, 4401490470004272111, -7106985772187364090, -7313540396773624490, 3390274524951100996, 289698215852922103, -1064432503062301763, -1278858782943304508, 4467981829689498413, -4474658694667228003, 7225554362719996551, -6196323146859215959, -4473120805810195675, 8045073210371312106, -3951095816648314622, 6476967476504424218, -1240802521767401293, 5814012484919117477, -325347439081976487, 1958741987798185523, -3989679001805984226"
values_93,25,"{6984452670265124735, -4127737323751648134, 2471841451372182778, 808799281443200457, -4454135458413762530, -8321020037544426808, 4325757833168909765, 3731964882237710322, 6487984958359041980, -1258664395952712820, 1515428615329825314, 8072387414847676686, 9159633487629634327, -1147856743214815913, 4103894272658536283, -5703609403103714570, 3320367684595692185, 260649580456877959, -175820858354260174, -3791246027102162641, -2414908138794433941, -1416521313182941690, 8219868564951716574, -6831488066677665621, 1966909295757071257"
values_24,13,"{-6382140362371974676, -8476088625762386709, 917244968294494418, 8046265047851639649, 7115268065440730134, 8320596124014307370, -2547524359402807669, 5160668646484106706, 5543373848610673025, 921400853504796227, -407209353632460336, -606765609818150186, 6247899917312966010"
values_25,2,"{-8068064267076495490, -7929307984854261914"
values_26,15,"{-2131908305828399227, 5288667620683269131, -8347662240607476599, -419441758590117612, 1622553351806291919, 1634889631185373858, 3845774056300995886, -8910399151457218879, 2275339866691509331, 1205895812447177336, -2032431720272101331, 3889770858967971370, -7999164127402131276, -151997073611238394, 8901820526774334115"
values_48,20,"{-8890167244960280303, 6113929943138785803, 3864856540596209393, -1515421384257051322, 8058580595031017961, 4275229700322461069, 1639684732418909617, -2933245006375286590, -4030149969326982064, -3563216904654109942, 8773739423748756049, 6592128412910812002, -4887109279645768399, -2428953703942253330, -307552902468519463, -3058538799652543336, 7319502466094374750, -7562385314070086173, 1404617379710568763, -6170884567040118319"
values_71,17,"{1747549565476091687, 6011151735709022935, -4212742024401173877, -596008310186467490, -2197006891083925428, -7436967306755299185, -1361700620432831927, 3217694530728580466, -6699281055006720562, 356456508473601137, -6122185176652526415, -8672918081100812161, 267105013306258400, -2051325133558619396, -3619110422814408248, 5140671101022190292, 4245232596993035090"
values_76,11,"{-9142805892789686086, 4672720374530870221, -1599089996920199932, -6328925194562836105, 8713348892493013949, 6702857630691890465, -2129420566371304734, 9025816833533233941, -2223343663852967958, -4274924863305561381, -8395159258563883802"
values_7,31,"{-6933581923332314187, -574056380924301168, -7305175706600155131, 4295954705959902710, 3507337507923601208, 8333653878813079995, -4605412912669081501, -3794137136372884267, 7163122910432498526, 4695271890834253894, 7336924729167769466, -1627693363245636390, 5349059304257385181, 830407846053053824, 9133208656600581117, 2278930413030427755, 5418196487661083847, 3566215231649439391, 1639996852474323432, 2668250638237009538, -8230446778993920860, 1323787797271697396, 4731172236987705973, 2105019628972818718, 2383283820651953745, -2238174057679251541, -525542567716279604, -6003755712693375137, 1989957632595712376, 3668105264202941745, 6263249924695173925"
values_50,30,"{2313410909660651958, 7137386746528950476, 3674478048630303030, 2998045910417174919, 6874675596451815055, -1680818277289819344, -2635533797253522496, -7467156140889575365, 221262952546732812, 2712237489279455964, 3143637185035175085, -6651371414471959536, -825495011877032267, 2560517298485687002, -6262961607630149276, -8260981368003866434, 2063535421776851971, -1094085877548946808, 4149215160211275603, 6503721008533393022, 2547714881955920111, -8293498493241663331, -7623000032283098645, 1791966325073272549, 8409461952569973858, 5993146303008063779, -7257945025548347577, -1308872884703257397, -1671777706183162800, -1537672495534633706"
values_22,23,"{-7702034325070180941, -3109734837127097935, 8091763647968652361, 4386786479348125680, -8070445060253526115, 6530960719695971934, 9108643612773226561, 8607138553664363951, -8444821848603652977, -6220816175539345936, -3364301807781118596, 8144639116664346689, -3025879843899180158, 1224735788675571643, 8680728197855526555, 3152175471950065557, 3744684339915404616, 4703700513491852036, -2855354949109641201, -93282795808768781, -1573500667079597670, -8855134703000646809, -1919085324906303177"
values_4,14,"{-8676537572933224704, 6006729702937892306, 2849674483946668936, 5599740613327576346, 5376489202973243858, -2349337148650930257, -7458044907249846801, 476051692750266055, -2397309439399063832, -2449449579498666212, -3887286935563882195, 1829085985444124354, 6367934445104503640, 6031836212593403119"
values_32,18,"{808320817094054606, -8768070421633412118, 2386175634085067856, -5983141276250928970, 7640539878076491454, 1929538621744959071, 4114490440214456691, -5872419092213593970, 6368893297271476721, -4784791946784938824, -3264678622939890292, 5227458680809229257, -5487676449084589870, -3662690003038209811, 7141401007892273146, 5825110338811989104, 1910654964114815283, 6792102233642871343"
values_77,14,"{1322023614376965221, -8775434162349457447, -515857836422533218, 272706913653620940, -6114063226704562155, 6166680128031316696, 7869441060441386670, -1849331685174196164, -8648351542341081105, 1118169713515749272, 6231204819272716535, 1342237302900968791, 3651209280993664136, 5477004517606259616"
values_91,5,"{587588944718858244, 5474374004160596674, 6425507621132145567, -3858262017335525996, 7834034492572024731"
values_42,28,"{-4843504115574511387, -7804361609082678577, 6370097603034575279, 2085238026874159745, 79537950176352223, 8070133395635009504, -3599197991195247865, -3227386586673958663, -2108362735866340854, -8145703494085505697, -3313963997796889190, -255266739540245273, 1237847881709762779, -3995693958190432351, 1657783587900776381, 2122376078170298451, -8626193069013882777, -6360669429958404445, 5041593524354861707, -708075649218664401, 5957314845418949062, -6782289478189800554, -2077019302181356620, -900667548001321330, -2786460076769667189, -3551510087903400868, -4633637296534574647, -8283149494083662222"
values_13,2,"{2825669262011116942, -4728438378184716878"
values_41,13,"{6723747601849366374, -8074164575725218735, -539574650645585624, -3230585267645974854, 3117200805124799967, 2687794929320508948, 5508309531933717554, 4189803145804870865, 7340127622463902994, 4936377504025703146, 578912481604691746, -68861711027967061, -5565463932300357431"
