inputName,size
11,7
19,26
12,28
38,17
81,26
5,26
40,10
70,32
23,4
72,9
79,9
78,22
87,18
6,25
68,27
69,5
1,21
45,2
33,24
15,20
93,5
24,24
25,16
26,29
48,28
71,32
76,29
7,22
50,4
22,22
4,10
32,16
77,29
91,21
42,29
13,29
41,32
55,31
31,8
66,5
65,10
62,31
21,4
95,5
84,8
58,31
64,6
83,27
94,12
0,23
99,22
96,27
67,9
61,9
43,29
2,18
54,16
30,27
59,20
85,21
74,10
90,9
18,2
52,13
44,11
17,5
36,26
49,14
86,20
37,19
56,16
63,24
35,2
97,5
75,19
57,7
88,15
10,28
53,29
8,19
39,4
47,6
60,18
89,25
51,15
14,6
28,23
16,16
34,16
82,9
46,8
27,31
20,6
9,31
92,24
3,2
98,10
29,17
80,5
73,19
