inputName,n
values_11,18
values_19,10
values_12,23
values_38,16
values_81,3
values_5,25
values_40,25
values_70,5
values_23,24
values_72,13
values_79,20
values_78,20
values_87,14
values_6,12
values_68,26
values_69,30
values_1,23
values_45,4
values_33,19
values_15,25
values_93,10
values_24,11
values_25,26
values_26,23
values_48,10
values_71,20
values_76,32
values_7,21
values_50,12
values_22,7
values_4,24
values_32,27
values_77,12
values_91,17
values_42,30
values_13,22
values_41,9
values_55,2
values_31,8
values_66,31
values_65,25
values_62,23
values_21,25
values_95,28
values_84,2
values_58,20
values_64,17
values_83,2
values_94,16
values_0,22
values_99,15
values_96,32
values_67,5
values_61,29
values_43,30
values_2,11
values_54,7
values_30,18
values_59,28
values_85,27
values_74,4
values_90,23
values_18,11
values_52,3
values_44,32
values_17,11
values_36,29
values_49,13
values_86,32
values_37,11
values_56,6
values_63,18
values_35,29
values_97,11
values_75,32
values_57,4
values_88,5
values_10,24
values_53,22
values_8,21
values_39,23
values_47,18
values_60,11
values_89,5
values_51,9
values_14,12
values_28,11
values_16,26
values_34,9
values_82,8
values_46,31
values_27,9
values_20,22
values_9,24
values_92,16
values_3,7
values_98,12
values_29,29
values_80,12
values_73,3
