inputName,n
values_11,26
values_19,6
values_12,19
values_38,18
values_81,23
values_5,32
values_40,5
values_70,21
values_23,16
values_72,27
values_79,18
values_78,2
values_87,11
values_6,28
values_68,24
values_69,9
values_1,3
values_45,32
values_33,19
values_15,8
values_93,6
values_24,29
values_25,32
values_26,4
values_48,21
values_71,29
values_76,30
values_7,12
values_50,28
values_22,17
values_4,14
values_32,25
values_77,24
values_91,5
values_42,17
values_13,26
values_41,10
values_55,26
values_31,14
values_66,27
values_65,22
values_62,19
values_21,15
values_95,11
values_84,4
values_58,31
values_64,32
values_83,16
values_94,29
values_0,23
values_99,26
values_96,7
values_67,17
values_61,23
values_43,29
values_2,31
values_54,5
values_30,25
values_59,10
values_85,10
values_74,8
values_90,19
values_18,26
values_52,31
values_44,11
values_17,22
values_36,8
values_49,30
values_86,25
values_37,28
values_56,19
values_63,16
values_35,16
values_97,15
values_75,9
values_57,10
values_88,4
values_10,18
values_53,25
values_8,16
values_39,20
values_47,7
values_60,7
values_89,20
values_51,30
values_14,9
values_28,16
values_16,4
values_34,11
values_82,13
values_46,27
values_27,13
values_20,11
values_9,28
values_92,20
values_3,6
values_98,18
values_29,27
values_80,18
values_73,31
