inputName,size
11,18
19,23
12,26
38,4
81,25
5,24
40,28
70,30
23,6
72,6
79,24
78,14
87,6
6,26
68,30
69,29
1,20
45,25
33,26
15,28
93,31
24,9
25,28
26,10
48,11
71,7
76,21
7,24
50,17
22,5
4,28
32,11
77,20
91,26
42,31
13,27
41,4
55,14
31,13
66,27
65,15
62,27
21,19
95,7
84,2
58,20
64,20
83,26
94,22
0,6
99,18
96,10
67,2
61,26
43,30
2,6
54,23
30,23
59,20
85,22
74,30
90,3
18,3
52,29
44,30
17,23
36,8
49,30
86,8
37,3
56,2
63,22
35,14
97,5
75,31
57,32
88,32
10,17
53,7
8,11
39,5
47,26
60,7
89,27
51,14
14,27
28,31
16,14
34,15
82,25
46,12
27,25
20,22
9,4
92,26
3,25
98,27
29,7
80,6
73,4
