inputName,key
11,7
19,22
12,31
38,29
81,7
5,7
40,15
70,15
23,5
72,31
79,22
78,29
87,13
6,15
68,29
69,22
1,7
45,7
33,5
15,7
93,5
24,17
25,7
26,15
48,29
71,7
76,15
7,13
50,15
22,31
4,17
32,31
77,13
91,7
42,31
13,5
41,7
55,7
31,7
66,15
65,7
62,31
21,7
95,7
84,17
58,29
64,17
83,5
94,17
0,15
99,22
96,15
67,13
61,7
43,5
2,31
54,17
30,15
59,22
85,7
74,17
90,15
18,29
52,31
44,17
17,13
36,15
49,22
86,15
37,13
56,15
63,5
35,7
97,13
75,7
57,13
88,29
10,15
53,5
8,29
39,22
47,13
60,15
89,22
51,7
14,17
28,29
16,15
34,17
82,31
46,15
27,13
20,15
9,22
92,31
3,5
98,29
29,22
80,15
73,5
