inputName,n
11,4
19,4
12,4
38,4
81,20
5,18
40,9
70,31
23,21
72,31
79,31
78,31
87,20
6,18
68,21
69,21
1,18
45,9
33,4
15,4
93,13
24,21
25,21
26,21
48,9
71,31
76,31
7,18
50,15
22,21
4,18
32,4
77,31
91,13
42,9
13,4
41,9
55,15
31,4
66,21
65,21
62,21
21,21
95,13
84,20
58,15
64,21
83,20
94,13
0,18
99,13
96,13
67,21
61,21
43,9
2,18
54,15
30,4
59,15
85,20
74,31
90,13
18,4
52,15
44,9
17,4
36,4
49,9
86,20
37,4
56,15
63,21
35,4
97,13
75,31
57,15
88,20
10,4
53,15
8,18
39,4
47,9
60,21
89,20
51,15
14,4
28,21
16,4
34,4
82,20
46,9
27,21
20,21
9,18
92,13
3,18
98,13
29,21
80,20
73,31
