inputName,idum
11,-1917850087
19,1462770926
12,600056659
38,-594259104
81,-576256880
5,1308564672
40,621699330
70,858969433
23,1690636088
72,-746532013
79,-1811337381
78,-1241877354
87,-1200108832
6,-83291058
68,-1534021861
69,1944569312
1,1358994708
45,-1853009044
33,-1248557472
15,496087229
93,-633518575
24,-383231876
25,1563269389
26,-1490344257
48,1785014337
71,-242597872
76,352335044
7,-236287764
50,-1645705732
22,-598035695
4,-1188351417
32,-845519748
77,-1289544268
91,1816751929
42,1412097621
13,439021308
41,-1408381583
55,-498323218
31,-745628656
66,287921604
65,312952260
62,287381404
21,487345709
95,-26433737
84,145673199
58,1012934796
64,2080601282
83,258381840
94,565353427
0,1254067788
99,-1658073077
96,1237664983
67,-865323260
61,-1992959717
43,-1437848076
2,-148749365
54,1135145489
30,1082914828
59,436637714
85,1331563036
74,1815775393
90,-459643639
18,1707161929
52,-2097079457
44,1229054252
17,-371536090
36,-779301653
49,-727195296
86,1931495436
37,-1738530918
56,1756484239
63,1911358788
35,1482104540
97,1594112968
75,754086563
57,-396941913
88,-567527190
10,-1488386430
53,-2003147884
8,418083021
39,1184702069
47,912960103
60,-1994042297
89,-83329639
51,-173405578
14,2003920871
28,-2125274827
16,1452937849
34,-381036707
82,-1082639184
46,-1748123414
27,-1074813763
20,-1652794585
9,-1217246602
92,1290248751
3,787172644
98,-1236822778
29,-1322953167
80,-800904668
73,-2079121707
