inputName,n
11,3
19,13
12,27
38,30
81,15
5,26
40,19
70,2
23,24
72,12
79,16
78,32
87,14
6,30
68,14
69,16
1,9
45,3
33,18
15,22
93,27
24,24
25,23
26,2
48,26
71,10
76,7
7,14
50,25
22,21
4,25
32,26
77,21
91,24
42,22
13,17
41,17
55,21
31,9
66,2
65,13
62,14
21,14
95,18
84,24
58,27
64,12
83,20
94,10
0,18
99,30
96,20
67,30
61,12
43,10
2,21
54,5
30,22
59,27
85,28
74,13
90,6
18,27
52,19
44,10
17,12
36,31
49,14
86,12
37,6
56,13
63,24
35,15
97,10
75,30
57,17
88,18
10,17
53,16
8,32
39,4
47,2
60,30
89,14
51,8
14,16
28,9
16,26
34,21
82,8
46,16
27,23
20,22
9,18
92,21
3,7
98,23
29,2
80,21
73,9
