inputName,n
values_11,26
values_19,27
values_12,27
values_38,28
values_81,12
values_5,27
values_40,16
values_70,8
values_23,22
values_72,20
values_79,26
values_78,5
values_87,5
values_6,9
values_68,25
values_69,24
values_1,18
values_45,24
values_33,23
values_15,2
values_93,3
values_24,18
values_25,16
values_26,32
values_48,16
values_71,20
values_76,8
values_7,12
values_50,27
values_22,30
values_4,7
values_32,7
values_77,20
values_91,8
values_42,7
values_13,32
values_41,27
values_55,29
values_31,9
values_66,14
values_65,29
values_62,10
values_21,29
values_95,6
values_84,29
values_58,19
values_64,22
values_83,4
values_94,22
values_0,11
values_99,5
values_96,16
values_67,23
values_61,5
values_43,11
values_2,6
values_54,21
values_30,17
values_59,24
values_85,22
values_74,17
values_90,21
values_18,22
values_52,2
values_44,29
values_17,8
values_36,11
values_49,29
values_86,27
values_37,28
values_56,17
values_63,28
values_35,13
values_97,15
values_75,9
values_57,13
values_88,23
values_10,31
values_53,25
values_8,27
values_39,5
values_47,28
values_60,21
values_89,15
values_51,20
values_14,11
values_28,14
values_16,17
values_34,29
values_82,9
values_46,31
values_27,23
values_20,27
values_9,23
values_92,3
values_3,26
values_98,32
values_29,23
values_80,13
values_73,32
