inputName,k,size,arr[size]
values_11,148,23,"{117, 1, -95, -20, -20, 37, -110, -98, -61, -47, -80, -15, -96, 119, -61, 26, -1, 80, 118, 17, 119, 9, -60"
values_19,148,17,"{2, 111, 13, 82, 124, 45, 45, 13, -61, 117, -81, -117, -34, -2, -26, -29, -101"
values_12,148,9,"{26, 80, -43, 105, -110, 29, -94, -16, -73"
values_38,145,28,"{-109, -37, 14, 78, 55, 114, -37, -63, 25, 84, 53, -92, 22, 81, 95, -32, 91, -10, -41, 101, -96, -70, 8, 118, 44, 122, 100, 109"
values_81,55,23,"{-27, 20, 40, -121, 24, -22, 72, -13, -125, 91, 119, -81, 43, -25, -108, 34, 95, 76, -68, 7, -13, -76, 109"
values_5,178,10,"{-37, -57, -116, -6, 7, -83, 76, -112, 85, -56"
values_40,189,2,"{-52, -88"
values_70,159,2,"{109, 91"
values_23,18,25,"{7, 29, -93, -64, 52, 45, 66, -95, 26, -122, 64, -38, -88, -64, 84, 38, -3, -4, 81, 96, 57, -103, -86, -85, 15"
values_72,159,9,"{-105, -64, -35, -103, -78, 17, -83, 67, -107"
values_79,159,17,"{-28, 73, -89, -103, 89, -101, -21, 59, -91, -125, -83, -84, -7, -1, -34, 70, -20"
values_78,159,28,"{-102, 49, 79, 23, -50, -68, 88, -78, 58, -5, -29, -104, 51, 89, 5, 117, -112, -98, 86, 107, -47, -48, -83, 48, -112, 53, 77, -112"
values_87,55,4,"{72, 95, -82, 14"
values_6,178,31,"{-4, 60, -89, -96, 50, 4, 39, 125, -101, -113, 113, 82, 16, -86, -59, 54, 8, 80, -122, -106, -37, 51, 111, 126, -74, 68, 51, -115, -105, -68, -90"
values_68,44,28,"{-105, 68, -37, -36, 74, -100, 12, -117, -41, 83, -20, -78, 125, -44, -84, -87, 57, -22, 39, 26, 70, 99, -67, 75, -104, -79, 77, 94"
values_69,44,17,"{-83, 117, -21, -95, -104, -47, -43, -14, 71, 36, 22, 109, -18, 84, -36, 101, 121"
values_1,178,23,"{46, -76, 91, 41, -102, -90, 121, -69, -78, 42, 99, 89, 109, -109, -28, 25, -31, 26, -8, -33, -106, 75, 79"
values_45,189,10,"{94, -52, 65, -7, 57, -40, 56, -109, 92, -99"
values_33,145,25,"{-91, -9, -32, 4, 56, 31, 45, -22, -42, -11, -117, -38, 27, 81, -47, -94, 84, 108, 28, 81, 16, -113, -55, -8, -56"
values_15,148,10,"{-56, 5, 46, -25, 125, 119, -90, -96, -95, -13"
values_93,186,25,"{8, 86, 61, 31, -97, -76, 100, -89, -112, 12, -104, -55, -23, 28, 81, -105, 85, 1, -19, 96, -111, 115, -56, 80, -11"
values_24,18,16,"{32, 75, -100, 118, -71, -26, -33, 99, 14, 40, 31, 36, 107, -15, -46, -15"
values_25,18,10,"{31, 88, -42, 22, 44, 33, -39, -77, -10, 0"
values_26,18,31,"{24, -8, 71, -47, -36, -109, -37, -59, 79, 114, 53, 49, 43, 15, 87, 68, -99, 3, -105, 109, 81, -47, -24, 101, 111, 22, -11, 86, -29, -120, -41"
values_48,189,28,"{-1, 8, -74, -36, -55, 64, -91, 120, 13, 25, -107, 108, -47, 8, 103, 102, -63, 89, 13, 6, -20, -112, 88, 78, -23, 48, -72, 15"
values_71,159,23,"{-51, -6, -34, -72, 114, 37, 93, 34, -58, -94, -98, -93, 26, -96, -39, 88, -5, 30, -52, 18, -14, 29, -117"
values_76,159,31,"{-37, -64, 10, 80, 2, 69, -59, -119, 124, 48, -55, -113, -48, 95, -74, 12, 36, -73, -45, -38, 18, -11, -26, -115, 120, -122, -60, 10, -11, 67, -121"
values_7,178,4,"{-49, 77, 26, 15"
values_50,18,2,"{-30, 90"
values_22,18,9,"{87, 97, 108, -115, -55, 49, -76, 40, 14"
values_4,178,16,"{64, -84, 26, -40, 15, 7, -37, 104, 109, -83, 79, 109, -118, 124, 81, -7"
values_32,145,9,"{18, 10, 113, -65, 70, 5, -95, -122, -34"
values_77,159,4,"{84, 94, -64, -123"
