inputName,size
11,16
19,21
12,24
38,3
81,19
5,23
40,6
70,23
23,6
72,15
79,7
78,15
87,15
6,19
68,7
69,16
1,3
45,19
33,26
15,5
93,8
24,3
25,3
26,13
48,15
71,8
76,18
7,24
50,19
22,23
4,4
32,18
77,13
91,12
42,23
13,14
41,22
55,8
31,2
66,21
65,7
62,20
21,24
95,23
84,22
58,18
64,10
83,26
94,25
0,4
99,10
96,12
67,2
61,24
43,20
2,17
54,22
30,3
59,7
85,17
74,11
90,22
18,2
52,12
44,9
17,8
36,24
49,8
86,17
37,21
56,19
63,16
35,16
97,16
75,21
57,6
88,24
10,22
53,10
8,7
39,9
47,24
60,21
89,25
51,10
14,20
28,19
16,26
34,26
82,3
46,3
27,8
20,21
9,15
92,17
3,19
98,25
29,11
80,14
73,14
