inputName,n
11,18
19,20
12,19
38,13
81,3
5,28
40,10
70,17
23,22
72,5
79,5
78,29
87,25
6,23
68,10
69,14
1,27
45,19
33,10
15,8
93,5
24,23
25,28
26,24
48,19
71,12
76,4
7,26
50,13
22,31
4,31
32,28
77,30
91,30
42,11
13,10
41,2
55,27
31,13
66,18
65,28
62,14
21,20
95,13
84,13
58,17
64,8
83,20
94,9
0,23
99,18
96,16
67,24
61,25
43,19
2,25
54,18
30,25
59,12
85,7
74,11
90,13
18,25
52,14
44,6
17,19
36,8
49,4
86,5
37,8
56,10
63,7
35,30
97,18
75,24
57,23
88,8
10,18
53,13
8,2
39,18
47,29
60,29
89,6
51,10
14,22
28,24
16,29
34,2
82,9
46,26
27,16
20,3
9,17
92,29
3,9
98,21
29,12
80,21
73,27
