inputName,key
11,10
19,22
12,31
38,10
81,10
5,14
40,4
70,4
23,5
72,31
79,22
78,10
87,30
6,9
68,10
69,22
1,10
45,14
33,5
15,14
93,5
24,14
25,14
26,9
48,10
71,10
76,9
7,30
50,4
22,31
4,14
32,31
77,30
91,10
42,31
13,5
41,10
55,14
31,10
66,9
65,14
62,31
21,10
95,14
84,14
58,10
64,14
83,5
94,14
0,4
99,22
96,9
67,30
61,10
43,5
2,31
54,14
30,4
59,22
85,14
74,14
90,4
18,10
52,31
44,14
17,30
36,9
49,22
86,9
37,30
56,9
63,5
35,14
97,30
75,14
57,30
88,10
10,4
53,5
8,10
39,22
47,30
60,4
89,22
51,10
14,14
28,10
16,9
34,14
82,31
46,9
27,30
20,4
9,22
92,31
3,5
98,10
29,22
80,4
73,5
