inputName,n
values_11,2
values_19,21
values_12,13
values_38,15
values_81,4
values_5,12
values_40,24
values_70,11
values_23,27
values_72,3
values_79,14
values_78,4
values_87,9
values_6,32
values_68,9
values_69,21
values_1,31
values_45,18
values_33,11
values_15,32
values_93,6
values_24,30
values_25,3
values_26,27
values_48,11
values_71,22
values_76,25
values_7,7
values_50,29
values_22,20
values_4,8
values_32,22
values_77,27
values_91,15
values_42,4
values_13,29
values_41,10
values_55,30
values_31,27
values_66,3
values_65,21
values_62,12
values_21,24
values_95,18
values_84,21
values_58,14
values_64,3
values_83,20
values_94,30
values_0,16
values_99,25
values_96,16
values_67,24
values_61,7
values_43,16
values_2,25
values_54,10
values_30,7
values_59,13
values_85,25
values_74,15
values_90,19
values_18,4
values_52,22
values_44,18
values_17,20
values_36,13
values_49,10
values_86,9
values_37,22
values_56,17
values_63,16
values_35,5
values_97,15
values_75,21
values_57,6
values_88,8
values_10,21
values_53,13
values_8,7
values_39,15
values_47,14
values_60,17
values_89,10
values_51,28
values_14,28
values_28,17
values_16,5
values_34,8
values_82,10
values_46,23
values_27,14
values_20,2
values_9,19
values_92,8
values_3,7
values_98,23
values_29,23
values_80,13
values_73,25
