inputName,size,a[size]
values_11,21,"{76971966478892662, -7587987654228224407, 5402035123119146110, 12503967730545120, -2569856165195393295, -6127649933005292615, 6283967033544875061, 6182294303273210989, -1377539909055054805, 2787865839056874984, -455561160350725766, 2662765950573824359, 6906911656973381482, 6745856920980377997, -7363565743174281224, 1852214307451641026, -9157269246050817601, 7616227192198567987, -3532755126836774035, 7035154899023912435, -7090262149409062456"
values_19,24,"{1914209301342695589, 2704694118428315630, 8827256171424447629, 6105054378686360104, 425130263631507134, -4984814693514767399, 2109622878482262571, 5182583476024806586, -8346315325284842245, -5921284783261581571, 25185764118458013, 1252482848789387722, 3574320109222740858, -9001414478686072179, 3548422891670516334, -9073773876317963654, 437653496137321790, -8213197933956378684, 5665596576520985951, -726751949528705534, 4082891694473109848, 2995329572813934567, 6653038167922269633, -7828013939703806792"
values_12,24,"{-5038942980753127107, -80976302709275278, 6951687117565643748, 8032308387006471735, -5829136877620438777, 2853887990569496196, -5845606587294675460, -7135328769127140535, -6470921214893972699, -3388004582907156001, 8707127009789782263, -7732606608470835872, -1332871204507468500, 3546568966169903309, 2373655292922922583, 7750156132493542195, -852074648214183147, -9046833220924180464, 6495192079432275855, -7288099356603228217, -6355286684018435956, -1599254494169582456, -1297791897733528809, 8683480552700543118"
values_38,10,"{7097566272638408415, -1935383684895415337, 6536054163514792087, -1268457443014208670, 1532386020905567731, 4003470787689249971, -7269235632859184061, -8010125673815265042, 6835366411950887858, 6495993619216404674"
values_81,15,"{-3193701255435239453, -99399141527533098, -2735368381852954682, -8693833847187716915, -2758372349474803514, -7243346925481718019, -6745120391904346294, 3319641097578405557, -8229852071959157791, 8403792524878851047, 8853020520694498061, -693901381495382489, 1553023205480313782, -8327131415868609081, 2302543562455515114"
values_5,23,"{-5167774492823964297, -3906599710923507185, 3825828293376309265, -5232436240836426775, 2362594495347852313, 1289684093554182028, -1427635503822107913, -483805017258051050, -93438459919598709, -1491995356678836345, -7976298250094372880, -1797765749945119392, -3659050413560565955, 1397953481454832375, -6177010479191116555, -2692352754084555848, 3713366462459886507, -5705077111380701698, -4636917494389771915, -610601931443800283, -3257001952500574098, -1276253269057520342, -7173764296410628047"
values_40,28,"{-718304954866551639, -3523913203320720329, -4774955509593904492, -1151193871997237925, -4131154908408582683, 4644329177793694025, -4499326213249087407, -2242021357756685572, 2097690914542022825, 3140923603010321548, 8399492181770422416, 4905255423618381651, -4890703540674706871, 5390271284221851051, -1586235331741979722, 2437376034041315411, -5651144124143132592, 5031515749466050471, -3087374238138578465, -1338094482795056100, -7324279525763320867, -2614892760006694851, -4553972793972051234, -4407760953030304222, -6744893269416077804, 7916760070484016002, -3199401174755961650, 4211143929035135369"
values_70,24,"{3510695274980955741, -7386805455265342121, -6344558378587686514, -3661134815169322021, 8623754757725406248, 8296491818194967354, -2876620525632760757, 867262988388885902, -8958620524331189594, -5379047928485329402, -498500566571865942, 2011360875811813893, 7460723046705042476, -3988081890257540122, -2619115090578724919, -6725706958817571908, -1508078430049688687, -2162764905513787760, -4384354838267619695, -3210087552930126680, -5455232280174726631, -6668901740486689173, 5442406527026481494, -3019820142093134201"
values_23,10,"{7443349546296381027, 82095189123690632, 7939711070177617488, 1272803356403427196, 3636224093430277941, -6639440950678739385, -3432607233381181722, 7028287840218212422, -6494883745344015316, 1514457142472577835"
values_72,7,"{-2092096530622424011, 4061159902825085679, -2327095032359772391, -951866232029678916, -922442294836780607, 6641566232258538239, -7266620157327070090"
