inputName,key
11,14
19,9
12,29
38,29
81,14
5,10
40,12
70,12
23,21
72,29
79,9
78,29
87,5
6,4
68,29
69,9
1,14
45,10
33,21
15,10
93,21
24,24
25,10
26,4
48,29
71,14
76,4
7,5
50,12
22,29
4,24
32,29
77,5
91,14
42,29
13,21
41,14
55,10
31,14
66,4
65,10
62,29
21,14
95,10
84,24
58,29
64,24
83,21
94,24
0,12
99,9
96,4
67,5
61,14
43,21
2,29
54,24
30,12
59,9
85,10
74,24
90,12
18,29
52,29
44,24
17,5
36,4
49,9
86,4
37,5
56,4
63,21
35,10
97,5
75,10
57,5
88,29
10,12
53,21
8,29
39,9
47,5
60,12
89,9
51,14
14,24
28,29
16,4
34,24
82,29
46,4
27,5
20,12
9,9
92,29
3,21
98,29
29,9
80,12
73,21
