inputName,n
values_11,255316904
values_19,1499251775
values_12,325905104
values_38,2045372045
values_81,58544708
values_5,708101912
values_40,1628355039
values_70,1020590015
values_23,1963181917
values_72,1516821160
values_79,858475293
values_78,456664283
values_87,1913007994
values_6,1335193964
values_68,1422206004
values_69,1432909038
values_1,1994275099
values_45,1782584082
values_33,41464599
values_15,1128339036
values_93,1091485794
values_24,1902284151
values_25,1156305657
values_26,1268917638
values_48,297405946
values_71,1818331341
values_76,957738209
values_7,1816910410
values_50,89541488
values_22,761414451
values_4,411216292
values_32,967473573
values_77,1517295334
values_91,1990113180
values_42,1865874550
values_13,899171272
values_41,379762096
values_55,143979934
values_31,544010592
values_66,1771081647
values_65,1405831391
values_62,723646039
values_21,698682602
values_95,2093357051
values_84,2030155083
values_58,29751549
values_64,480223569
values_83,1216459182
values_94,742360506
values_0,1713947917
values_99,1039218743
values_96,1594493829
values_67,415634653
values_61,1874804599
values_43,1404810785
values_2,1745920941
values_54,1777486547
values_30,1508345694
values_59,814472189
values_85,78459131
values_74,2073248872
values_90,681430527
values_18,1397211564
values_52,864916188
values_44,890435505
values_17,672989971
values_36,182066264
values_49,1520573301
values_86,317619998
values_37,4355758
values_56,1772607699
values_63,560996313
values_35,880247989
values_97,1563509153
values_75,1987408206
values_57,572354984
values_88,836649323
values_10,2032766549
values_53,1785525748
values_8,1523163487
values_39,1843845306
values_47,418824163
values_60,1526971169
values_89,751533397
values_51,1627480451
values_14,2092223552
values_28,1250140082
values_16,899940897
values_34,1061679549
values_82,1595152300
values_46,1430594170
values_27,2111853241
values_20,1045169975
values_9,2042272777
values_92,391063728
values_3,1556264932
values_98,860245922
values_29,1112561404
values_80,594274848
values_73,498842844
