inputName,nn,size,isign,data[size]
values_11,8,12,1,"{13437, 12374, 9103, 7217, -11335, 21628, 2614, 1382, -6407, 2074, -3823, 26061"
values_19,8,11,1,"{-20379, -5451, -3732, -31580, 23373, -12634, 23522, 8553, -5478, 6522, 12403"
values_12,8,5,1,"{-14562, 27, 20458, 13161, 19023"
values_38,7,18,1,"{4597, 32590, 15038, -18561, 8680, -4272, 19293, -2666, 28232, -21229, -23477, 8324, 29644, 18604, -2560, 6873, 26475, 1392"
values_81,1,12,1,"{-3315, -6802, -12094, -16071, -9102, 8343, 1093, 6456, 17217, -15840, -21758, 10239"
values_5,8,21,1,"{-18087, -2313, -6743, -7592, -951, 493, -20119, -25034, 15261, 23497, -25441, 5344, 17565, -9878, -4453, -2080, -24686, 16787, 7505, 227, 14312"
values_40,4,12,1,"{25104, -18259, -15219, -19765, 1565, 28471, 15962, -30431, -32432, -29994, -47, 17155"
values_70,5,12,1,"{-12301, -32221, -27870, 25168, -20131, -23642, 28263, 15492, -24643, -19955, 21969, -11468"
values_23,5,26,1,"{32207, -27664, 10895, -1380, 2761, -7139, -3037, 830, 17929, 14796, -15979, 28036, 22038, 29364, 22954, -14144, 30076, 29475, -15235, -12244, -23922, -17372, 21816, -5284, -5925, 5394"
values_72,5,5,1,"{273, -19065, 13178, 4305, -6360"
values_79,5,11,1,"{17435, 12700, -25868, 22399, 21177, -1428, -10774, -27325, 26240, 12648, -24465"
values_78,5,18,1,"{-16037, -21668, 29146, 1874, 9091, -16801, -28065, -32440, 17013, -18769, 18551, -7188, 28863, -28138, -7535, 27159, -8464, 16346"
values_87,1,3,1,"{-32729, -10045, 25307"
values_6,8,6,1,"{-23094, 26131, 2315, 20538, -22788, 15078"
values_68,4,18,1,"{-32053, 28096, 30450, -20476, 22312, -2101, -14278, 15585, -14564, 4049, 24587, 30997, 28428, 32468, -574, 18746, -21093, -11174"
values_69,4,11,1,"{24837, -31605, -31229, -12988, -20015, -7900, 30549, 25096, 1527, 14671, -7398"
values_1,8,12,1,"{-12196, -5065, -2622, -29415, -20731, -8267, 14696, -27329, -7562, 24668, -28856, -15761"
values_45,4,21,1,"{15349, 29275, 23730, -17659, -15969, 31809, 6759, 14834, -16926, 32669, -30328, 21857, 15409, 9141, 7001, 31611, 28097, -12413, 2311, 31328, 28197"
values_33,7,26,1,"{7859, 19289, 31563, 6671, 16578, 1704, -14710, 11698, -20189, -5843, 21730, -17486, 12042, 6021, -17087, 7887, 12329, -4093, -6123, -21979, 31514, -13348, -13274, 27625, 28027, -30991"
values_15,8,21,1,"{-5961, 22676, -30430, -26015, 19796, 23613, -25908, -9293, -5171, -6645, -11141, -11562, 3816, -22655, -26974, 12115, -4557, -30606, 19806, 11563, -6618"
values_93,5,26,1,"{909, 13608, -9604, -7153, 32311, -1595, -16882, -6193, -17260, 1473, 6996, -18547, 17537, -268, -24563, -7577, 13031, 15271, 25141, -19412, 10633, -386, 2010, -28920, 9589, 20114"
values_24,5,19,1,"{-18402, -13000, -5113, -1767, 10404, 967, -27057, -18434, -8977, -6261, -7513, 4010, -20856, -32638, -19290, 13014, 30643, 25925, -9532"
values_25,5,21,1,"{26061, 30889, -32294, 9114, -26594, 1791, 28537, 27751, -8788, -6172, -32593, -8453, 24227, -22317, -23404, -22511, 1186, 16232, 20322, 31700, -22431"
values_26,5,6,1,"{16514, 19284, -22992, -28660, 13780, 25710"
values_48,4,18,1,"{14032, -29990, -16387, 518, -17141, -4175, 6093, -15976, 22488, -9190, 18829, 30623, -14271, 9034, 2535, 21404, -26690, -19313"
values_71,5,12,1,"{2190, 7168, -10775, 22750, -18854, 4568, 7939, 12679, -19679, -2017, -25348, 12657"
values_76,5,6,1,"{7488, 29454, -10631, -16984, -7461, 17088"
values_7,8,3,1,"{5434, 30612, 18121"
values_50,2,12,1,"{-1709, 23396, 11296, -29967, 14339, 28413, -8665, -3169, 11745, 23638, -5636, -24577"
values_22,5,5,1,"{4281, -28651, 12090, -5034, 32607"
values_4,8,19,1,"{-15271, -32372, -7854, 13833, -15291, -8963, 25581, -16792, 28046, 20281, -1413, -4576, -30230, 7283, -16443, -21122, 32703, 2272, 13715"
values_32,7,5,1,"{25807, 3828, -553, -14136, -3254"
values_77,5,3,1,"{-31875, 11681, 27675"
values_91,5,12,1,"{32763, -23461, -10353, -18160, 27208, 22433, 27604, 14660, 7875, -8963, -5846, 15655"
values_42,4,5,1,"{-3024, 865, -9755, 4933, 9962"
