inputName,key
11,26
19,29
12,3
38,30
81,26
5,10
40,18
70,18
23,20
72,3
79,29
78,30
87,4
6,5
68,30
69,29
1,26
45,10
33,20
15,10
93,20
24,22
25,10
26,5
48,30
71,26
76,5
7,4
50,18
22,3
4,22
32,3
77,4
91,26
42,3
13,20
41,26
55,10
31,26
66,5
65,10
62,3
21,26
95,10
84,22
58,30
64,22
83,20
94,22
0,18
99,29
96,5
67,4
61,26
43,20
2,3
54,22
30,18
59,29
85,10
74,22
90,18
18,30
52,3
44,22
17,4
36,5
49,29
86,5
37,4
56,5
63,20
35,10
97,4
75,10
57,4
88,30
10,18
53,20
8,30
39,29
47,4
60,18
89,29
51,26
14,22
28,30
16,5
34,22
82,3
46,5
27,4
20,18
9,29
92,3
3,20
98,30
29,29
80,18
73,20
