inputName,n
11,2
19,2
12,2
38,19
81,16
5,26
40,2
70,5
23,6
72,5
79,5
78,5
87,16
6,26
68,11
69,11
1,26
45,2
33,19
15,2
93,14
24,6
25,6
26,6
48,2
71,5
76,5
7,26
50,27
22,6
4,26
32,19
77,5
91,14
42,2
13,2
41,2
55,27
31,19
66,11
65,11
62,11
21,6
95,14
84,16
58,27
64,11
83,16
94,14
0,26
99,14
96,14
67,11
61,11
43,2
2,26
54,27
30,19
59,27
85,16
74,5
90,14
18,2
52,27
44,2
17,2
36,19
49,2
86,16
37,19
56,27
63,11
35,19
97,14
75,5
57,27
88,16
10,2
53,27
8,26
39,19
47,2
60,11
89,16
51,27
14,2
28,6
16,2
34,19
82,16
46,2
27,6
20,6
9,26
92,14
3,26
98,14
29,6
80,16
73,5
