inputName,idum
values_11,-42
values_19,-87
values_12,8
values_38,-7
values_81,-97
values_5,9
values_40,94
values_70,-98
values_23,-108
values_72,120
values_79,-9
values_78,-123
values_87,-104
values_6,116
values_68,116
values_69,-53
values_1,-124
values_45,79
values_33,-109
values_15,75
values_93,-53
values_24,-82
values_25,-49
values_26,-74
values_48,33
values_71,-77
values_76,40
values_7,39
values_50,-45
values_22,38
values_4,-11
values_32,91
values_77,-79
values_91,-41
values_42,-13
values_13,-64
values_41,83
values_55,-124
values_31,123
values_66,67
values_65,-111
values_62,-46
values_21,89
values_95,-73
values_84,3
values_58,97
values_64,-24
values_83,-84
values_94,-62
values_0,4
values_99,24
values_96,-22
values_67,26
values_61,-120
values_43,64
values_2,72
values_54,89
values_30,47
values_59,-99
values_85,-63
values_74,-51
values_90,-17
values_18,76
values_52,-2
values_44,14
values_17,-73
values_36,-87
values_49,-53
values_86,85
values_37,-99
values_56,-110
values_63,-56
values_35,66
values_97,55
values_75,-120
values_57,33
values_88,21
values_10,-35
values_53,103
values_8,13
values_39,-68
values_47,18
values_60,-97
values_89,-67
values_51,-9
values_14,34
values_28,-109
values_16,28
values_34,-115
values_82,46
values_46,-64
values_27,92
values_20,-6
values_9,105
values_92,-54
values_3,41
values_98,-97
values_29,-55
values_80,-39
values_73,116
