inputName,k,size,arr[size]
values_11,72,23,"{-764885804, 781455138, -830084013, -107190162, 1963156275, -557962612, 489940355, -194674138, -1919972317, 1641096658, -1077855383, -617816976, 1339387405, 118883552, 496497611, 967238810, -1686262925, 1490190664, -1166765027, -1582520138, -1600286054, 1194852363, 431764202"
values_19,72,7,"{-428697664, 883610387, -1617314000, 537786452, -342007838, 2113300067, -1582327153"
values_12,72,19,"{-563027246, -533486212, -1819032696, 971769920, 1039036602, -1106052757, 1067981697, -46605412, 82900243, 1214552821, 1349893101, -1339372275, 1889354009, -1183192517, -1891881057, 1785748139, -1073479037, -829487254, 282753966"
values_38,109,7,"{-183175451, -2127301994, 200555465, -2124522210, 1117672361, -1199329013, -649391690"
values_81,29,23,"{-917581074, -369317843, 987480628, -1503732640, -569146623, 626394825, 1308986590, 892499191, 981365127, 55546314, 1933286976, -2049381201, 1591580944, -1041534787, -2137019207, 1871770475, -1696637889, 25471535, -406953006, 108566312, -173637413, -1900757144, -1918151922"
values_5,72,11,"{-1805838941, -92620327, 2122124712, 1005660928, -1422532327, -1876302079, -1447359892, -1027626167, -278149815, -929169382, -1262638385"
values_40,242,10,"{1228754231, -1696610785, 650789417, -1265735392, 402676369, 1784508412, -1995165478, -1221010352, -1465200519, -573290772"
values_70,73,10,"{1646015349, 44465970, 17317795, 1405287928, 1123697766, -1710067736, -951451005, -804627811, -15277990, 1088595384"
values_23,168,13,"{1581563841, -1264988307, 2272214, -52388931, -1217348894, -1232675118, 1225994324, -153125537, 225448116, 1843722395, 1369100260, -6571174, -1975337274"
values_72,73,19,"{1629875026, 965727233, -107791030, -912277648, -1858808797, 1015443967, 1839624032, -1244013969, -797778084, -1923490718, -545053462, 874896330, 2035390807, 616058296, -1188280357, -188245729, -541548777, 189224002, -242846874"
values_79,73,7,"{1849800879, 1600695056, -1193744352, 1196807554, 1132644248, 1806264018, 520508759"
values_78,73,7,"{351093902, 1460846384, 58298310, 1030843238, 1714827364, -839059279, 1439777852"
values_87,29,23,"{-500067189, 1601921449, -1513458808, -535979874, 648019870, 295964995, -289501192, 1608040256, -2042588719, -14347582, -1450451199, 914770925, 1166354416, 471223498, 1411878461, 835802684, 1409458549, 879813532, 1583976128, 1269726643, 284529390, 516931168, -787888198"
values_6,72,27,"{-907093590, 237005839, -576869837, 2001760588, 122050262, 1498392933, 133284785, -1448003652, -1333523547, -230609817, -1620265166, 1131870245, 1802841786, 1431880220, -1134500046, 1465389475, -241550100, 1051533351, 21775119, 991951560, -2138602955, 526211825, 2056137334, 1529692981, 1710291259, 2135888727, 315852018"
values_68,114,7,"{-1864006457, 1958830636, 481404826, -1639274872, -223453113, -416045652, -377034504"
