inputName,text,data,bss
values_11,920,64,3
values_19,920,64,3
values_12,920,64,3
values_38,920,64,3
values_81,920,64,3
values_5,920,64,3
values_40,920,64,3
values_70,920,64,3
values_23,920,64,3
values_72,920,64,3
values_79,920,64,3
values_78,920,64,3
values_87,920,64,3
values_6,920,64,3
values_68,920,64,3
values_69,920,64,3
values_1,920,64,3
values_45,920,64,3
values_33,920,64,3
values_15,920,64,3
values_93,920,64,3
values_24,920,64,3
values_25,920,64,3
values_26,920,64,3
values_48,920,64,3
values_71,920,64,3
values_76,920,64,3
values_7,920,64,3
values_50,920,64,3
values_22,920,64,3
values_4,920,64,3
values_32,920,64,3
values_77,920,64,3
values_91,920,64,3
values_42,920,64,3
values_13,920,64,3
values_41,920,64,3
values_55,920,64,3
values_31,920,64,3
values_66,920,64,3
values_65,920,64,3
values_62,920,64,3
values_21,920,64,3
values_95,920,64,3
values_84,920,64,3
values_58,920,64,3
values_64,920,64,3
values_83,920,64,3
values_94,920,64,3
values_0,920,64,3
values_99,920,64,3
values_96,920,64,3
values_67,920,64,3
values_61,920,64,3
values_43,920,64,3
values_2,920,64,3
values_54,920,64,3
values_30,920,64,3
values_59,920,64,3
values_85,920,64,3
values_74,920,64,3
values_90,920,64,3
values_18,920,64,3
values_52,920,64,3
values_44,920,64,3
values_17,920,64,3
values_36,920,64,3
values_49,920,64,3
values_86,920,64,3
values_37,920,64,3
values_56,920,64,3
values_63,920,64,3
values_35,920,64,3
values_97,920,64,3
values_75,920,64,3
values_57,920,64,3
values_88,920,64,3
values_10,920,64,3
values_53,920,64,3
values_8,920,64,3
values_39,920,64,3
values_47,920,64,3
values_60,920,64,3
values_89,920,64,3
values_51,920,64,3
values_14,920,64,3
values_28,920,64,3
values_16,920,64,3
values_34,920,64,3
values_82,920,64,3
values_46,920,64,3
values_27,920,64,3
values_20,920,64,3
values_9,920,64,3
values_92,920,64,3
values_3,920,64,3
values_98,920,64,3
values_29,920,64,3
values_80,920,64,3
values_73,920,64,3
