inputName,size
11,4
19,29
12,28
38,3
81,15
5,24
40,30
70,24
23,11
72,18
79,23
78,19
87,6
6,22
68,10
69,7
1,14
45,27
33,6
15,16
93,29
24,28
25,25
26,26
48,9
71,10
76,11
7,23
50,30
22,26
4,18
32,25
77,6
91,20
42,10
13,8
41,5
55,12
31,21
66,24
65,22
62,28
21,10
95,6
84,30
58,21
64,24
83,26
94,5
0,15
99,26
96,28
67,6
61,13
43,32
2,8
54,17
30,10
59,3
85,17
74,28
90,9
18,2
52,26
44,2
17,29
36,17
49,30
86,25
37,17
56,16
63,25
35,29
97,4
75,4
57,12
88,17
10,31
53,10
8,8
39,16
47,4
60,5
89,5
51,31
14,3
28,28
16,3
34,7
82,5
46,26
27,12
20,29
9,27
92,13
3,23
98,24
29,27
80,8
73,19
