inputName,size
11,14
19,8
12,17
38,17
81,22
5,30
40,18
70,32
23,10
72,26
79,26
78,25
87,7
6,12
68,3
69,3
1,18
45,13
33,26
15,3
93,25
24,9
25,32
26,22
48,11
71,26
76,4
7,10
50,23
22,5
4,6
32,21
77,19
91,4
42,9
13,25
41,27
55,11
31,21
66,11
65,29
62,26
21,27
95,10
84,19
58,32
64,4
83,9
94,22
0,3
99,8
96,12
67,13
61,20
43,10
2,9
54,20
30,21
59,24
85,5
74,25
90,17
18,14
52,31
44,8
17,11
36,23
49,21
86,23
37,6
56,11
63,2
35,19
97,23
75,25
57,10
88,20
10,11
53,30
8,20
39,9
47,5
60,31
89,15
51,12
14,19
28,21
16,19
34,25
82,12
46,30
27,14
20,30
9,20
92,6
3,8
98,12
29,21
80,20
73,2
