inputName,n
values_11,15
values_19,7
values_12,13
values_38,16
values_81,26
values_5,26
values_40,23
values_70,2
values_23,26
values_72,9
values_79,27
values_78,16
values_87,2
values_6,11
values_68,6
values_69,24
values_1,14
values_45,30
values_33,3
values_15,15
values_93,16
values_24,15
values_25,18
values_26,25
values_48,26
values_71,9
values_76,29
values_7,26
values_50,32
values_22,10
values_4,28
values_32,6
values_77,29
values_91,5
values_42,9
values_13,21
values_41,3
values_55,23
values_31,13
values_66,22
values_65,2
values_62,32
values_21,26
values_95,16
values_84,2
values_58,22
values_64,19
values_83,16
values_94,7
values_0,27
values_99,3
values_96,4
values_67,16
values_61,15
values_43,19
values_2,19
values_54,2
values_30,10
values_59,23
values_85,28
values_74,15
values_90,31
values_18,4
values_52,22
values_44,3
values_17,10
values_36,12
values_49,15
values_86,32
values_37,16
values_56,18
values_63,30
values_35,15
values_97,16
values_75,10
values_57,15
values_88,20
values_10,26
values_53,24
values_8,5
values_39,7
values_47,12
values_60,9
values_89,15
values_51,22
values_14,30
values_28,21
values_16,13
values_34,24
values_82,15
values_46,27
values_27,17
values_20,28
values_9,8
values_92,28
values_3,15
values_98,13
values_29,19
values_80,27
values_73,21
