inputName,n
values_11,11
values_19,6
values_12,27
values_38,22
values_81,21
values_5,32
values_40,13
values_70,14
values_23,12
values_72,9
values_79,30
values_78,24
values_87,19
values_6,26
values_68,21
values_69,26
values_1,5
values_45,10
values_33,21
values_15,27
values_93,21
values_24,3
values_25,20
values_26,8
values_48,12
values_71,25
values_76,22
values_7,28
values_50,8
values_22,17
values_4,12
values_32,25
values_77,5
values_91,3
values_42,18
values_13,32
values_41,32
values_55,29
values_31,22
values_66,7
values_65,4
values_62,12
values_21,5
values_95,12
values_84,28
values_58,7
values_64,30
values_83,19
values_94,25
values_0,18
values_99,13
values_96,28
values_67,4
values_61,10
values_43,20
values_2,22
values_54,23
values_30,2
values_59,18
values_85,29
values_74,11
values_90,27
values_18,23
values_52,31
values_44,16
values_17,24
values_36,26
values_49,15
values_86,19
values_37,29
values_56,8
values_63,22
values_35,9
values_97,9
values_75,27
values_57,9
values_88,32
values_10,18
values_53,27
values_8,25
values_39,28
values_47,9
values_60,23
values_89,16
values_51,8
values_14,13
values_28,29
values_16,32
values_34,17
values_82,23
values_46,14
values_27,8
values_20,24
values_9,10
values_92,14
values_3,19
values_98,27
values_29,13
values_80,8
values_73,24
