inputName,size,a[size]
values_11,18,"{-1652467464.078, -458375857.091, 1494520211.985, -607267061.115, -316617575.135, -1653585670.945, -449989221.36, -1899614822.069, 2029224934.445, 265855600.574, -2118772816.284, 804628286.318, -1652723277.929, -1057953704.95, 1294642767.307, 1087526281.64, 1437698967.881, 818657862.647"
values_19,23,"{386751039.485, 966513342.215, -1220101955.709, 146728431.038, 1009503054.741, -2070443476.598, -1926736007.032, -561448250.288, 75983628.752, 377201202.767, -1939185147.15, 1131459229.002, -1334275436.273, 1852178373.436, -544530395.689, -8130598.196, -18480254.785, 2126756984.298, 574311369.343, 1369136322.774, -356545500.005, 842572668.817, 517153970.807"
values_12,26,"{-1822544152.724, -1688835833.552, -930525373.044, 1480256289.512, -2059424577.895, 371469135.375, 785874580.166, 758516165.484, 1709022688.349, 234499773.372, 1980505804.115, 1195994754.628, -1828967103.024, -1437141628.073, -1289806501.996, 482361888.495, -1041678741.279, 1397323380.904, 357621677.363, -761674354.776, 378138919.665, 92122229.59, -1541918148.317, 1512558749.19, -1939210257.397, 1362568017.958"
values_38,4,"{-236559709.173, 1383321462.443, -1217292999.168, -1717249791.032"
values_81,25,"{-1423661447.888, 1238066582.275, 160824088.026, 1473656996.674, 1133353695.743, -1230711356.782, -697091850.061, -679547343.838, -1108019520.583, 1092252838.733, -629756429.498, 201817865.312, -516797056.399, -1981318568.329, 756770290.562, -1806839760.097, -1645061908.069, -908792983.347, -1313780958.221, -309795821.846, 1490021893.21, -410566194.05, 875287890.255, -2120812118.808, -1060130837.671"
values_5,24,"{1878110055.238, 48687207.266, -1566643727.624, 1258410954.19, 394867591.12, 3784151.287, -1885108582.757, -1643663130.157, -928115697.052, 1505265815.398, 1588062065.686, -1812472096.729, -1984606777.113, 336289406.387, -319113848.716, 411437209.297, 676274585.493, 241247543.267, 596574447.387, 722441555.796, 932870882.869, 1175811327.713, 1225601619.301, -1069582424.647"
values_40,28,"{722924331.233, 1658565018.099, 161670442.604, -929092327.827, -213791722.948, -1678551241.363, 1884147280.374, -1961122590.896, 1364060672.837, -1362022950.062, 151268799.47, 151142686.003, -1186414847.801, 2094306536.473, 743685890.178, -175630848.712, -1344605354.872, 2054949995.11, 715985617.517, 1835951907.694, 1847279416.5, 1111961815.077, -1192526752.986, 28055653.179, -1547620315.069, -1016775150.555, -128214507.353, 2001637169.955"
values_70,30,"{-279665250.882, 509934353.169, -659820588.872, -1851234705.857, 1561253858.133, 603776202.499, 91577023.984, -1648333539.847, -1745606028.552, 730576847.356, -24000725.193, 522478091.359, 765927383.656, -2059182193.402, 1146079069.012, -822189031.18, -302861369.873, 1835236990.209, -1073114848.3, -27273235.32, -1857667131.124, 2131832913.317, -345328003.634, 1708479930.186, -1724094865.001, -1456883882.962, -782531894.369, -1510776771.039, -894895908.244, -1069973588.853"
values_23,6,"{-1749328156.678, 969674375.947, -1624161692.246, -1590108544.98, -698995646.834, -1824544299.222"
values_72,6,"{-784574928.223, 817568365.804, -475510111.824, 1337515520.46, 975024142.932, -519581693.272"
values_79,24,"{687007655.609, -1443344504.392, 1818981741.809, -423466843.808, -448316077.876, 1665549695.426, -1997550847.45, 1861434325.427, -847876037.616, 661120955.061, 358659607.236, -1706419762.692, -1733228827.087, 809165839.757, -1639997028.849, 1827749508.948, -1142868515.246, 2137446315.003, 1430660846.421, -198009488.554, -719394253.346, -1451745997.776, 1147132741.957, -1920736396.087"
values_78,14,"{-2112192458.572, 1872779119.646, 1053916250.106, -727892744.372, 1460926408.207, 17589509.361, -121423416.925, 675502300.988, 266842586.361, -1275886652.798, 893374155.654, -969081679.056, -1978786938.981, 983478692.432"
values_87,6,"{2114514359.353, -1914322326.143, -589069593.4, -2084177130.787, 1995549397.944, 1717376470.876"
values_6,26,"{1044451035.094, 628311436.889, 1607172368.758, 1464488993.07, 1502831472.375, -1671058736.977, -1316869493.186, -899466540.264, 104028524.686, -508298578.032, -1913752477.652, 1383586531.358, -1233614028.426, -121115334.017, 1140347312.347, -253286964.79, -1314706668.955, -568422330.792, 793617650.098, -392255503.939, -1834603862.475, -1105835492.701, -1512666725.588, 72990647.267, 1437169110.885, -1932881314.583"
