inputName,size,a[size]
values_11,24,"{-2901944142280116925, -5569643996392198263, 88468176096728008, 6021801355971347730, 8767558920982516231, -1074392686838548416, -2964863140598449425, -7345596507088146787, 666389707680549455, -3916921448974574340, 7010943945011917389, -4916320326652881832, 6148377362002600940, 4016262362855314776, 8279742447136175191, -8661300474910331818, -3752927519438193399, -790426251909576816, 4865587576662976716, -3561629250446882323, 3991877436179263898, -2952591578272425670, -3215490162832266404, -8192164184890600474"
values_19,31,"{4648674336948009434, 7774213114512821735, 3690337110234546434, 1789413476743291460, 7895186502698695482, -3309844050436111941, -5522228263021612417, 28976126537340599, -856871028236561370, -581369422756754534, 2000585375274398831, -185562826715667171, -8118756571863623607, 3070115852881040515, -2076514921875066334, 5952052714082698937, -3952289258610344601, -4314562621481134806, -6486873622063335643, -8845650309567461759, 7592128763455739081, -6891502875086794057, -4192977161863870590, -3897871370090073475, -4012985166894789229, -4386195480077646821, -4143276655853125006, 1441965920958172192, -434461437824184293, 8331099152358168197, -9167447904447848674"
values_12,17,"{6786751474933038856, -5645566208906661269, 2106717248277502896, -6406638725260073303, 7690347543929104713, -4401096826747076690, -5244779127034381124, 4206064180092850159, 9132922401431515790, 4282111716136578620, -4778668437115773420, 4557065612432980084, 1086455387306914308, -5889384193481882499, -3322195427844401615, 4967804556881954032, -4252482318042774096"
values_38,3,"{-5312684116970128605, 8382414119565930689, 5121733877223258488"
values_81,28,"{-6473481390789892400, -5590117664376068280, 4779343398088570330, -578170487279019876, -1019845466076676484, 2598286224164866893, -187850496559930381, 5103447212590249798, 1615086014659950563, 8662790259579081356, 9112247517231094809, 1509882361912262685, 2794646954988713148, 1105643021894048109, -2319323353348663197, 756245543110320005, 4952246366933232596, -718117723977411271, 5907584019953598167, 4400443651955046917, -8963979783443609672, -7041080943329047934, -4228526331506255884, 3700792930549376021, 5786325755532459221, 5691608476738781947, 3293707699468722895, -282476016497425121"
values_5,14,"{-8087631043097316750, 7268971867171498414, 3903841512502361987, -8194308071818218767, -92394080296932313, -6843392678169288025, 2091839693414710942, 5349462989928291972, -148673669549803773, -2596075464961647865, -5606107098903959485, 7785387441190814911, 2903011117366790416, -1610617965961386749"
values_40,29,"{6049788430652343209, 5816159158652053552, 6941402493279136073, 6418106518722371065, -3755833800324763805, -3785280119388650888, 2739986382167233689, -7667701996445767005, 8144467874804258757, 6046810492841506298, 7217259455823525998, 5277892252726731297, -1527401309068036375, 5572342952017746201, 6479322158375354243, -1846877828494340707, -2265855896202494392, 5212657142734944224, -8327659477964346565, 7106925142348314457, -6997615406643852823, 5148910583265345862, -4735298136959431173, 1143139529943962871, 2180853704578037230, 720666732177448150, 7994788161659651147, 8173033646444159036, -4646710127594837503"
values_70,25,"{8081259954659523037, -834304357140320679, 3216456361650963621, 3275755759930305224, 127952290929354132, 5059674392404442969, -8028359695915630283, 2602042868698784154, -8831428053626559462, 8403044629895173641, 8646446907052043475, 416320420902856381, 7615139908562497223, -44191434492610882, 8259110655251959517, -4716895643368384748, -4049390598241130668, -897346465994889900, 3476250776865646332, -5611737500632790048, -5411315204390710235, 8694477915453960109, 3430414417619418178, -454787778147981704, -8006315324809590517"
values_23,3,"{6651992576161905042, 4968297932039542786, 8093981536391774007"
values_72,16,"{-5367529261470362157, -661097268457697295, 306600530754495777, 3851750503411953391, 5316170407959869187, -5591099332076387659, -4295411944330436243, -134032757342221606, -2592713742323168686, -5275098130525861578, -3655655287755942695, 528659659616347754, 5029512385816276552, 1675994467506494414, -8649566169640407476, 3639680505383471855"
