inputName,size,a[size]
values_11,23,"{3078164925000768169, -8435399875807688832, 8393766202945610848, 6812164265441701825, 8756617836709746182, 7313672114989655107, -4076178564170304574, -4002493965995966700, -3655789548877903146, -8868518993425944288, 4365578460906908059, 1463627868026866758, -4948354964154288490, 8085957547059127651, -8298972775870003616, -3079027398932581322, 2307399511697995611, -2256619619656936898, -4313213920339067779, 3609758125493573010, 3358942907665014238, 3544884357172841762, -5919814354664244962"
values_19,22,"{7313673982610286088, 118186607235214740, 4581273705756678099, -8307752310015811755, 5657836988676828714, 763833993484473966, -1052843273436853107, -1779631510197145744, -2879557211098568893, -2080117865487508005, -1748611561215659842, 7174685854672935959, 2385942155628568799, 3972627379607565681, -9190577116234720943, -3574863419123654215, -4586863568448850123, -8995374429006999702, 8023746932900622323, -8836306497514561463, 9123218161731790707, -1280155252724021567"
values_12,30,"{92910347602516609, -6141668388455288289, 6868092503696862557, 1319758277813334551, 3899275561300977032, 3356906406308074614, 4852082847303475281, -2874806738810719506, -574269226523239609, -4728141810510693803, -5871963724127091755, 6429804022884041668, -4354765036979402706, -2510836613149969198, -3316975769660492584, -2612298575668173381, 4703365604019792535, 3076664541057552771, 1230824952756718154, -5115696442719965174, 4660555095270031779, 7974844150565479938, -7767559527739708907, -2486961409252373368, 372438163950622342, -4942291589007775575, 2956818659237183065, -6862275121452546562, -8980748794040518886, -8417603659826189404"
values_38,21,"{-7403397457887683889, -5051584504044957896, -7739241881159644966, 4217555707547344878, -2632817970188300824, 3574870553119317564, -7097460342298019525, -7314280363291258637, -7922349728570721562, -2285397788381067449, -993494544869297344, 5854771712357521680, 4654993619122586033, -5577834010383337447, 213264810857391930, -4811053131262746094, 4193266584580327126, -288111736149302304, -3747656542839926067, -5471420153809141942, -5487040693744833093"
values_81,7,"{8000850464457816440, 2045698560085756642, 3553504257589282245, 462398401878311638, -4425511911691443826, 7812308816826658324, 9129103981728562211"
values_5,31,"{947667971066610094, -8351411435551495611, 7114590569597294141, -3256768844383069683, 5085347038011050163, -2412775586196764497, -4253245640557390419, 4405459048375968724, -8397990521512460315, 4821380103438447219, -2058743798573546001, 1586265493730591596, -5499999498786774593, -2137434342623912863, -6067643183687426468, 422944363660471132, 1113887653925263650, 7558324891568193962, -5694915472553592731, -9091521435692340775, 7735061116075659421, -7399231820832120790, -6599978490606479773, 920766250295485555, -230182446830262294, -5027036370259598383, -4410743444250672890, -1204504933923365398, -2650245331832256299, -2753498038768476002, -4586150772043409755"
values_40,32,"{3242645751717046170, 2737024220320001382, 4602381534856769920, -1483986583671778126, 4557283568088388903, -3798975997232902740, 3781815596217076691, 1772707348644089812, -2393467624758583765, -4597348083523374198, -1205415456256481459, 65548772325749296, 3585591903144572406, -7970732223072205711, -2087079521512399481, -7784295466382134710, 1855086404559714295, 6444354957580219645, 2790171102421510238, -6553750993090505941, -7583263757094332116, -3046309895340102948, -5600065114985151936, -4608024531757003354, 758615178092253014, -6950560104928957105, -5887463272577242741, -8775406622533959156, -4075998876697772592, 5390636204323777432, -6818149551132617933, 1031273274475061325"
values_70,9,"{-6285799433705476241, -1751689017803988370, -2758576196909872259, -4545370746225131723, 4651963547543745505, -5274706711021805304, 4256669944908313063, 5298538170233348298, -3745703925069191050"
values_23,15,"{533781065652201484, 5945384270424356393, -7763109143989082719, 4349317056227507085, -251347174961595949, 3779306522111467572, 15233893647438067, -4361071939926087923, 6816547195288117864, -2052464155241048165, 2934061967787292587, 5030504274061016595, -2566159614182143109, -8515366658446559170, 5060028958484589417"
values_72,26,"{-1636687790975262195, 4478806013686163421, 8046947691309309488, 4583241758132336743, 7947975237484178617, -2610024348028382099, 6081084603766432982, -5919337213305498980, 6398303923527372639, 43306987977718817, -5467254337293783812, 649479770526303893, -5511736774651735988, 756118606199115288, -990007273089927000, 1460496568266723676, -1952791530002694522, 5472137174912278092, 4975043148417506085, -6619071166972570389, -1451866012376756862, -3552975164521676967, 7697100409415189989, -8766160502633926519, 9177798531758496075, -7072137810521669865"
