inputName,n
11,1363487904
19,2069018028
12,713516848
38,1397941474
81,668953590
5,1642264398
40,1503203277
70,713291907
23,573551586
72,1879696767
79,1970112356
78,93767947
87,1674471807
6,867283326
68,528620861
69,82076844
1,366697468
45,981022283
33,1390410972
15,606890757
93,795198441
24,1796019740
25,724647765
26,800953560
48,1865117697
71,186291198
76,170323587
7,1183236164
50,801406206
22,1307611467
4,1459821372
32,1854573185
77,777160481
91,1278187744
42,208254948
13,2069286045
41,915753672
55,1120523102
31,441865203
66,1417649015
65,1287340293
62,1968709368
21,1221887622
95,768677203
84,1860226853
58,1982566204
64,453515670
83,1861353949
94,1486485672
0,1949920743
99,78758568
96,1449479945
67,505104770
61,1549320703
43,1070362966
2,1109475814
54,1980095569
30,1118809692
59,2016275999
85,29899696
74,1622283924
90,1484621833
18,1667664185
52,1685513896
44,1546556465
17,457579318
36,1060761347
49,652109428
86,2076062836
37,684093668
56,1663330590
63,452227270
35,189048535
97,1700502069
75,346292058
57,530433985
88,389669306
10,618858782
53,1989967354
8,1470824517
39,163750222
47,1237059855
60,982818654
89,465465588
51,1904024932
14,1325131349
28,496681168
16,1271163654
34,1498293735
82,1900986297
46,1622584258
27,19855867
20,231385854
9,1570224796
92,1469338053
3,1601555729
98,107884568
29,753528587
80,1263335520
73,1456605158
