inputName,n
11,14
19,10
12,14
38,6
81,7
5,18
40,12
70,30
23,11
72,14
79,14
78,26
87,12
6,2
68,8
69,25
1,24
45,16
33,2
15,22
93,16
24,23
25,16
26,14
48,22
71,16
76,26
7,12
50,23
22,28
4,10
32,15
77,25
91,17
42,31
13,17
41,22
55,6
31,16
66,28
65,17
62,10
21,19
95,21
84,9
58,14
64,25
83,22
94,21
0,5
99,13
96,22
67,3
61,24
43,16
2,21
54,26
30,14
59,28
85,6
74,5
90,8
18,21
52,9
44,8
17,32
36,14
49,10
86,14
37,14
56,21
63,21
35,19
97,9
75,22
57,14
88,19
10,12
53,32
8,16
39,2
47,28
60,20
89,3
51,5
14,3
28,5
16,17
34,7
82,15
46,10
27,16
20,32
9,28
92,27
3,12
98,19
29,17
80,3
73,10
