inputName,val
values_11,5
values_19,36
values_12,39
values_38,47
values_81,122
values_5,115
values_40,100
values_70,97
values_23,21
values_72,55
values_79,105
values_78,16
values_87,14
values_6,16
values_68,64
values_69,17
values_1,39
values_45,41
values_33,37
values_15,69
values_93,74
values_24,49
values_25,80
values_26,123
values_48,27
values_71,11
values_76,75
values_7,88
values_50,70
values_22,25
values_4,121
values_32,122
values_77,12
values_91,89
values_42,89
values_13,124
values_41,85
values_55,33
values_31,70
values_66,105
values_65,8
values_62,65
values_21,107
values_95,68
values_84,36
values_58,68
values_64,23
values_83,107
values_94,103
values_0,125
values_99,35
values_96,7
values_67,42
values_61,20
values_43,36
values_2,40
values_54,123
values_30,9
values_59,87
values_85,62
values_74,68
values_90,71
values_18,9
values_52,30
values_44,49
values_17,117
values_36,25
values_49,15
values_86,34
values_37,43
values_56,52
values_63,117
values_35,98
values_97,54
values_75,2
values_57,67
values_88,11
values_10,23
values_53,85
values_8,69
values_39,28
values_47,32
values_60,4
values_89,8
values_51,118
values_14,37
values_28,122
values_16,63
values_34,92
values_82,39
values_46,41
values_27,79
values_20,64
values_9,36
values_92,119
values_3,96
values_98,16
values_29,29
values_80,72
values_73,126
