inputName,idum
values_11,41
values_19,103
values_12,-15
values_38,-9
values_81,2
values_5,-118
values_40,7
values_70,-84
values_23,63
values_72,60
values_79,-37
values_78,-33
values_87,45
values_6,87
values_68,52
values_69,-11
values_1,112
values_45,-45
values_33,-68
values_15,-98
values_93,-38
values_24,-10
values_25,61
values_26,86
values_48,68
values_71,26
values_76,-95
values_7,-68
values_50,36
values_22,-91
values_4,-99
values_32,-99
values_77,-101
values_91,-120
values_42,-11
values_13,114
values_41,9
values_55,-120
values_31,124
values_66,-110
values_65,84
values_62,49
values_21,-5
values_95,-108
values_84,109
values_58,126
values_64,-14
values_83,-48
values_94,-22
values_0,43
values_99,74
values_96,-43
values_67,46
values_61,6
values_43,-54
values_2,-120
values_54,40
values_30,-91
values_59,-48
values_85,104
values_74,61
values_90,71
values_18,115
values_52,15
values_44,88
values_17,-26
values_36,-64
values_49,-81
values_86,114
values_37,-32
values_56,14
values_63,90
values_35,-101
values_97,119
values_75,-119
values_57,33
values_88,105
values_10,114
values_53,96
values_8,-21
values_39,19
values_47,-112
values_60,67
values_89,-17
values_51,13
values_14,-69
values_28,-49
values_16,70
values_34,-41
values_82,-3
values_46,9
values_27,48
values_20,42
values_9,-100
values_92,102
values_3,47
values_98,-53
values_29,-87
values_80,81
values_73,-67
