inputName,val
11,2008329069
19,965913340
12,1023740991
38,347412990
81,829063659
5,829037153
40,188373905
70,683978981
23,1402948212
72,1875521820
79,108970747
78,342191677
87,1301576542
6,506628183
68,2100552281
69,1212766647
1,341906604
45,251836819
33,486790074
15,846343143
93,463929572
24,761680441
25,1742933186
26,1237574900
48,1290335036
71,183176191
76,1168386672
7,1032564346
50,2052446614
22,1661508583
4,563356717
32,1776220557
77,1373650752
91,819615889
42,540920136
13,75569746
41,93132596
55,918071579
31,325116536
66,358386553
65,1606828731
62,1421790107
21,887462845
95,1613954475
84,2009733666
58,611129606
64,34924584
83,114244757
94,1991096938
0,13432544
99,1186400263
96,1168844316
67,237027257
61,2026222840
43,1325515221
2,43095500
54,1236572692
30,1440433580
59,766773596
85,1728336485
74,1726468100
90,1058425879
18,1889654102
52,938961189
44,923887018
17,603418492
36,1357230501
49,435796236
86,770860623
37,886378200
56,1182972158
63,1749437765
35,731454697
97,1178085700
75,1719417856
57,822264715
88,210578043
10,188387997
53,1831211880
8,692801554
39,1803928319
47,1258601086
60,1096091311
89,116679907
51,1693953364
14,1912802950
28,1665205877
16,2033373186
34,1256884391
82,1049873899
46,404678523
27,56337760
20,243825247
9,1950557191
92,221658856
3,243431068
98,511733124
29,2140993297
80,1358525721
73,411262540
