inputName,key
11,2
19,13
12,28
38,20
81,2
5,30
40,29
70,29
23,2
72,28
79,13
78,20
87,13
6,14
68,20
69,13
1,2
45,30
33,2
15,30
93,2
24,14
25,30
26,14
48,20
71,2
76,14
7,13
50,29
22,28
4,14
32,28
77,13
91,2
42,28
13,2
41,2
55,30
31,2
66,14
65,30
62,28
21,2
95,30
84,14
58,20
64,14
83,2
94,14
0,29
99,13
96,14
67,13
61,2
43,2
2,28
54,14
30,29
59,13
85,30
74,14
90,29
18,20
52,28
44,14
17,13
36,14
49,13
86,14
37,13
56,14
63,2
35,30
97,13
75,30
57,13
88,20
10,29
53,2
8,20
39,13
47,13
60,29
89,13
51,2
14,14
28,20
16,14
34,14
82,28
46,14
27,13
20,29
9,13
92,28
3,2
98,20
29,13
80,29
73,2
