inputName,n
11,18
19,10
12,23
38,16
81,3
5,25
40,25
70,5
23,24
72,13
79,20
78,20
87,14
6,12
68,26
69,30
1,23
45,4
33,19
15,25
93,10
24,11
25,26
26,23
48,10
71,20
76,32
7,21
50,12
22,7
4,24
32,27
77,12
91,17
42,30
13,22
41,9
55,2
31,8
66,31
65,25
62,23
21,25
95,28
84,2
58,20
64,17
83,2
94,16
0,22
99,15
96,32
67,5
61,29
43,30
2,11
54,7
30,18
59,28
85,27
74,4
90,23
18,11
52,3
44,32
17,11
36,29
49,13
86,32
37,11
56,6
63,18
35,29
97,11
75,32
57,4
88,5
10,24
53,22
8,21
39,23
47,18
60,11
89,5
51,9
14,12
28,11
16,26
34,9
82,8
46,31
27,9
20,22
9,24
92,16
3,7
98,12
29,29
80,12
73,3
