inputName,val
values_11,1550883045
values_19,1120321862
values_12,2007616775
values_38,482439432
values_81,462941129
values_5,1241652582
values_40,1807607882
values_70,479530480
values_23,1128801037
values_72,674370816
values_79,961158751
values_78,1928913731
values_87,1997251125
values_6,1150464211
values_68,492640938
values_69,771133687
values_1,2122694469
values_45,223919285
values_33,1253404918
values_15,732335248
values_93,192575516
values_24,522032186
values_25,255488814
values_26,1860246365
values_48,686692746
values_71,1509194761
values_76,1021075811
values_7,2043560819
values_50,807713972
values_22,1953528723
values_4,2047810119
values_32,533051223
values_77,2090626191
values_91,1020294787
values_42,392952193
values_13,1753624316
values_41,512358724
values_55,1967769197
values_31,470144212
values_66,466995289
values_65,1463525796
values_62,989926269
values_21,821056064
values_95,347278777
values_84,429193761
values_58,960484299
values_64,1353332227
values_83,977533961
values_94,637488393
values_0,1868895977
values_99,881583797
values_96,1943487864
values_67,1613229585
values_61,2015690288
values_43,202857650
values_2,350791164
values_54,220596882
values_30,352889859
values_59,723471035
values_85,2121761839
values_74,781310911
values_90,1352501465
values_18,580313920
values_52,914959099
values_44,828627221
values_17,107619545
values_36,2053080008
values_49,2030859707
values_86,885739593
values_37,1425506278
values_56,411058351
values_63,1821837942
values_35,1694863119
values_97,952118808
values_75,681866772
values_57,1716927408
values_88,1467544039
values_10,1371848816
values_53,1741871514
values_8,1145324183
values_39,1673455811
values_47,1369731110
values_60,489164598
values_89,1145232002
values_51,174883464
values_14,2014021126
values_28,405188384
values_16,107449105
values_34,1283434176
values_82,192983425
values_46,412265536
values_27,499119325
values_20,76640512
values_9,1405436374
values_92,915800049
values_3,1898532422
values_98,384091277
values_29,1861587726
values_80,486557157
values_73,1690109918
