inputName,n,key,arr[n]
values_11,11,24,"{-10895, 31838, 12024, -14147, -32352, -29532, 8313, 5118, 11221, 4258, -18477"
values_19,11,16,"{-29241, -32490, 9506, -10900, 30287, -10848, 4905, -9323, 32592, 22934, -23907"
values_12,11,9,"{-26579, 20410, -25516, -13507, -18854, 19061, -32062, 11275, -17789, -21017, 8150"
values_38,21,10,"{-11665, 3598, -8779, -5292, -14843, -32084, 9920, 1994, -20826, -21981, -74, 4255, -22393, 3002, 28747, 18406, -11582, 23102, 22931, 24053, 12042"
values_81,9,24,"{-17232, 362, 30603, 27563, 7863, -9768, -31605, -15856, -25124"
values_5,8,28,"{11126, -15136, -630, -4419, 7467, 27246, -8775, -23595"
values_40,10,16,"{28615, 14611, 26738, 6483, -19317, 22386, -28792, 20908, 4516, -28196"
values_70,22,16,"{448, 18033, -16781, -17044, -21718, -26978, -18829, 4420, -10991, -24025, 23251, -29448, -29985, 12987, 702, 6912, 22851, 22606, 30835, 22096, -7968, -7114"
values_23,23,8,"{-29656, -12812, -17240, 10353, 17021, -3532, -12382, -4594, -23726, 25530, -27, 9295, -32766, 9597, 16016, 1087, 7311, -12563, 2259, -16111, -5500, -9093, -4898"
values_72,22,9,"{-30312, -20000, -23302, -7300, 16339, -14556, 19078, -24467, -31110, -28897, -10245, -85, 8693, -8003, 30729, 26749, -11507, 15546, 31179, -10029, 2882, -20214"
values_79,22,16,"{-4403, 25385, 32013, -1100, 30144, 3977, 18929, -23806, -15511, 11000, 27021, -6659, 32430, 31906, 22357, -31441, -31231, 32250, -4957, -16329, -24756, -6892"
values_78,22,10,"{-12374, 8053, 2831, 5755, 30757, -21181, 25865, 5192, 4855, 31235, 3696, -18771, -20054, -18336, -29322, -12858, -4357, -30284, -29694, 3380, -23037, 22316"
values_87,9,19,"{28572, 2097, 18190, -20522, 24070, -3339, -26639, 3611, -20187"
values_6,8,16,"{24229, -6524, 22301, -15806, -29941, -17059, -28061, 29283"
values_68,22,10,"{8034, 30529, 19957, -7372, -2960, -19381, 885, -24266, 4904, -5736, -30838, 21599, 23766, 31737, -14102, -292, 14491, 7007, 24925, -31965, 8977, 11526"
values_69,22,16,"{-30190, -13015, -11772, 26851, 16510, 2258, -20365, -11259, 10143, -18130, -6951, 13594, -5545, -6032, 31335, -24598, 25760, 31717, 29096, 21064, -10095, -10641"
values_1,8,24,"{24498, 18930, 16710, 15585, -24850, 16868, -9559, 13772"
values_45,10,28,"{21545, 13671, 3776, 28591, 18874, -17903, -15594, -10870, 16979, -8117"
values_33,21,8,"{-13303, -8727, -3290, 13124, 18908, -3276, -17683, -14893, -15171, -3463, -9611, -28281, -7193, 20672, -31640, -8509, -24760, -29733, 20699, -16277, -21401"
values_15,11,28,"{19172, 17881, 15090, 17716, 11701, 9426, 12979, 3820, 6443, -26476, -25450"
values_93,26,8,"{12063, 5709, 24806, -8210, -16871, -9750, -27801, -1887, 19524, 29245, -26003, -11396, -15830, -25467, 16295, 14524, 14835, -13240, -25643, 2681, 7730, -956, -16847, -25613, -2888, 1790"
values_24,23,8,"{-9890, -24827, -13586, -20409, -6696, -2498, 27969, 26778, -29047, -28360, -10399, -29079, 7860, -9891, 16852, -5019, 31419, -29024, 29348, -27793, -21321, -30900, 957"
values_25,23,28,"{7334, 22528, -29405, 19956, -16827, -29540, 19272, -8092, 19863, -2175, 32414, 9065, -10846, -32265, -14903, -13141, 18331, -2258, 6559, 22386, -12726, 8938, -1080"
values_26,23,16,"{14683, 8853, -29219, 6147, -25169, 19419, 16052, 24557, -17715, 4776, -27919, -10456, -6385, 12925, 31259, 17135, 30294, 12299, 27543, -22933, 299, -18487, 14732"
values_48,10,10,"{3711, 17436, 32209, -3519, 12817, -18181, 10215, 18622, 18285, -14618"
values_71,22,24,"{11387, -21898, 14477, 29870, -16601, -12091, 25967, -32086, -21984, -16852, 4773, 27629, 19090, -12761, -1330, -7756, 8720, -8416, 8390, -6276, 8527, -3685"
values_76,22,16,"{-21670, 6659, 25931, -24944, -30678, -19931, -19901, 15232, 30536, -28450, -30003, -28778, -10397, 20245, -4987, -11164, -13038, -30370, -1859, -32182, -8653, 16814"
values_7,8,19,"{2591, 30862, 25867, 8841, 28657, -6389, 20803, 14090"
values_50,9,16,"{28052, -16921, -23658, 14680, 17088, -16049, -7269, -24264, 17725"
values_22,23,9,"{9903, -29617, -11677, -30740, -23473, 24057, 8478, -29929, 26490, 29672, -1498, -26637, -10762, -28763, 15459, 2962, -23695, 17644, -10848, 30567, -891, 7588, 8034"
values_4,8,8,"{12483, -15928, -19460, 24625, -24763, 5163, -22070, -7091"
values_32,21,9,"{344, 2692, -441, -6458, -17774, -17036, 27561, 21921, -14735, -14730, -31106, 2328, 14817, 15671, 23864, 14107, 23092, 18969, -8364, 8296, -19868"
values_77,22,19,"{6595, -24448, 10182, -12109, 3580, -9587, -14787, 13723, -15819, -16038, -5331, -25881, 12397, 543, 10740, -31713, 20201, 21632, -29114, -1289, 4034, 5426"
