inputName,idum
values_11,1868048714
values_19,-1235611912
values_12,2032249562
values_38,-1801854613
values_81,-1290087248
values_5,1201555758
values_40,719919466
values_70,-249252221
values_23,349599891
values_72,1471499587
values_79,1916063332
values_78,942878102
values_87,1341683693
values_6,-1511261564
values_68,33679368
values_69,-415014799
values_1,432411771
values_45,1584332035
values_33,334102822
values_15,1398888652
values_93,-1254177114
values_24,1182156114
values_25,-565231122
values_26,225207851
values_48,-1217351821
values_71,-502167638
values_76,-168714367
values_7,1377795411
values_50,-1584118854
values_22,1918892108
values_4,-1092537483
values_32,-1877497190
values_77,350392055
values_91,-302563811
values_42,-1281292965
values_13,594378109
values_41,-1776892313
values_55,-983624520
values_31,1520395783
values_66,1338445693
values_65,1801943466
values_62,802787274
values_21,-685139675
values_95,30883402
values_84,359295310
values_58,357044537
values_64,1292487713
values_83,1243009144
values_94,-250212969
values_0,1234365618
values_99,1583067521
values_96,1330636263
values_67,2086645807
values_61,-601491859
values_43,-1249287657
values_2,1298140264
values_54,1028548330
values_30,900131030
values_59,1286594061
values_85,-182328919
values_74,-142516391
values_90,-1276711651
values_18,-973167821
values_52,-545032451
values_44,-177500006
values_17,1379831157
values_36,1448328702
values_49,1519479210
values_86,1551131951
values_37,372119579
values_56,1142632972
values_63,-1347137997
values_35,-1158543174
values_97,-632997421
values_75,99889088
values_57,760766628
values_88,-480831789
values_10,-337639280
values_53,2136014652
values_8,1417384789
values_39,1544402672
values_47,1965615557
values_60,2054909122
values_89,1263182584
values_51,1687982707
values_14,-736121968
values_28,-212855557
values_16,-93942016
values_34,1071127836
values_82,-1296369848
values_46,-2136101232
values_27,511830184
values_20,341135400
values_9,945537325
values_92,38811194
values_3,-1236134801
values_98,1844754107
values_29,414102190
values_80,1140170358
values_73,-391950677
