inputName,val
values_11,15464
values_19,25316
values_12,21353
values_38,9904
values_81,1444
values_5,24226
values_40,15671
values_70,8661
values_23,7367
values_72,1268
values_79,6262
values_78,8269
values_87,4120
values_6,23652
values_68,13670
values_69,19311
values_1,23820
values_45,24505
values_33,11131
values_15,28262
values_93,20901
values_24,21802
values_25,27195
values_26,7887
values_48,3190
values_71,12756
values_76,27612
values_7,7868
values_50,30104
values_22,28701
values_4,6026
values_32,7096
values_77,19227
values_91,30254
values_42,16005
values_13,3707
values_41,27544
values_55,5403
values_31,18266
values_66,2574
values_65,18206
values_62,31291
values_21,19072
values_95,31741
values_84,15359
values_58,29034
values_64,11133
values_83,12582
values_94,13353
values_0,3504
values_99,15903
values_96,22775
values_67,31971
values_61,12929
values_43,4223
values_2,10942
values_54,3837
values_30,19
values_59,7592
values_85,28184
values_74,10819
values_90,4444
values_18,27251
values_52,10494
values_44,18198
values_17,31777
values_36,28433
values_49,20920
values_86,1862
values_37,32718
values_56,7972
values_63,23227
values_35,18959
values_97,22721
values_75,30259
values_57,1065
values_88,28028
values_10,24864
values_53,18548
values_8,2849
values_39,23472
values_47,25026
values_60,13991
values_89,29954
values_51,21226
values_14,11095
values_28,22922
values_16,17554
values_34,10643
values_82,11886
values_46,6836
values_27,6360
values_20,2777
values_9,2124
values_92,29097
values_3,27688
values_98,21134
values_29,21661
values_80,13389
values_73,30322
