inputName,n
values_11,661434145
values_19,1377699366
values_12,931268770
values_38,281594691
values_81,1264407517
values_5,2068632364
values_40,1860579315
values_70,925463375
values_23,1711963343
values_72,1559769260
values_79,1642969201
values_78,1064884949
values_87,1343576169
values_6,2078510250
values_68,1868903086
values_69,1818283449
values_1,1208518277
values_45,1246698598
values_33,1177304828
values_15,925354457
values_93,403597458
values_24,402980446
values_25,1995494538
values_26,1531029446
values_48,282268385
values_71,1501188998
values_76,1703214113
values_7,1691781085
values_50,100887011
values_22,2048627434
values_4,2063101050
values_32,427302660
values_77,2099313944
values_91,769814059
values_42,283767201
values_13,241811
values_41,1725548317
values_55,100172353
values_31,2139155242
values_66,490377105
values_65,1555215185
values_62,354341567
values_21,471652500
values_95,525461500
values_84,1985770306
values_58,410497316
values_64,265367626
values_83,2095513449
values_94,1873478380
values_0,1023963513
values_99,1537094925
values_96,227989145
values_67,623636928
values_61,603968024
values_43,1019079802
values_2,1929195877
values_54,1380767570
values_30,393195073
values_59,328393278
values_85,2074984186
values_74,593881382
values_90,405757598
values_18,1563724839
values_52,1523581759
values_44,1327948539
values_17,1286720598
values_36,817803881
values_49,1788006840
values_86,264997323
values_37,1804935505
values_56,1673390416
values_63,1507244423
values_35,1075881381
values_97,594037039
values_75,182586145
values_57,1752988992
values_88,1026774560
values_10,981398562
values_53,208700552
values_8,250702933
values_39,894497590
values_47,1563056221
values_60,1169187884
values_89,259078344
values_51,880047647
values_14,1464291819
values_28,2127751632
values_16,855338823
values_34,1640071396
values_82,64322065
values_46,705139330
values_27,215615043
values_20,335386123
values_9,1962316059
values_92,1881620240
values_3,949739691
values_98,793153184
values_29,1018444455
values_80,1496559794
values_73,1393339349
