inputName,size,a[size][size]
values_11,11,"[[13833, -638, 29759, -7753, -15265, -7009, 23775, -4087, -31907, -18341, 23461],[7581, -13031, -1841, 31942, 3105, -25233, -20125, 2809, 15237, 17503, -29035],[2249, 22025, -31818, -13234, 6790, 10400, -17570, 12335, 8837, -5114, -18684],[9187, -24480, 9956, -22477, 19266, -21350, 17658, 12186, 14886, 5303, -18136],[-18060, 10619, 29194, 4323, -27233, -23542, 12140, -19232, 6322, 16510, 5659],[-26663, -31010, -10877, -32582, 12669, 4962, 28076, 9316, 9889, -1536, 28821],[1323, -31045, 421, 24465, -6140, 17975, -4220, 23590, -512, 16209, -2115],[19495, 22816, 25256, 30458, 17424, 31956, 21590, 17743, -20422, 9759, -14429],[25157, -8091, 4228, -22938, -19946, 25352, -9864, -31994, -31116, 24613, 29073],[16983, 26419, -11404, -23797, 8748, 19102, -12683, 2606, -3909, 11476, -9249],[26636, -6167, -28778, -18619, -685, -12488, -25795, -4515, 7739, -24549, 32101]]"
values_19,16,"[[-22053, -5740, -10989, 26317, -27809, 12975, 17412, -30903, 32688, 13939, -30402, -20829, -30371, 11436, -23697, 218],[-5305, -22192, -18274, -15104, 19539, -3241, 2247, -6302, 25170, 2725, -12536, -3433, 9304, 28839, 14169, -10595],[-9664, 13262, -21777, -13315, -673, -21250, -5813, 16619, 3888, -23997, -31869, -14889, -22845, -25379, 25498, -16491],[1400, 19712, -3676, 26083, -8622, 533, -7402, 32510, 28229, -12344, -6554, -22783, -12585, 12907, 30361, -11765],[18477, -27887, 14973, 4132, 29970, -29409, -9809, 15393, -4085, -12312, 8087, 30540, -30606, 15482, 14065, -30878],[13145, -3492, -967, 5803, 2829, -26441, -8645, 26935, 6589, -12184, 30444, 7834, 32143, 19835, 7352, -26148],[-8128, 3653, 8375, -22961, 386, 21384, 14215, 24261, -10339, 15734, 15774, 1741, -21714, -10049, 23447, -25141],[1155, 31795, 25149, -30879, -1574, 10472, 16254, -30124, -26371, 30683, 15158, -14017, -31082, -21521, 26895, 16404],[4430, 12880, -23491, 407, 24220, -14375, 26766, 18981, -5297, -3897, -25341, 8723, -25033, 21473, 19731, -28593],[-23929, 14036, -31704, 24785, -22477, -20161, 30011, -24882, 27201, 10538, 16055, 22904, 13135, 5933, -15392, -21513],[15812, -2866, -3305, -32715, 24470, 11432, 21270, 25345, -17476, 4801, 14553, 7161, 7951, 20017, 30965, -687],[12033, 702, -13822, -6771, -15508, 9468, -17219, -6962, 14054, 13531, 19210, 25108, 16080, 17874, 1114, -3128],[-25020, 23743, -26338, 31222, 23373, -8027, 13213, -32318, -9862, -23923, -24784, 13425, -1874, 9316, 3472, 28718],[30795, -25441, -10664, 7856, 27739, 22741, 17500, 5639, 17150, 11699, -3291, 20765, 14656, 24190, 15321, -178],[-963, -6268, -12046, -15012, -13744, 17871, -20937, -23630, 10591, -18768, -7148, -5808, -18719, 20723, 23282, 1434],[-28714, -9622, 17488, -2393, -18823, 10681, 30180, -7467, 4568, -30057, 808, -11846, 31637, -32366, -2219, -20497]]"
values_12,28,"[[-24135, -14578, -30705, -4382, -13821, -5467, -28719, 4857, 8887, -2345, 12027, 18752, -14201, 6622, 27069, 11075, -6699, -25410, -30378, 17146, -17847, 30133, -13428, 26338, -20350, -29597, 20874, 7249],[28567, 18504, -24378, 17439, -12834, 20300, -31443, -20537, -14510, 30380, -12088, 25646, 13216, 22787, 5670, -457, 6612, 15415, -15228, 15470, -939, 13106, 6057, -2219, -1654, -14387, -12933, -32176],[-32389, -26528, -20242, 30555, 10188, -7031, -27278, -24246, 32501, -20721, 12353, 11510, 13793, -835, -8628, -2106, 20863, -32479, 25836, -6185, -10130, -21488, -27012, 22509, -2873, 16202, -21738, 26589],[-15430, 10238, -17290, 31025, -21425, 20829, -15132, 15588, 5518, 695, -5258, -15154, -23303, -29308, 5499, -11547, -7344, 16844, -3651, 9362, -24988, 31200, 471, -12150, 24258, 27130, -22183, -11331],[24349, -21276, 32721, -29258, 3596, 25242, 18502, -25188, 19570, -11447, 13487, 4638, 12432, -23615, -15663, 26650, 13679, -30521, -22464, 2002, -12981, -11967, 19670, -23315, 7536, 17030, -20278, -1789],[15985, 4185, -14064, -9992, 12587, 28685, 25816, -2068, 27893, 12932, 32678, 29071, -18268, -3363, -5062, 23201, 1580, 30833, 8441, -13013, 3800, 4034, -13347, -28327, 26353, 4808, 14982, -14934],[-7938, -21241, 2038, 13638, -29968, 7553, 353, 268, -290, 1888, -30144, 21356, 30279, 20817, -3176, 2676, 21878, -28866, 10207, 7608, 4119, 1984, 13442, 24285, -17428, 31362, 904, -31894],[8616, -1972, 3800, 24819, -32219, 31335, -17155, -23537, 18910, 11754, 31429, -20886, 1007, 10756, 3667, 14368, 815, -13979, 15594, -29070, -21150, -16588, -4990, -31445, -26900, -27200, 19631, 3713],[30846, -9318, -13118, 21616, -17482, -12087, 18306, -26176, -22570, -29911, 23978, 29347, 9586, -24358, -1202, -791, 7505, -12876, 24259, 14325, 17098, -23862, -20023, 10737, -25200, -32686, -31266, -23852],[-24906, 22268, 1396, -12165, -23238, -17705, 7073, -6647, 27294, -30009, 29622, -20951, 14094, 15179, -16343, 1297, -9447, 30314, 30648, -16699, 20472, -15805, -24, -917, -27295, -5164, 10030, 15643],[20580, 6523, -5894, -24350, 30462, 2281, -24347, 23855, 3820, -25580, -13069, 26114, 26346, 20112, 29191, -14960, -7620, 3260, 15645, -20818, -4664, 6727, 8240, 4596, -6702, -29912, 356, -12939],[32031, 10608, -20039, 19496, 10916, 11508, -5779, 26880, -13228, 18750, 6176, 25073, -23862, -8782, 3773, -18130, 27391, -17428, 9033, 26688, -27941, -27769, 7793, -24777, -15425, -9664, -30607, 17371],[16692, 11292, 29887, 27694, -29856, -18263, -4347, 23839, -19688, 4769, -14517, -4198, -21423, 8036, 24884, 25895, -32058, 19119, -18027, -23245, -14833, 23451, -8624, 19308, 26991, 901, 8913, -6873],[27774, 11865, 20287, 17976, -17296, 2390, 26215, 28685, 24694, -8076, -21716, 6192, -16673, -14820, -12465, -27222, 6424, 6348, -18915, 31764, 9186, 27567, -14391, 22213, -22059, -28042, 20371, 381],[3183, 14266, -23521, 23644, 23968, -15113, -7163, 6207, -13908, 21320, -30402, 32701, -18732, -29834, 29456, -4043, -13562, -15775, -6473, -13325, -17795, -29916, 28797, -7454, 14859, -4999, -24381, -12509],[-31429, 5510, 31175, -4453, 7783, 17776, 7528, -32565, 2688, -4030, 12985, -32359, 309, 15620, 20595, -13051, -29574, 9265, -6234, -20366, 386, 24239, 2017, -17448, -23061, 21705, -22994, 1900],[20526, 5995, 16192, 3188, 2501, -30664, -5525, -17474, 17007, 2795, -14805, -15179, 16712, 2813, -25027, -11081, 30955, -17781, 5717, -8564, 6646, 16816, 1876, 23506, 9697, 30530, 5995, -26985],[20514, -6247, 19394, -28993, 11864, -12649, -19372, 8799, -12231, 7715, 1113, 3418, 22843, -17563, 7985, 8240, 21519, -30967, -15206, -26105, 1908, -14378, -18873, 10603, 18252, 6423, -24702, -14810],[18604, -7991, 24201, -14957, 9552, 25580, 13108, 20449, 13017, 19214, -18818, 17988, -17184, 5162, 21977, -31426, 27799, 22171, 12435, -18303, -20695, -10090, -19587, 16499, 28195, 4690, -24542, -4698],[320, 3900, 21764, -12753, -29578, -13123, -2630, -13266, -15813, 19337, -15564, 25491, -7811, 9058, -7287, -812, 17572, 22973, -1254, 20162, -27934, -5051, 5952, -29101, -29911, 8474, 4820, 11931],[14376, -18385, 14390, -9324, -16577, -6110, -8912, 6079, 17345, 10985, 21737, 5480, -26925, 1406, 29060, -6622, -782, -549, -11483, 4906, -2597, -26909, 2395, 27907, -13016, -784, -1952, 13501],[23027, -23077, -31219, 10747, -20783, 11600, -4335, -28013, -12365, 12523, -30340, 25894, 17866, 30666, 29932, 12357, -11865, 4470, 486, -24510, 14332, -22978, 4693, -13716, -17161, -31508, -31290, -17731],[-29073, 28917, -13650, -18676, 24388, -23576, 29451, 15473, 27511, 10115, 4705, 3567, 18819, 656, -25697, 27259, -23322, -1227, -2605, 11181, 27171, 8111, -2909, -22161, 12727, -15123, 550, 30041],[-23548, -6350, 21805, -13017, 28064, -12874, -28176, 26959, -1029, 32654, 27263, 27736, 22650, -22513, 21135, 696, 3029, -3072, -31777, -11222, 26437, -19936, 25384, 32145, 1279, -26681, 13260, 11007],[5143, 2548, 11863, -2621, -228, 9622, -9078, -24283, 25243, -12661, -29818, 3930, 29927, 7499, 4218, 5100, 519, 13162, 26385, 12048, -32657, -13461, 21814, -27244, 7613, -21277, -11587, 30525],[-19279, -32750, 21679, -7129, -9586, -14486, 19640, -12679, -11472, -13631, 20963, 10359, -8092, 8703, -3614, 31798, 14390, 10090, -26017, 26652, 2551, -24010, 20236, -21411, -32481, -5730, 31069, -23371],[-8853, 30153, -19404, 30467, 7135, 29878, -19438, 22681, 31573, 21091, 8449, 19500, -19559, -16682, -12277, -28665, 19396, -23301, 30121, 17273, 27989, 25292, 21926, 4956, -11021, -31791, -30086, 30580],[24488, 12970, -17644, 20970, 13976, 4409, -28442, 11953, 6373, 12899, -16587, -26747, 10662, -29902, 1195, -15434, -9009, -22529, 6262, -2818, 5360, -7384, 30297, -25346, 4103, 17703, 10523, 3450]]"
values_38,10,"[[-12219, -22173, -26210, -30867, -11651, 27715, 32184, 18465, -25909, 20952],[-30367, 25627, -795, -19561, -5705, -6668, 22736, -307, 13863, -29750],[-14097, 27683, -19276, 18554, -28869, -8865, 17903, -13172, 19217, -2892],[-5396, -11766, 12556, 12006, 13618, 12421, -29383, -24391, -16240, -13910],[24514, 22890, -15505, 9448, -28737, 7922, 21641, 4782, -16, -3717],[-17583, -4663, 11937, 4991, -29468, -31412, 20947, -28491, 26229, -31579],[-21778, -13614, -2078, 18132, -1439, -5144, 1258, -10620, 3666, -21237],[-32366, 31655, -5014, 19253, -26514, -2179, -26331, 25571, 20259, -19557],[-16536, -11448, -5287, -2719, 27433, -17711, 2209, -11037, -30686, -22404],[-11363, -23215, -30651, 2577, -18076, -7556, -13753, -6558, 6057, 16496]]"
values_81,8,"[[996, -32197, -23585, 14025, -9954, -12875, 32213, 9344],[11004, 13974, -31652, 12650, -20163, -4045, 7308, -31476],[-9689, -10808, 30316, -28444, -14624, -28126, 14702, -23001],[-9681, 14682, -30169, 18885, 15974, -14117, 10128, -23249],[1314, -25782, 1885, -15047, 18617, -7654, -20379, 22305],[16412, -1509, -1722, 29491, 21388, 24875, -27568, -20713],[-13775, -19796, -32054, -3721, -30229, -24005, -5509, -21246],[64, 26343, 16468, -30382, -29164, -17475, 32333, 21071]]"
values_5,15,"[[2136, -6971, -6661, 8794, -27041, -21773, -21213, 18112, -4071, -18287, 16914, -27063, 17635, 11969, -19154],[-20590, 12371, 28148, -32169, 9928, -19592, 14750, 24422, -29754, 27149, -22344, 11791, 15351, -4098, 11674],[20609, 26976, 8268, -25128, -15961, -19032, 29889, 32685, 17855, -23148, -2855, -23189, -26268, -7904, -4157],[18288, 16684, 28186, 13933, -4937, -29399, -9966, 5172, 11306, 23493, -16088, 28806, 1832, 7665, -23056],[-20048, 29274, 30958, 1792, 19857, 15702, 19674, -13268, -26393, 32623, -32251, -2144, -8250, 24900, -3404],[31593, -3370, 29031, -3692, 13350, -15642, 989, 1778, 6118, 22783, 9343, -23791, 5845, -13292, -19943],[-1829, -463, 23826, 11687, -23471, 13276, -8081, -15190, -5378, 29186, 21880, -29384, 29512, 26147, 6497],[-8751, 28203, 18515, 4580, 17840, -23778, 519, -28207, -25318, 24112, 32658, -25391, -16284, 21109, -6827],[11675, 28016, -6968, 6917, -3480, -3152, 26068, -14486, 21233, -23632, -27608, 31098, -11493, -9675, -25263],[-16007, -29752, -30568, -24823, 13966, 10530, -12982, -1483, 32692, -19270, -31644, -9526, -11594, 4931, -28176],[28142, 4081, -1192, 25668, 10621, 2696, 13087, -18134, 1971, 19029, -16941, 6668, 17209, 14098, 12691],[-27430, 3691, -11657, -8235, 27319, -28401, 2062, 4256, 25842, -17270, -27835, -5591, -31864, -2472, 32033],[-24295, -11881, 20250, 13930, -6525, 10523, 8101, -17181, 870, 7363, -11769, -5441, 32128, -238, 25706],[20865, -2996, 20875, -3668, -2307, 21987, -4513, -3788, -22191, -8749, -25315, 28614, -7533, 2262, -29033],[-7155, -11334, 1358, -2334, 28918, -12018, -14828, 15145, 920, 15747, 15375, -4428, 23946, -26652, -11065]]"
values_40,25,"[[-18031, 9700, -30649, 14088, -25870, -22275, 4173, 15333, 11096, 20545, 24293, 18292, -32592, -32218, 12696, -6178, 9732, 30756, -7878, -30378, 20781, -29355, 19642, -22319, 18591],[6332, -22922, 29668, 31749, 4552, 14758, -31010, -6346, -28720, -24700, 9463, 4173, -7263, -17159, -19366, 2338, 11617, -13708, -20736, -12702, -4702, -3297, 2667, -10593, -16356],[30955, -18164, -9225, 27791, -30813, 4634, -1588, 7711, 23526, 29971, -7369, -8360, 14752, -30658, 20530, -14344, 2913, -5613, -4846, -7706, -7224, -8926, 31820, 5669, -14000],[-28960, -26567, 31926, -2168, -25663, 18269, -12883, 26687, 19110, -31478, -14615, -12594, -17521, -18486, 15241, -9609, 1586, 8964, 8806, -27683, -18340, -21368, 13059, 22412, -2206],[2560, -10339, -27458, -10038, 17346, -15605, 10319, -13940, 30825, 1240, 15254, 10109, -17416, 23561, -23161, 14117, 20596, 18894, 23616, 24411, 3284, -21384, -1047, 19177, 722],[3333, -5572, -7419, -10656, 12370, -21209, 9104, -16980, 2726, -25252, 16847, -26231, 19094, 28279, -14501, 19613, -1894, 9759, -35, -29607, -1070, 32346, 5889, 4438, -12892],[-32620, -15826, 28565, 30518, 7625, -17384, 29499, 12301, 21202, 20547, 5029, 20636, 26255, 29872, -32510, 22993, 2016, 30051, 30226, -10582, 27431, -23977, 10237, -23788, 10051],[29656, 15063, 17343, 13863, -8593, 32273, -538, -15298, -31064, 32333, -23571, 24893, -296, 8012, 8120, -18366, 4780, 9745, -18912, 16501, 27745, 25451, 8687, -23915, 14578],[18673, 21608, 21143, -16544, -26084, 20224, -11491, 7722, 24215, -25496, -4485, -18651, 11702, -6230, 23417, 32087, 31315, 1724, 3751, -16947, 32169, 1124, -17627, 15614, 2421],[-5115, 9928, -12574, -3566, -17784, -23584, 864, 31596, 23036, 21889, 30089, -26167, 6924, -27564, 10422, 27114, 3928, 28808, 13972, -21919, -30708, -5522, 17406, -2739, -29322],[-32014, 8254, -20081, -14949, 31947, -8091, 16531, -23647, 16042, -2131, -32608, -6043, -18003, 13907, 18192, 25687, 2948, -14184, 11950, -11291, 23648, -2750, 15202, -12779, 11445],[9473, -19889, -22336, -27977, 1426, 11364, -6107, -4651, -10973, -23202, 32121, 32210, 15809, 4683, 23532, 4049, 20622, -2131, 15645, -28920, -13410, 8868, 5086, -1944, 14230],[8693, -7029, -548, -17070, 20804, -13040, 22345, 11339, 15472, 3877, 26719, -15514, -21050, -23083, 28666, 16298, -24882, 237, 28039, 14807, -26890, -14125, -13542, 10390, -6151],[-16676, -938, 6237, 31386, 5794, 25584, -7060, -30665, -1746, 1013, -3972, -19902, 28410, 27790, 13864, -1469, -19016, -361, -2517, -21657, -31882, 5944, 1453, 12753, 30414],[-31151, 32303, -7386, 325, 368, 6576, -12060, -26491, -25924, 13535, 11472, 2033, -13771, -19071, -20985, 13986, -32035, -20674, -3619, 1601, 16721, -17828, -22340, -904, 12327],[26999, 6446, -7836, 19355, -7622, -13185, 414, 18628, 27390, 29195, -8113, 23463, 25325, 19494, -21347, -2640, -17276, 23811, -11583, -25877, 20970, -31640, 27581, 10412, -17976],[29431, -11359, -19770, 26792, 4322, 22257, -1653, 2893, 6977, 3856, -15100, -28961, -21143, 27701, -31402, 13391, 9629, 23846, -28947, 17259, 2225, 20245, 17973, -14750, -24522],[28801, 17157, 22436, -29289, -26249, -19704, 5262, -19312, 21520, 28554, 12578, 4116, 23774, 22611, 4459, 14251, 16451, 19894, -16301, -15225, 13422, 29898, -22841, 31553, -28753],[695, -23952, -29590, -21140, 31113, 19260, -2273, 32564, 26606, 25654, 12466, -30315, 28808, 8294, 12313, -890, -22858, 16538, 27440, -19595, 197, 21301, 3817, 11196, -10902],[-19827, 18783, 19026, 18067, -9101, -22552, 9737, 21123, -977, -27206, 10974, -19446, 31367, 14832, 8115, 17651, -1549, 9106, -31872, 16050, 10812, 7172, -3479, 16633, 26490],[25468, 19863, 2968, -20588, 17129, -19968, 6754, 24061, 20482, 8486, 26971, -30371, -7409, 3408, -18266, -26611, -22429, 22617, 27539, 11876, 24831, 12429, 1556, 31137, 6572],[31314, 25357, 21850, 17279, 9642, -27216, -5884, 27881, -12495, -20365, 28327, -23620, -14070, 25165, 30467, 2470, -2694, -20311, -7634, 9454, 13191, -17183, 14887, 22774, -14290],[30963, 4844, 12154, 21020, -29325, -19316, -11972, -2917, 18744, -22208, -7609, -7089, 3492, 13741, -21973, 4981, -895, 4881, 28776, -23898, -11193, 4402, -15983, 27946, -16568],[6140, 30050, 29061, -28600, -5476, -19192, -11337, 4594, 4468, 18538, -23958, 26409, 18790, 13388, 27653, -23629, -28186, 16791, 26799, -12878, 3159, -7979, -2582, 330, -25525],[-32172, 6331, 5804, 5535, -13098, 26054, -27862, -17870, 19033, -6543, 24138, -11122, 20914, -22289, 25524, -19199, -29894, 27018, 20210, -5728, 21725, 30528, -19693, 12490, 8807]]"
values_70,19,"[[-31945, -18604, 13152, 16612, 8384, 5731, 25206, -26834, 13118, -19782, 10348, -9375, -31278, -796, -29739, 23774, 25311, 15060, 30799],[32324, -12540, -1120, -23736, -2491, 562, 288, 5168, -30372, -12468, 2676, -26025, -24371, 30206, -21515, 13459, 5042, 18451, -5021],[-6090, -4921, 32573, 1770, 2974, -16414, 28549, -8223, 25153, -2949, -22332, -20072, 31460, -21410, -3337, 17422, 7673, 2537, 1636],[6579, -10637, -14646, 15952, 27941, -25129, 30047, -4004, -7080, 11236, -13144, 761, -20104, 12985, 9621, 8137, -31425, -27428, 21654],[7671, 4437, -17102, 20758, -5197, -27750, -23216, 29099, -4360, 11621, 20219, -6359, -30847, -32655, 9210, -29219, 14729, -18085, -27848],[16213, -3573, -32228, 8228, -24573, -11592, 20321, 19045, -5366, 2618, -26119, 7204, -28304, -17194, -1473, 14641, -6333, 17620, 30088],[29465, -25501, -15511, 10076, -28574, 19693, -25365, -3292, -27999, -27548, 23493, -26520, 18460, 18291, 26877, 10984, 26865, -22089, 3428],[-10578, 7280, 19543, 15200, -7255, -30494, -6102, 2546, -20722, -8375, 32312, -2862, -7051, -30122, 5455, -8556, -16029, -32452, -22407],[-30694, 7708, -24313, -30939, 12250, 24138, -6907, -256, -29265, 5214, -25229, -4440, -16361, -10873, -7816, 14518, 17483, -17096, 18846],[27903, -18982, -5259, -14823, -3922, -26330, 11436, 19780, -2708, 31341, 17883, 18615, -29401, -5095, -12014, 519, 6666, -9317, 15246],[-10689, -23252, -5738, 7336, -22860, 9714, -10160, -25176, -26323, 22789, -27389, -17026, -24982, 9979, -22061, 4296, 12741, 21585, 30722],[10431, 8911, 20348, -11057, -8029, -28026, 31135, -9063, -29705, 31091, -6733, -17481, 25570, -14792, 27552, 19053, 18361, -21578, -18817],[31909, -19956, -28177, -21492, 446, 5076, -24497, 6863, 11846, -29499, 1190, -26716, -29248, 4916, -4453, -13276, 2441, 4590, 14712],[-9520, -1735, 25729, 6931, -26820, 12672, -16065, 19081, 23112, -8298, 31200, 14024, 29543, -27462, -26631, -24152, 4060, -737, -26853],[-15310, 27940, -18307, -32253, -29611, -18876, -32328, 21614, -23811, 18719, 7957, -13284, 28273, 4822, -22054, 14027, 13034, 19901, 14789],[-32479, 28148, -25116, 30964, -19818, -14478, -12264, -23170, 24311, 3643, 23509, -20929, 11718, 5980, 19998, -2045, 3602, 31714, -1884],[17241, -31943, 24844, 6297, 22519, 9432, 14834, 27797, 14957, -31092, -6252, -183, -12184, 32369, -10603, -17590, 26020, 10143, 25063],[7906, 18219, -21284, -681, -15773, -8548, -14686, -18640, -21692, -23238, -7498, -9564, 11616, 5719, 13561, 23813, 12707, 13807, 14224],[-10525, 29208, -15586, -878, 17360, -9721, -23969, -3934, -28774, -17677, 14548, -31357, 24440, 3607, 19170, -13644, 25064, 5718, -26001]]"
values_23,11,"[[22971, -3432, -22692, 1579, 18342, 11951, 1650, -31978, -1879, 9965, -28215],[-12064, -972, -22044, -13901, 515, 6176, 1777, 685, 13155, 9309, -3481],[30911, 17429, -9398, -27496, 3592, -22821, -8035, -9811, 2591, -419, 11390],[22282, 15412, 12369, 29123, 3621, 11002, 4544, -10699, 27542, 26623, -29361],[5263, -15434, 31944, 5933, -14995, 14768, -22787, 4637, 1631, -9218, 26890],[1000, 24731, -12898, 28859, -13771, 27417, 8350, -3450, -21404, -9597, 23160],[20995, 32440, -6808, -25604, -5848, -27419, -23487, 4080, -18560, -3947, -6600],[-2366, 2200, 23567, 23596, -30447, 12387, 29966, -12686, -7375, 18491, 1248],[23730, -8029, 29812, -6743, -11046, 20654, 29010, -25564, -26623, 15715, 32037],[-13725, -2810, 23419, 4825, -13618, 660, 16803, 12012, 21318, 1608, -7378],[9576, -2257, -14437, -17085, 10367, 17085, 6644, 1579, 7798, -28594, -30516]]"
values_72,15,"[[16770, -21646, 19569, 27827, -26877, 10969, 14859, 22945, -13019, -15048, 14707, 8597, -31211, -5316, -6267],[4718, -19188, 8172, -6547, 1301, -30026, 21288, -4585, 19571, -18951, -2399, 28463, 17881, -22704, -8541],[19835, 10893, 22595, 27393, 10645, -17279, 30306, -23832, -11877, -2352, 21769, -25884, -25309, -31183, -6252],[31485, -15896, 19827, 30691, -15752, 12907, -25511, -5578, 7204, 29501, -4845, 26142, -11149, 18573, -3485],[16398, -13435, -25476, -31161, 10551, -23255, -264, 18667, -14259, 32108, -28710, -1783, 24441, -32535, -23776],[15081, 9009, 2574, -3229, 29976, 20217, 18890, -9752, -32229, 14991, 25450, 5357, 31265, -8831, -485],[28150, 22081, 4478, 30513, 27382, -1141, -24896, 24677, 31123, -26004, -9083, 14243, -30952, -30255, -31275],[14595, -16911, -28846, -9228, -2425, -29880, -14949, 14447, 32468, 25021, -29946, -3966, 32725, -6590, -12445],[4366, 11673, 19553, -9895, 17763, -12420, 19575, 19122, -2383, 560, 20945, 1067, -30963, -2374, -12585],[-16574, 21318, -23457, 12233, -26370, 22197, 29972, -15679, 4537, 24497, -15608, 20951, 33, -30014, -3036],[753, -28984, 16939, -21424, -12802, -7363, 22599, 17273, 25442, -26081, 11246, 5058, 15218, -30102, 24953],[-24870, -11527, 11254, 8537, -3949, 22581, 11907, -2993, 26770, 18118, 30583, -7517, 19031, 10423, -3678],[24522, -8658, -9895, 184, -14698, 32291, -30885, -17846, 12798, 17260, 30203, -654, -10188, 8326, 20410],[-28710, 23238, 5093, 32061, -30773, 14219, -22044, 31067, -6616, -5051, -15928, -30989, -1755, 15349, 3387],[-1267, 27927, -17004, -8167, -24681, -11266, -7825, -1269, 68, -31533, -14789, 24573, -21953, -27513, -28817]]"
