inputName,size,a[size]
values_11,20,"{1068804057.281, -416519447.87, -779688106.302, 2012768758.278, -145442392.786, 1385253927.655, -1539980453.855, 1019208254.905, -1019684464.744, -1943792992.09, 1849321662.788, 951192132.316, 2028393762.631, 1223344583.06, -1346175148.302, 158276067.018, 1167832881.708, -1382292397.038, 763856713.181, -1713222249.558"
values_19,17,"{697860603.097, 92472107.965, -2087804301.166, 652819340.732, 1592813120.079, 589154696.67, 1579665410.26, 473825462.955, 1341040874.347, 99974146.688, 499700609.719, -1694820154.606, -1287308380.433, 1777580971.02, 2067641226.607, -67670288.893, -1293633150.144"
values_12,14,"{-1739094392.137, 1042294946.075, 1529437977.191, 430698463.338, -810352558.323, 1831713824.342, 640746682.989, -1142132920.358, -267925983.94, 467600080.289, -792757980.213, -794463693.31, -259670656.659, 1340862157.41"
values_38,24,"{-2092515250.129, 461870895.226, -1690281674.489, 1334356740.088, 1398538697.605, -21235523.337, 1097587969.373, 437656464.981, -445038627.516, 538805182.297, -137019521.669, 1791713625.375, 1965123537.008, 1089736066.694, -1723265166.915, -1046851762.933, 701097283.473, 899473724.177, 1242197695.314, -940670321.992, 110414063.114, -101229500.37, 1172126813.492, -1879442001.176"
values_81,15,"{1358347763.021, 944373135.956, -1424157474.186, -1644710056.004, 1747294080.326, 639064987.037, 1011582064.136, 562212905.752, -1017234217.096, 1122716359.629, -96140820.211, -1608476208.872, -1756989036.435, -1660929526.151, -662167124.935"
values_5,15,"{1034980962.713, 755180459.167, 1508351373.35, 226377938.683, -280569683.201, -355346656.384, 91467128.551, -98433315.075, -1961830343.246, -365107669.008, 1799459797.77, -1933628173.673, 545691747.361, 495678644.457, -213805502.207"
values_40,23,"{-1130488553.276, -98688768.812, 1474584095.876, -423845722.863, 122372619.549, 676472482.923, -2089677788.913, -1203670026.173, 1862185273.441, -1945709285.587, 20146391.225, -1570863455.901, -87835667.776, -1271792080.814, 1707178250.702, 1988989155.871, -794422578.523, -630288893.856, -840196310.322, -1305882544.911, 1438726422.739, -1327312082.151, -23590558.192"
values_70,20,"{1073040880.447, -283195555.523, -466585878.318, -88463131.828, 349251450.987, -629853762.086, -1709261886.3, 1859867097.743, -86986518.495, -1382632839.818, -2034082503.644, 1844491439.218, -1766103026.693, -346739482.252, 1084398463.208, -514410052.512, 1220052796.985, -124075580.85, 1270665272.19, -607586485.535"
values_23,7,"{-1528181035.6, 622773045.326, -927032255.678, -1176217548.481, -1891270461.247, -1511321890.891, 1481008700.513"
values_72,6,"{1994348419.597, 907188944.611, 439698706.364, 2042679583.338, 1579184943.435, -905244733.658"
values_79,22,"{-2144710581.055, -2002191348.784, -1325731343.233, -1479864294.334, 1341472456.76, 1344033115.386, 1086905793.453, 1196929335.178, -1689123139.605, 69558114.887, -1967364319.991, 1140338581.5, 1914812749.908, -2064843420.324, 988525116.008, 297939270.948, 402392877.482, -1467484427.346, 207081440.262, 805230762.576, -1548275200.498, 218892244.036"
values_78,4,"{-1328392676.973, 479852161.682, -1667383676.072, 1647333688.67"
values_87,29,"{1524698369.821, 1527677571.217, -287985724.519, -773188494.42, -1316961676.497, -455037253.628, -474266076.89, -59328059.749, -1998555100.128, 2087042383.543, 1752653452.817, 1164708893.006, -659516411.757, 1340193476.44, 856090574.936, 497537013.666, 1387472504.042, -1910519173.927, 1482392535.422, -727751668.676, 684822378.18, -1657977798.72, 846568385.407, 2005779152.386, 1174746584.917, -1528234088.338, 1624207951.464, 370022484.483, 1137000436.009"
values_6,25,"{1107620426.115, 1962098828.416, -1314292872.64, 534852891.918, -429552860.881, 2116332349.997, 913036494.316, -1555383973.36, -1859469645.571, -745288591.194, 1625899602.041, 1101108555.109, 182419842.629, -1781001866.602, -1338181853.669, 188819997.917, -473334849.803, 1616246641.098, 1859987836.965, 902196680.494, -386676021.923, 832595721.919, -1518300374.615, -1573299285.168, -408279952.232"
values_68,2,"{-296781955.176, -452934959.927"
values_69,3,"{-1756272569.204, 1686960309.808, -334899273.667"
values_1,4,"{-1938941358.847, 886365051.018, -255761054.0, 164179204.411"
values_45,23,"{243055861.566, 315062350.193, -419215518.116, 1088680320.531, 1016229021.283, 1216708330.999, 989091801.252, -1821923625.986, 2007042945.565, -387225870.563, 1803539332.246, 978723699.561, 61683644.346, -481627343.493, 28641637.692, 1649949247.335, 1885053216.67, 301389773.364, 1390920843.312, 1076963658.939, -1514649856.803, 1749370068.428, 1936968400.524"
values_33,22,"{-2057973925.68, 388305864.422, -354912541.191, 412417881.354, -2032424395.948, -1377055891.054, -874991723.928, -104935747.548, 1820163383.88, 1722338862.247, -1873613115.269, -1521177087.955, 813147678.248, 1785584150.084, 272710978.013, -904707091.62, -751701596.998, 1332809707.663, -1504933116.409, -1490882711.973, -1047494719.264, -1051569228.094"
values_15,2,"{1015896621.063, 2042592758.599"
values_93,23,"{-267738799.052, 169621599.581, 2096017923.021, 633088721.254, -1803662714.363, 1320092271.196, -1674535293.289, 1561605644.741, -1041539688.101, 1064173915.354, 528285876.449, 1976176049.3, -491816517.301, -1628951952.795, -2081745340.691, 1771149871.117, 1087061979.362, -2035250467.584, 322612244.184, -346872029.207, -1585955425.682, -1518705615.677, -1807281244.064"
values_24,7,"{60816838.082, 556113305.64, 1616374046.152, 1239358438.955, 1872535269.475, 708398706.633, 835918380.501"
values_25,32,"{963569267.372, -462339583.609, 1381619692.643, -1207606059.394, -1105171483.579, 310041470.951, 1555086110.186, -932814682.691, -1589520815.655, -1507816881.559, -1459032895.194, 1172508977.934, 1229341268.811, 1728857341.368, 1716664226.125, 1621651940.524, -473006169.438, 1381036937.103, -1637365673.684, 1505986645.498, 486470145.375, 1537445628.539, -983836411.234, 1893969769.042, 1906665079.938, 712663397.933, -1183123331.401, 2035084487.346, 1952999854.479, -1203202097.747, -1394407427.014, -594419456.689"
values_26,27,"{-1755752724.804, 144967604.364, -1867276466.979, 342494243.974, 964551276.191, 153603046.619, 802820988.458, -414865188.955, -2117049663.077, 1152926822.632, -22807061.246, -186118374.613, -1295367721.878, 1657468398.329, 1161704395.983, 1411674514.007, 1476051541.09, 340002607.632, -2020611668.817, -472648524.385, -73637394.319, -398580358.421, 1735885088.47, -1419783086.192, 1206295329.696, -334434667.682, -1011150936.865"
values_48,15,"{-121608957.993, -1666299581.023, 587589087.037, 246889482.851, -912685110.995, -1869396261.087, 864589999.078, 1880512276.104, -1977949057.342, 598396559.129, 1439760384.698, -1641785202.787, -709952641.834, -470689416.156, -800824397.884"
values_71,29,"{-1646550450.057, 1509199399.496, 241577203.279, -344992065.569, 2117160142.542, -1336545672.815, 324745816.122, -1296844634.894, -1393033848.424, 538565153.226, -836435098.075, 658050170.843, -1606957452.54, -346226536.823, 13548696.275, -1294673558.743, -147169286.279, 1558360863.277, -437378189.563, 2134345156.664, 2125684806.934, 1672844692.455, -1538185975.851, 821942956.542, 1258853292.068, 1113588484.222, 1649235183.8, -1891607392.916, 27778534.808"
values_76,7,"{-400326619.302, -1703217384.484, -358951794.679, 1228964284.214, -189910306.05, 740759955.599, 1104492468.601"
values_7,16,"{-1962052180.97, 522535123.545, 2112947422.568, 1787135250.565, 1855572681.331, 588713200.221, -1586638834.982, -496282388.603, -1989768731.412, 1728368936.898, 859647141.978, 545903703.18, 280858648.934, 129444700.635, -169432511.56, 1281342436.204"
values_50,17,"{479082370.119, 752557946.335, 1587842154.85, -1748197115.188, 2085170060.28, 303492680.124, 1977488716.877, -298125756.967, 744378854.182, -864199435.085, 977128387.735, 66231904.761, -1250504038.386, -881072384.543, -1983251714.517, -379498544.83, -477399685.678"
values_22,24,"{-1267692176.283, -958454162.175, -361470737.221, 1595677397.785, -612326368.453, -1637989540.241, 275207549.375, -1769252936.669, 39662290.05, -1899014063.076, -1006551.747, 1755426900.659, 548684595.41, 1086298592.267, 1308544182.746, -1698219893.313, 1064201056.981, -634481322.196, -1363327413.327, 993510906.312, -1366004390.981, 1873452530.2, -1053574242.384, 80685634.732"
values_4,7,"{999519824.564, 1460056064.629, -778955071.843, -530038073.628, -907057387.302, 862468148.99, -358744200.754"
values_32,18,"{1363972810.675, 955854242.542, -846547871.106, 1558606039.557, 1132597736.594, -1884071578.886, 1872005382.518, 1047495566.759, -948943889.77, 1207142316.582, -1603327901.988, -818736036.053, 1413967215.878, 1709308395.109, 506204787.114, -1842596547.551, 2135566956.106, -1992729565.958"
values_77,28,"{799049524.892, -620850552.112, 936204754.416, 972028923.176, -695539431.36, -774619607.206, 17972572.913, -1524271587.756, -467715318.637, -722375339.535, 1984947182.466, 1281430979.952, 745353819.716, 1544249243.408, -1809708144.455, -379183604.629, 340442826.943, -1772058358.487, -1118273054.984, 312696019.619, 1688431281.157, -668074039.457, 575912900.004, -1965118689.363, 1285753448.161, -1656235574.363, 1876265571.871, 1705055749.236"
values_91,30,"{-2027096076.945, -1418080476.015, -1797234928.286, -33909861.183, 1695577846.62, 1677957555.18, -1469354116.524, -1811433400.072, -1305057884.405, -1449413311.975, -1903928400.26, 1809381553.681, -1053872320.795, 1477217567.677, 1272625697.258, 1156212308.034, 1554769119.446, -433071564.421, -1657334674.644, -1088894086.513, 1496000697.039, 118039319.75, -62869660.912, 273402852.393, 1958223099.385, 975134930.293, -741013062.958, -1699797247.349, -761989158.722, -407941371.373"
values_42,19,"{-1078561947.288, -1543213284.748, -1816671538.982, 751625622.979, 526204054.664, -1521141683.59, 453469363.442, 1790643910.695, 1429042049.692, 269993619.282, 244342370.134, -1777494766.783, 1028028905.671, -912236561.785, -431042559.682, -837587229.162, 654930541.718, -1622812739.309, 955912140.839"
values_13,31,"{-1293910468.674, -985171255.26, 2006318494.241, 1333629123.134, -1010333010.381, -2070103767.153, 304837923.82, 60103452.66, -2124254616.612, -866211503.348, 315884781.852, -179703386.415, 381700978.988, -473224107.148, -366586962.336, 55083836.009, 318623999.902, -1770177659.464, -1479765073.37, -1067176970.943, 1516796839.907, -997488858.082, 66513352.777, -1158797440.345, -1279116855.622, 749854610.33, 2039551567.153, 2105549958.369, 606067314.251, -1134094315.633, -1666002743.965"
values_41,4,"{367267565.659, -534101449.919, 1810158182.728, 1685547968.573"
values_55,16,"{1768893595.689, 1298168391.356, -1414875765.699, -2135113696.714, -413483211.067, 1201982473.822, -194327996.413, -738472622.263, 1801033045.919, 886827102.408, 1877153946.619, 248013650.539, -278722782.208, -1702207320.556, -621458096.935, 1818939938.443"
values_31,31,"{1727314658.777, 138303252.702, -1121047932.329, -1909166115.122, 1813414428.282, 697221001.74, -579255504.712, -656539996.292, -1361682151.071, 1971815094.251, 1346557632.774, -1904143065.371, 1130604967.91, -1596154205.996, -637806955.638, -60841420.593, -1838545619.514, 1827376970.096, 2068611211.488, 648512516.688, -1610802039.147, -486021629.243, 175849641.215, 900165581.93, 1889564896.528, -1019384709.682, 1756637932.561, -1523397359.435, -1707954741.731, 437365274.646, -344968077.886"
values_66,17,"{995475365.741, -1462295393.389, 658781133.296, 1944727841.982, -811497731.606, 1626763387.741, 2033768002.932, -435934299.666, 1353393911.951, 1512817319.114, 1000434881.524, 1077694825.337, -1580304867.019, 323546457.565, 1546983199.649, 1732281812.399, -44538720.452"
values_65,30,"{844385031.87, 570915352.431, 325977256.581, 1044915853.814, 126423867.875, 1727293685.936, 673275905.958, -1436505951.368, 1317097377.684, 731479495.234, 411705919.059, 125850437.456, -1466832711.23, 1135584808.204, -1056677290.951, 1962556196.616, -592412712.929, 1291390358.396, 348068420.059, -838886187.067, 1494070121.459, -1610212408.104, -1268202930.157, -1208756169.036, 666059231.049, 1009885917.805, 2075894845.313, 961944548.183, 1113359798.556, -40353350.934"
values_62,6,"{-1211362045.095, 414343259.587, -2056072198.256, 770614509.684, -1278085111.872, 2004817842.941"
values_21,31,"{921677841.879, 1177743419.361, 1029881797.184, 1322222572.582, -1445226072.918, 1959207057.881, -1947909652.663, 1465640647.817, -1834432151.453, 1718712785.459, 1955742820.903, 1282984955.33, -1209478603.937, -1797914829.883, -328468809.077, 276798050.761, 917695550.471, -1146311299.425, 2008843688.129, 485060030.421, 995782095.962, 2055786627.319, 1047336392.035, -1768939393.215, 1146660204.6, -704175247.237, 1330049181.427, -1948860970.559, 1400839235.022, -875304695.136, -1088452276.939"
values_95,3,"{-227427710.015, -746568438.353, 760664410.464"
