inputName,size
11,32
19,9
12,29
38,17
81,10
5,11
40,29
70,12
23,30
72,14
79,12
78,30
87,16
6,21
68,10
69,19
1,14
45,13
33,11
15,24
93,19
24,26
25,32
26,32
48,4
71,15
76,3
7,12
50,16
22,26
4,7
32,2
77,23
91,14
42,20
13,3
41,29
55,29
31,7
66,21
65,27
62,10
21,4
95,15
84,16
58,2
64,24
83,6
94,2
0,16
99,27
96,20
67,31
61,15
43,11
2,26
54,18
30,7
59,2
85,27
74,4
90,6
18,3
52,31
44,32
17,11
36,16
49,20
86,26
37,30
56,14
63,2
35,32
97,20
75,26
57,28
88,2
10,5
53,2
8,31
39,12
47,24
60,27
89,12
51,27
14,26
28,21
16,9
34,24
82,17
46,6
27,16
20,7
9,17
92,2
3,4
98,11
29,9
80,23
73,3
