inputName,n
values_11,21
values_19,30
values_12,8
values_38,23
values_81,16
values_5,11
values_40,2
values_70,13
values_23,2
values_72,18
values_79,26
values_78,29
values_87,2
values_6,13
values_68,12
values_69,19
values_1,14
values_45,28
values_33,7
values_15,32
values_93,6
values_24,20
values_25,26
values_26,4
values_48,6
values_71,7
values_76,15
values_7,11
values_50,4
values_22,2
values_4,14
values_32,19
values_77,9
values_91,5
values_42,4
values_13,27
values_41,2
values_55,30
values_31,28
values_66,4
values_65,13
values_62,8
values_21,23
values_95,21
values_84,26
values_58,19
values_64,29
values_83,11
values_94,27
values_0,14
values_99,22
values_96,31
values_67,4
values_61,13
values_43,7
values_2,9
values_54,18
values_30,18
values_59,28
values_85,22
values_74,2
values_90,27
values_18,25
values_52,21
values_44,16
values_17,9
values_36,9
values_49,23
values_86,15
values_37,27
values_56,30
values_63,11
values_35,17
values_97,10
values_75,8
values_57,15
values_88,16
values_10,20
values_53,5
values_8,4
values_39,9
values_47,32
values_60,32
values_89,11
values_51,15
values_14,31
values_28,31
values_16,9
values_34,21
values_82,3
values_46,10
values_27,30
values_20,8
values_9,31
values_92,6
values_3,32
values_98,4
values_29,30
values_80,7
values_73,25
