inputName,n
values_11,10
values_19,29
values_12,28
values_38,7
values_81,22
values_5,25
values_40,15
values_70,16
values_23,10
values_72,15
values_79,22
values_78,25
values_87,20
values_6,13
values_68,8
values_69,27
values_1,15
values_45,2
values_33,20
values_15,19
values_93,13
values_24,26
values_25,23
values_26,8
values_48,15
values_71,16
values_76,27
values_7,16
values_50,16
values_22,31
values_4,5
values_32,32
values_77,31
values_91,4
values_42,10
values_13,19
values_41,3
values_55,19
values_31,13
values_66,7
values_65,2
values_62,24
values_21,22
values_95,2
values_84,8
values_58,17
values_64,32
values_83,22
values_94,7
values_0,11
values_99,20
values_96,12
values_67,11
values_61,27
values_43,28
values_2,2
values_54,28
values_30,25
values_59,17
values_85,18
values_74,24
values_90,6
values_18,32
values_52,18
values_44,4
values_17,4
values_36,26
values_49,10
values_86,17
values_37,30
values_56,30
values_63,14
values_35,29
values_97,10
values_75,10
values_57,7
values_88,15
values_10,10
values_53,12
values_8,5
values_39,29
values_47,15
values_60,27
values_89,13
values_51,4
values_14,21
values_28,9
values_16,16
values_34,21
values_82,2
values_46,4
values_27,17
values_20,32
values_9,22
values_92,2
values_3,8
values_98,31
values_29,24
values_80,2
values_73,14
