inputName,n
11,67
19,106
12,40
38,24
81,20
5,2
40,16
70,69
23,105
72,2
79,97
78,5
87,10
6,56
68,115
69,70
1,127
45,104
33,91
15,71
93,102
24,76
25,72
26,96
48,70
71,13
76,35
7,61
50,25
22,13
4,19
32,36
77,116
91,93
42,89
13,47
41,107
55,126
31,50
66,42
65,4
62,80
21,87
95,11
84,23
58,38
64,57
83,35
94,70
0,85
99,6
96,98
67,107
61,8
43,46
2,57
54,9
30,86
59,113
85,23
74,29
90,17
18,93
52,13
44,94
17,125
36,114
49,112
86,100
37,64
56,63
63,86
35,48
97,32
75,94
57,41
88,9
10,45
53,20
8,53
39,74
47,37
60,78
89,70
51,94
14,53
28,13
16,116
34,68
82,106
46,50
27,77
20,103
9,116
92,105
3,34
98,19
29,12
80,75
73,69
