inputName,n,key,arr[n]
values_11,10,18,"{-9543411, 1930621012, -123705481, 864026757, -875784068, -913781707, 1668765549, 190238366, 536933342, 127705786"
values_19,10,29,"{-546834557, -35354353, -414043924, 845261271, 252442802, 387078870, -1373588697, 1970417223, 1701413807, 1584147666"
values_12,10,32,"{1184937111, 1377014518, -1734963737, 193160007, -83429959, 92706537, 2032688854, 1794906590, -741070558, 735547968"
values_38,30,15,"{-319883523, 1105487080, 974871596, -1568956093, 17871937, -517375, -1361821593, 1865477798, -1715916718, 549962665, -1682614766, -1095925287, 1905249086, 1474012855, -629303754, -1624232127, 1128100897, 1047469083, 633890445, 1499613816, 164527340, -787319916, -1583440636, -1552769310, -94909018, -2129559582, -654850370, 1382955980, 1612432101, 1311433858"
values_81,24,18,"{1069050583, 2021318132, 328933674, -1541821010, 1364125776, 654547878, -255864717, -1266433981, 207304695, 952208736, 720633771, 616146810, 1853002078, -1418467496, 1947315132, 742616948, -1108165757, -856619131, 1956166757, -1730095641, -836120186, -1685231965, -206201210, -1998780837"
values_5,7,30,"{-1173102270, 1427521933, 2022748085, 955956821, -1847729578, -739211031, 1842576578"
values_40,3,5,"{1431009857, 1861987973, 1580234694"
values_70,12,5,"{-463270346, 60927783, -981184924, -193892927, 846814198, 476228738, 280338929, 73512400, -1345280101, 503403433, 941705024, -873644694"
values_23,5,31,"{2097030492, 116284999, -290411184, 632910095, 1936677654"
values_72,12,32,"{1173079220, -1026219750, -1826800492, 1225241342, 744493010, 387841174, -1256735945, 1685972922, -410730014, -927708843, 342059640, 1562887622"
values_79,12,29,"{-1402070208, 602362219, 2132800623, -2085523030, -1684373172, 345848421, -1834391777, -1353686662, -636517077, -2108638636, 623004199, 842472201"
values_78,12,15,"{959356770, -19532196, -2131500944, 1934127736, 793715274, -1783838562, -1271212593, -1053953662, -115134743, -1562805799, 453533244, -1934212133"
values_87,24,20,"{-295196169, -277545833, 339910838, 594805323, -1113960906, -817966976, 227151636, -1155722591, 919831877, 287765870, 1037487336, -2109804089, 1843892994, -1098293405, 827980643, 140839892, -620611327, -1720700824, -922580328, 602094239, -120113996, -331399081, -1710444329, 560040806"
values_6,7,12,"{-1637381211, 186314727, -1552245371, 1330507384, -1667323507, -348852450, 357797481"
values_68,32,15,"{-1796349335, -1736416585, -1067757654, -37679393, -751685191, -956341967, -1517588414, 538571727, -796605108, -1424955881, -1291576008, -1177815106, -230783575, 1564140739, 200400440, -1322037077, -1824128460, -1800247140, 1331210455, -474456719, -1821556362, -1800280489, 1692801281, 181823735, -1101306179, 1057209849, 1308473240, -1737010375, -1104082106, -1875875740, 1051309194, -202686637"
values_69,32,29,"{363921510, -1844536016, -412480052, 1952779740, 1731237034, 1413717430, -1357691023, -1006123765, -1816790578, -920693273, 346509820, 1070769507, 1349201218, 317975011, -778410087, 1307591854, -184745857, -1432582094, 463800221, 205524152, 603815313, 286520061, 700027309, 1749615214, -665886102, -966203218, 2146286778, -133830973, -1932036862, 683176811, 46962825, 437132963"
values_1,7,18,"{-941835651, 1377793833, 790916493, 1230173674, 2053300815, -1834705707, 594319701"
values_45,3,30,"{-1776065557, 59351080, 397525416"
values_33,30,31,"{2134132357, 1613719087, -497803666, -739781933, 1203835632, 1238300164, 965067173, 570223674, -366236140, -1350595386, 1806508669, -1090602758, -920992821, -2034279073, -1898627044, 103815906, -768809736, -1343525119, -78245710, 1580705017, 1755912604, 1074541706, -4022204, -1103162162, 1333686254, -1703268670, 1702910932, 445406879, -893592332, 1749055299"
values_15,10,30,"{-679197667, -2002132453, -1578207507, 1715731991, -600739232, -574124061, -1960863436, -1607243887, 1842159485, -1355269973"
values_93,31,31,"{-1055684487, -510388360, -239685976, 165035450, 293518944, -35825161, -1463575501, 445576383, 1368920265, 935364881, -2141475649, 2046518583, -1385456775, 900034233, -1413088630, -1505465654, -632936730, 407942641, -1919962079, -298881402, -1646285669, -1288314017, 334784600, 564281925, -940124862, 1734067550, -166001287, 2055959377, 2094673137, 1096182735, 817208396"
values_24,5,13,"{1923850697, 675560936, -1475224265, 1462438894, 1753356728"
values_25,5,30,"{1343233621, -166403506, -1414724993, 511387192, 602958415"
values_26,5,12,"{1440059983, 1475151204, -1071601896, 1396075690, 1233150057"
values_48,3,15,"{-1676699894, 2027358522, 1418788421"
values_71,12,18,"{966498535, 2008815543, -449665087, 660137710, 818055170, 127679306, -900565474, 645309305, -1203918888, -1776392022, 982597644, 379591106"
values_76,12,12,"{1834307261, 600534713, -1692755449, -2047373078, 551659971, -1551274260, 276820237, 1161909128, 2101567267, -460484981, 1624933700, 942529647"
values_7,7,20,"{-225484307, -1595367997, -838604636, 2073587572, 1080779564, 1970900804, 1558972206"
values_50,19,5,"{1452545504, -181617445, 591044461, -1904259050, -279551384, -750761040, 85958020, 623785914, 2029557045, -169626054, 535355103, -939040476, 533948175, 1550422235, 128089821, -1344904800, 2123016053, 142318075, -1229235911"
values_22,5,32,"{-16383393, -550836103, -2027877391, 13685669, -2073088779"
values_4,7,13,"{-1698071099, 217114154, -1185831696, -1631707311, -397234829, 2022453161, 724566312"
values_32,30,32,"{1390195741, -784847569, -1458166398, 1483248328, -1911255984, -940266871, 1069508155, 1026621139, -79799674, 79557298, -2145772582, -263850161, 802445072, -895254172, 393987441, -1350471426, 258575239, -1779567516, -1003717957, -4940178, 1507184941, -1907568352, -1003395922, -1158641367, -1167870606, 406070459, -790039073, 322221945, -324817431, 375286834"
values_77,12,20,"{-2000795954, 1100028528, -1396952119, 355400758, 1835538897, 496120886, 1508721443, 298794394, 1735576008, 91373911, 336686425, 971983522"
values_91,31,18,"{-923591524, -439546120, 2146238459, 1637455577, 877875427, 159058851, -425734596, -1608137397, 1206407123, 830931076, -1237374553, 1299236089, 623383316, -812966166, -607728605, -1540947945, -749078411, 1968353789, -869593714, 1256489708, 153958900, 27314533, 1552893801, 1018481433, 2016323139, -766368710, 414415419, 1094778411, -1604845897, 412689490, -1192365868"
values_42,3,32,"{-422082114, -473186830, 1929247797"
values_13,10,31,"{324242639, 734471375, 1574338767, 717802375, 361444440, 1973332636, 460689006, -2141569854, -338698375, -1250312446"
values_41,3,18,"{175258180, -592910830, -1716732821"
values_55,19,30,"{-1827176555, -974082822, -134403941, -1936196759, -1219643746, 1705546853, 1630819051, 1112037269, -2009495605, -1085533743, 213286318, 1435385546, 1639593959, 1450961070, -1112628531, -760006905, -884062589, -888310375, -1644652139"
values_31,30,18,"{-393383860, -1416067928, -889390201, -1593852216, -1927948302, 569921616, -27334515, -105699133, 945915906, -1146430202, -1980549797, 859687535, 743374107, 2122179752, 1511344180, 367194681, 1445873581, 1235335908, -331331151, -479994355, -2082207846, -2043307720, 1727659556, -1027119779, 469511200, -350125381, -2075767678, 1117598013, 1687397645, -1827365465"
values_66,32,12,"{374034080, -1314461978, 1936741791, 795662348, -2054905401, -1092678940, 1874397128, 683163381, -107060328, 1876218269, 2139178942, -1028154427, -236549658, -2008067599, -983697886, 1790752927, 1158498552, 1411096175, 1262811547, 1721510228, 2101803528, -359659211, 769556304, -1525898161, -1467569559, 1837494560, -2111067681, -1551689670, 2138773433, 872097035, -601534337, 2056053152"
values_65,32,30,"{-575529165, 243271270, 370792092, -429812193, -229018782, 395815855, 601670352, -964937150, 956419215, 2140543791, -1544002577, -687219048, -823586110, -15714000, 1087872247, -1354469885, -1059198865, -376172052, -1159919574, 380169317, 88262829, -1778143386, 2097792209, 1799031923, -1107439009, 629481103, 592773185, 773364508, 135923187, 577439050, 350375911, -490887601"
values_62,32,32,"{1979231652, 312543093, -177246823, -163791669, 1118622372, -1548997407, 346953906, -1659398140, 988580062, -1757572201, -846331532, 1130395649, 279598750, 1542253647, 226947606, 1685747198, 582847390, 1923897145, -699849770, -588521139, 46976252, 1976605209, 263639043, 1810740880, 33415246, -942807393, 986436511, 1506563022, -1108291745, -1049324009, 1554370519, -1432903686"
values_21,5,18,"{-1911510406, -1444392988, 1604018614, -1731902042, 2015274189"
values_95,31,30,"{-1151292850, 689734809, -1033858303, -447811314, 746138238, -523107577, -399992942, 1287603929, 1663232263, -1501822698, 798045782, -837361168, -1320002151, 508387619, -1265891010, -1112920794, -1015309183, 98591207, -336603910, 883555981, -1947620049, 1676831820, 252650872, 1265177552, -290661962, -1650110040, -1809032524, -1651330539, 1520856888, -538019123, -1777820341"
values_84,24,13,"{705064862, 626628888, -1753233553, -55184499, 1065633812, -1267847978, 453632311, 1506095398, -541635332, 1377725348, -574849834, 1108226931, 1125772073, 891608377, -406105244, 1583329505, 1919203422, -281399202, 1109561748, -1903629813, -414089058, 1901714745, 1477647150, -1495872398"
values_58,19,15,"{26341707, -1846370540, -2090044129, -355264472, 1679459185, 1852514710, -1380634038, -753103151, -1734081649, 51440556, 292928104, -1556011447, -1131426863, -779692081, -1542050846, -634869293, -866948748, 1336690402, 1685161989"
values_64,32,13,"{1759155050, -1934649147, 322985445, 36656107, 1682521683, 569710856, -674913409, -1585700422, -1654083599, 595289734, -1130933224, 1812248166, 1610953583, 2126076052, -2083114372, -1465453593, -1900871160, -1150063179, 1567150058, 1209823761, -1374206767, 2126735485, 1816087726, 1810651657, -976778561, -692546869, 1895281910, -1371055547, -889617395, 1005729535, 217254786, -154607733"
values_83,24,31,"{-1229269941, 1916135465, 191684162, -1636018583, 998030578, -673677581, 1895288874, 1704010133, -1058847515, 9363883, 2121072634, -166394536, 953508557, -835723922, -245835261, 2140929930, -1770655713, 665759770, 2056806283, 513409677, 2074002889, 33962670, -138858847, -1348728602"
values_94,31,13,"{967623159, 1068893523, 1904709675, 13386116, 1619158167, -619706015, -397549760, -783697900, -416950923, -1729069356, -978750135, 1819649783, 1530060824, -861435841, -198129352, 48634993, -155169962, 1022035782, 997768717, -1077729841, 1595476898, -1486711440, 2012335194, 437894941, -1473779578, 603878113, 1665056429, 1422556385, 1813305636, -699676227, -1294135373"
values_0,7,5,"{-1657046555, -1219539127, 446878016, -2013750131, 1798663244, -1015875272, 18256444"
values_99,31,29,"{126630146, -201474578, -2055342166, 1578698385, -1047235411, 792143880, 388658417, 484318805, -2002677961, 1316079929, -721588592, -678744499, 954028298, 1719978481, -404298987, -830840893, -493080970, -419869226, -1711430440, 341413119, 981701370, -1257230327, -1293312465, 1210306139, -1192617431, -1298138009, -1006196176, 912987768, 156531308, 781478821, 37112224"
values_96,31,12,"{-690906367, -2113077491, -2084742927, -553411029, 728335918, 1830832821, 1767162242, -1220254696, -84868096, 2067791551, 787022020, -938254829, 1401258296, 1048177065, -659069893, 1060462212, 260865812, -896127634, 281409001, -1412094724, 1920272279, -825702367, 1629148002, 559604827, 562622319, 1794260348, 1835661318, -1752620356, 161987124, -185202111, -1037220818"
values_67,32,20,"{569309676, -1793271635, 1055363473, -358002685, -663049544, 547020441, -263001938, -993701191, 1754141632, 1590874317, -1341229705, -704577104, -2087568717, -2121055032, -2038203946, -873550925, 2035276964, 1345012574, -213367129, 922141015, 1153879237, 2032855690, -225857636, 952792233, -2031836684, 571063995, -1260821027, -1943468097, 1390334557, 2057296822, -1316922339, 2146540095"
values_61,32,18,"{-165847743, 1213743712, -1515430378, 651765241, 149041184, 1772827573, 1672996077, 105921977, -106558212, 1028643941, -911438094, 895764923, -1154575412, 853008198, 313407634, -666333238, -1010054741, -351021315, -1643589310, -183401905, -2140551458, 1904584873, -1013713858, 677317637, -1650490981, -1635187015, 449142357, 1344016567, 538058480, 830008635, 1418674618, -657454778"
values_43,3,31,"{-1052637634, -432566039, 1257341115"
values_2,7,32,"{-1037242449, -1243556873, -1357648459, 597328613, 65636022, 562720525, -545280399"
values_54,19,13,"{-1470413374, 1749020355, -1941310985, -172142819, -747893926, 1780208686, 1088557480, -1789006847, 1052922558, -58452193, -1745523205, -565422145, 884186879, 216761351, -1469367441, -845648577, 18965552, -1327107274, 1642187512"
values_30,30,5,"{-593856010, 1337288270, -1465035696, 72763715, 1861081783, 1079152299, -2128732756, -1545632882, 516062310, -581432977, 797833935, -1974765565, 1448508810, 195853180, 787616529, 978346433, 521662031, -710170818, -2035521651, -1955000237, 335957777, 1387615505, 1732150805, 136169280, -1158771071, -1863956311, 1756107869, -485421447, -1981947586, 384773907"
