inputName,size,a[size][size],b[size][size]
values_11,5,"[[-32358, -31596, 8344, -17940, -21221],[-24704, -5592, 21637, 14827, -28967],[-26401, -31337, 10474, -30523, -30234],[18300, 30343, 11328, 15741, -32669],[-19644, 13331, -30774, 15752, -17570]]","[[-11857, -18653, 20204, -140, 24407],[31207, 9006, 14109, 18830, 5335],[-13418, -20055, 5589, 633, -29255],[17439, -25944, 8163, 15220, 9828],[-7299, -2565, -11295, -11434, -10330]]"
values_19,7,"[[17159, -18172, -24447, 13258, -30269, -26540, 12588],[-29704, 13614, 7669, 2725, -31452, -15993, -19916],[26166, 8462, 6398, -5914, -32294, 32601, 16624],[-2231, 8333, -29604, -32644, 18867, -28826, 21259],[-5147, -2570, 16273, -25825, 12370, -15135, -12092],[853, 2688, 4030, -25755, 11935, 19701, 6011],[14225, 9889, 20088, 19376, 4121, -23530, -2334]]","[[98, 8247, 25533, -14701, -12563, -31350, 3149],[-24017, 29304, 15724, -27300, 1016, 32456, 14448],[29789, 5475, 4894, 12740, -18378, 9036, -25217],[134, 5897, -9565, 10693, -28028, -14960, -18104],[-10463, 13213, -15028, -15426, -31794, 13700, 10634],[-28182, -17107, 4791, -31616, 30320, 22400, -26086],[30775, -21437, 11337, -7337, -23924, -23261, -1099]]"
values_12,15,"[[-29341, -23119, 22429, -30838, 14299, -2919, 13000, -3374, 24811, -5567, -14139, 24689, 11175, 16823, -28833],[25649, -14936, 9668, 14785, -14610, 5556, -7435, -30388, -27891, -5317, 12240, -12643, 7224, -14939, -16076],[-29826, 15761, 29775, 9569, 5317, 18874, -16325, 21123, -10446, 564, -21568, -29569, -15708, -12201, 12331],[-13684, -25748, 1309, 14574, -9758, -12760, -2024, 19144, 27423, -21101, -22463, -13828, 17485, -12667, 26389],[17800, 17984, 27686, 7598, -6055, -19574, 32492, -25134, 31295, -13918, 11086, 17994, -9583, 4647, -25521],[-14058, 26204, -20565, 1480, -15933, -10295, 29887, -6382, -14418, 31493, -3141, 14284, 8157, 10844, 13260],[24042, 9164, -31353, 25661, 12682, 30625, -24429, -2731, 7996, 22909, 8044, 10030, -17905, -28884, 15464],[21694, -18443, -16055, -30836, 3441, 8285, -27388, -17938, 19287, -18024, 10089, -15557, -32512, -11961, -30139],[-22280, -22238, -27005, -16228, 6112, 9951, 1568, 30886, -24058, 29252, 10236, -24447, 32364, 23038, -1671],[29099, -23435, -20168, 26568, 13893, 24719, 1694, 564, -13484, 32713, -1799, 5393, 32172, -22903, 5696],[16708, -21322, 4582, -12258, -13766, -6309, 16648, -27563, 4896, -4707, -9790, 2529, -26291, -4104, 17529],[-14925, -4391, -23148, -1622, -15101, 13166, -32429, -24707, 26365, 9874, -8588, 9333, -21710, 27702, 25006],[-24356, -26299, 5031, -19766, -12140, 1747, 1039, -1958, -5696, 32706, 5819, 14447, -23488, -22822, 3416],[709, 3363, -6125, 19301, 32493, -25409, -27690, -8932, 9176, -8075, -30953, -19494, 28331, -26067, 5900],[-26107, -24752, -28331, -7630, 11967, -6416, 12235, -5745, -2573, 19583, -22931, -21719, 31989, -8640, -19417]]","[[-13863, 25961, 32575, 14233, 29336, -2066, 10017, 5367, 2749, -6073, -14822, 3560, 21670, 17222, -18327],[-7902, 4683, 13169, 12670, 12651, -10897, 13019, -11728, -19730, -5742, -16093, -16457, -16480, -24771, 16111],[-20065, 19698, -21107, -24165, 5548, -20093, 27414, -5086, 5742, -24501, 14684, 32162, -10687, -19048, 19067],[-26233, 24173, 21596, 30501, -3953, 26790, -28770, -18057, -2912, 23391, 18340, -31592, 1539, 18985, 30035],[28399, -17722, -32313, -3826, -27834, 18054, 26932, 8318, 9640, 7431, -4417, 18326, -19125, -18034, -18939],[10184, -3186, 27776, 5072, 18734, 15531, -7628, -14639, -19511, -21750, -9383, -1421, -15966, 86, -6909],[3776, 9336, 24152, -12689, 28372, 31702, -4976, 20252, 11235, 11578, 19902, 17017, -17857, 22637, -3700],[-25309, 7449, -24976, 271, -3310, -10178, -26430, -11173, -9623, 11043, 11585, 8811, 9148, 24983, -29015],[-23717, -12667, 3275, -26368, 10034, -20969, -29636, 5480, -16506, 19684, -11192, 8744, 30086, -25186, 7568],[9491, -29198, -26214, -28990, -22124, -13490, 4939, 16618, -25422, 32631, 9200, 19851, 13379, 7994, 18624],[21471, -19850, 5926, -8167, -2092, -9821, -9128, 4414, -30002, -19596, -21042, -19208, -22996, 15700, 6252],[-26854, 24232, 18413, -4959, -5717, -21125, -4231, 31605, 6050, 9908, 29973, 5053, 21823, -13807, -18027],[20344, -3300, 15937, 4014, 5303, 17083, 802, -15971, 5331, 10194, 481, 26938, 16621, 29418, 17329],[-27990, -3867, -22655, -5632, -31073, -17323, 23339, 3448, -4108, -21716, 1596, -5205, 9078, 32292, 16833],[-18376, 11411, -13630, -17833, -5819, 22405, -65, 29958, -12732, -20416, -10585, 27887, 24492, 10499, -2339]]"
values_38,8,"[[32416, 30748, -31811, -30893, 26264, -31284, -3857, -7626],[11258, -2822, -18553, 12523, -25561, -17738, 12574, 29882],[-2264, 4617, 21180, -27205, -18403, 19661, -18564, 9323],[20533, -21217, 1190, -23615, -15039, 19536, 22429, 30839],[-15386, 16995, 24977, -1803, -7484, 13188, 6056, 8717],[-25750, 541, 25520, -27557, -14550, -24298, -184, 12506],[-23493, 4075, -16251, -1825, 27746, -12175, 868, -428],[32548, -17098, -15464, -16564, -5778, -21275, -8094, 22896]]","[[22905, 12454, 21025, 18444, 24900, 20176, 7330, -26361],[-25602, -10846, 24594, 12497, 4945, 6334, 17964, -15561],[23149, -3258, -10231, 15616, 17222, 10653, 14471, -4710],[15122, 14585, -4753, 14322, 11304, 21781, -520, -25893],[11561, 19034, 4465, 4455, -5388, 20181, 11815, -14238],[16737, -15768, 8899, -22650, 17298, 24827, -10704, -11644],[27942, 6904, -115, -14831, -4126, -1487, 766, -1191],[-23898, 13137, -32353, -23189, -27925, 30994, -3047, -16547]]"
values_81,10,"[[32072, -17772, 10777, -3087, 12363, -27489, -4336, 17522, 8363, -10022],[25868, 25614, -10156, -6213, 18425, -28016, 19295, 2649, -16542, 25972],[-18484, -3649, -29747, 971, 5765, -23960, -1764, -13962, 28770, -10858],[-4835, -3841, -32315, 18080, -11993, 20859, 7643, 32316, -613, -22850],[-27051, 6488, 366, -25081, -10258, -3339, 2465, -23664, 29, 11297],[-4420, 1250, 17868, 12136, 17221, 5955, -6545, -24428, -13640, -29382],[25523, -12685, 28705, -13997, -13409, 31641, -12006, -11438, 27206, -18580],[-29778, 21073, 28570, 8463, 1963, -30731, -12223, -15495, -3305, -18283],[-9635, 8226, -26684, -12686, 7466, 23499, 28060, 7240, -7821, -32381],[15014, -22007, 6340, -9181, -15648, -14714, -31832, 12319, -12270, -18584]]","[[-32451, -21045, 32188, -22293, -29116, -9475, 31660, 12389, -8860, -7665],[27020, -19077, 4951, 31305, 29057, 2884, 10260, 11818, 24579, -14969],[-28042, 13680, -2699, -6811, -15282, -23118, -6734, -5659, 23608, -22825],[-2342, -2155, -16022, -29068, -13129, 17929, 23716, -7694, 29357, -11083],[-431, -16624, -16077, -11046, -1626, 26447, 1046, 7318, -8074, -7019],[24766, 31841, 24662, -25267, -27318, -19396, 22131, -12524, 21295, -19015],[21364, 1356, 17866, 12454, 13825, 20953, 16345, -13560, 27559, -20723],[-7551, -21284, -10345, -27419, -9916, 27550, 27938, 32111, -24550, -30513],[8260, 25955, -5125, 6830, 29014, 17809, 9592, 22564, 5501, 6013],[-10368, -31297, 7513, 4472, -7962, 30577, 30828, -5525, -25984, -20428]]"
values_5,9,"[[29885, -2231, 10479, 713, 16257, 6556, 16964, 16473, 27589],[4135, -17244, 17836, 15487, 32565, -1518, 29709, -15588, -7896],[-29695, 24862, 6533, 19459, 16965, -18802, 2617, -20147, -26169],[22692, 30318, 8240, 18348, 22655, -7091, 17446, 2696, 12861],[12650, 8280, 22126, -24327, 28520, 17694, -26278, -18307, 23302],[-16164, 14745, 3046, 14864, -7969, 27335, -10685, -11935, -25224],[-21500, -6321, -13158, 28830, -21421, 31409, -8048, -24072, -16533],[-7048, 1936, -12231, -25967, -14898, -1455, 21420, -19861, 17277],[-9784, -32575, -6797, -5072, 30945, 19139, -6844, -3295, -20057]]","[[-4340, -20203, 8046, -17654, 4871, 32505, 21744, -3642, -27253],[-8634, -6687, -8540, -4192, -24932, -27601, 13590, -25531, 31153],[22544, 14320, 6124, 27769, 20687, -364, 13183, 8359, -31711],[-21829, -10095, 1537, 24813, 31437, -13479, 6684, -22042, -22322],[28003, -17279, 8365, -7341, 9677, -19, -14199, 3292, 5870],[-14219, -24253, 18102, 30333, 19202, -5605, -30803, 9030, 17031],[17950, -20819, 64, -13453, 25471, 17023, 21476, 13014, 27718],[10523, 188, -24005, 21427, 18319, 8887, 32014, -12512, 24387],[-32685, -29847, -25648, -3027, 17173, -28655, 14186, 19544, -21832]]"
values_40,3,"[[26916, -25817, 18041],[819, -22459, -3476],[14540, -30202, 10313]]","[[9954, -17874, -7313],[-4705, -2515, 24349],[31989, 4905, -18837]]"
values_70,17,"[[9411, -27848, -16958, 25135, 27180, -13409, 14552, -10648, 3123, 27271, 28569, -29446, 5967, 9186, 24058, 5009, 25186],[452, 15817, -26651, -13629, 14755, 8061, -4370, -31523, -29837, -8005, 24949, -7614, 670, -21653, 12621, -31379, 3261],[29765, 15558, 762, -4277, 23225, 23564, -9688, -27393, 32721, -36, 12507, -9150, -1833, 19227, -2510, 6139, 22877],[14296, 16029, 18697, 28632, -3776, -28039, 32356, -16531, 29204, -18687, -23956, 7427, -23677, 11590, -15715, 27534, 10907],[-32474, 25735, 31543, 15966, -11704, -32505, -589, 21399, 29968, -25413, -12827, 19354, 9519, -1789, 2750, 2930, 2284],[797, -22829, -17610, -30161, 9348, -21236, 8899, -9883, -12147, -16637, 18989, -7377, 25411, 28935, -16509, 2607, -7275],[-5763, 23104, -26703, -25608, -13739, 20937, -21900, 15581, 22424, -21215, 26268, 15403, -28311, -24955, 12695, 21523, 28776],[25756, 28885, -27438, 1262, -21064, 15874, 21520, 2148, -8797, -18721, -8054, -31207, 27006, 30087, -19375, -25947, 3936],[-21839, 30412, 3730, 20267, 14584, -21748, -12549, 8252, -28991, -16081, 23517, -27103, -12639, -20051, -16799, -26845, -19056],[22118, 4847, 19201, -29103, -29661, -32155, 31692, -30251, 25284, 27095, -11848, -8626, 10089, 31279, -614, -32190, -16107],[24451, 17492, -5932, -8292, 13196, 32627, -4559, -14529, -9682, 15144, 1571, 21444, -23413, -16550, 24224, -17517, 4568],[30344, 12812, -28421, -12912, -20645, 21052, -9186, 29833, 19454, -27103, 13491, 2940, -30571, -29527, 15455, -7119, -7353],[-1905, -12978, -22767, 26693, -19576, -4008, -17508, -26130, 4603, 16938, 19730, -29444, -31790, -4408, -30516, 13932, 3745],[19415, -29064, 14469, -3890, 31753, -13452, -22244, -3343, 3602, 31088, -12180, 4513, -6924, -10053, -10211, -24610, 13403],[-10355, -7810, -21524, -11396, -4014, -27950, 24102, -21970, -30601, 27553, 19276, -29627, -4793, -258, -16835, -13184, 15028],[19410, 29555, -65, -4676, 19870, -29031, 20598, 29594, -26089, -3001, 20934, -8434, 18484, 5212, 25383, 8978, -8025],[-22335, 20246, 20511, -868, -9009, 25543, -20465, -20373, -10540, 21314, -24632, -2797, 29465, 4195, 11853, -22015, -10313]]","[[28511, 25954, 18251, 31342, 7111, -5463, 19590, 6144, -1199, -10482, -4528, 4642, -10166, -27356, 4778, -11211, 21012],[-16117, 12768, 11346, -27742, -18356, -19939, 2499, -24944, -25287, 13508, -4092, -8120, -3520, 28723, 25226, -3604, -24153],[-14795, 15418, 11321, 25378, 332, 29840, -12544, 1143, 8258, -5753, 4624, 29216, 30265, -18101, -11130, -10897, 21387],[-31928, 20821, 26061, 21317, 26412, -5293, 9480, 10257, 17693, 13706, 11476, 18614, -19658, -15611, 28818, 523, -8039],[18193, 5200, 4142, 704, -25102, 10136, 7008, -1100, -25497, 22942, 11904, 9013, 27141, 6135, 8965, 27511, 17227],[28656, 18211, 31456, -17874, -30145, 8448, -11872, -30263, -13878, 2070, -26099, 9530, -11625, -29732, -9530, -30329, 31421],[-7529, 9717, 3454, -13253, 13631, -26927, 22684, -32761, 11220, 30181, 12092, 8910, 13808, -7311, -32639, -26325, -25126],[23466, -26156, -27342, 22721, -31231, -14260, 23853, 18353, -27020, 19842, -23588, -13328, -12298, 30667, -1382, 28214, -28839],[-4955, 3748, 23909, 10329, -5727, -9238, 18921, 2935, -2928, -6804, -30619, 6639, 3003, 12140, 168, 1800, -17232],[-16890, -5824, 27314, 3720, 18968, 5221, -12766, -29563, -23982, -16645, -16811, 12399, -2919, -4646, 29685, -22356, -20075],[-30365, -17929, -32360, -14274, 22939, -14130, -17320, -27607, 10856, 15076, 18449, 31456, -18222, -9215, 17206, -10666, 31731],[-4878, -31892, 16301, -9895, -6326, -1272, -15098, 16298, -8398, -30436, 31060, 26537, -13891, 13522, 28032, -31358, -28104],[2229, -8250, 9745, -26854, -4402, -5398, -18543, -26525, -742, -16204, 110, 471, -4003, 15892, -1944, 5485, -13195],[6313, 2743, -32637, 23356, -31809, -29712, -3365, 31400, 30120, -655, -16672, 7162, -11985, 25961, -5749, -15013, 11737],[-2978, 30694, 24704, 6816, 7294, -9052, -20916, 14346, 19079, 21186, -25104, 1225, -13469, 4240, 19791, 25410, -7731],[28725, -9343, -18024, 11484, 15386, -28326, 13088, 23600, 18442, -17707, -16328, 6282, 20298, -21000, 12378, 25497, -30343],[5567, -13598, -29969, 14245, -13016, -9147, 25393, 5696, -23093, 25988, 2378, -24768, -3438, 4747, 23905, 20829, -4284]]"
values_23,11,"[[6120, -28566, 21036, -11932, -2130, 10218, 13226, -19155, -18265, 28104, -9297],[-31718, -21173, 7949, 15219, 6759, 30633, -21786, 17018, -19944, 13224, 20290],[8055, -28145, 3653, -5116, -16497, 16111, 13734, 22604, -7743, -8434, -13203],[2974, 17150, -24279, 11823, 15422, -21326, -4658, -1244, -29733, -17493, 22157],[-31645, 12937, -13952, 31694, 18971, 26828, 21855, -9067, 9280, -23450, -26259],[7324, 8819, 9474, -20809, -18332, -7679, -22946, 28847, -23675, -27124, -30897],[10580, -20324, 27191, 7376, -16331, 13641, -18836, 31387, -5703, -6329, 25668],[-7920, 6146, 9573, -21054, -14628, -8741, 14388, -29987, 12566, 15732, 20929],[13425, -3622, -32680, -17074, 20887, -6281, 28523, 28986, 21233, 1607, 8460],[-17562, -27511, 16232, 26917, 7265, -1741, -2437, -10023, -1246, -28158, -3868],[-8373, -28504, 3940, -7930, 14420, -17547, -1105, -1924, -27673, 7603, -9600]]","[[13095, -12730, -19911, -21820, 7595, 11067, -10893, 1526, 32508, 201, -6022],[-6733, 25897, 23500, -16983, 4591, 24223, 9181, -31870, -29555, 20422, 27147],[-27173, 32640, -949, -1679, 4305, 32136, 15991, -30271, 20725, 17131, 6398],[-26960, 27561, -25111, 483, 16323, 31348, 9160, 24017, -4518, 13395, 8438],[27594, -8203, -8978, 28162, 14934, 27834, 2235, -25506, -15162, -18323, 21271],[-22148, 22545, -19171, -11399, -26739, 11141, -2127, 6401, 14187, 19623, 25166],[-397, 10, -31854, -27746, -5577, -26108, 13325, -28480, -30945, 2139, -22509],[-434, -20404, 16728, 1925, 171, -4755, -7858, 15492, -1220, -23164, 29162],[9194, -18565, 18375, 16682, 11097, -13696, -14569, 3988, 32141, 7794, -25445],[27399, -5309, -23266, -2340, -17086, 4282, -32753, 21217, 13492, 11371, 2617],[20118, 27809, -7735, -30447, 14958, 668, 28208, 20703, -27373, -1492, 13537]]"
values_72,8,"[[-28931, 3108, 25422, 21438, 2000, -26902, 3099, 15929],[23957, -3083, 12544, 2400, 31626, 31779, 28237, 32408],[-1831, -14067, 7595, 16471, 2947, 26499, -9442, 1697],[23837, -9069, -18232, -18097, 19845, 30030, -9518, 6940],[-7972, 20749, 3690, -13158, -14557, -28315, -24493, 15912],[4409, -5893, 4789, -17416, -15454, -30474, -28067, 13109],[-24828, 17817, -7924, 12947, 6218, -9320, 17817, 21866],[-25261, -12523, 16082, 26304, 13864, 434, -546, -3549]]","[[23958, 27813, 10167, 23075, 31458, -6534, 27998, -30092],[-3246, 4547, 11933, -31828, 10674, 31166, 2362, 29655],[-17482, 11280, -17199, -229, 24968, 7434, 24827, -22645],[23227, 14371, -31295, 17885, 25330, -30693, 21646, 6652],[32145, 30182, 7631, -17725, 6976, -8161, -20633, -15781],[15857, -4204, -29622, 14127, -1048, -32484, -30534, 4290],[14312, -14243, -8009, -8214, 26700, 21500, 2297, -20010],[-21205, -14827, 22297, 2958, 18829, -20902, -28890, 32420]]"
