inputName,n
11,31
19,25
12,13
38,31
81,27
5,32
40,31
70,20
23,15
72,14
79,17
78,3
87,29
6,12
68,32
69,19
1,3
45,19
33,6
15,22
93,4
24,4
25,16
26,6
48,2
71,3
76,10
7,15
50,9
22,24
4,2
32,5
77,5
91,7
42,32
13,13
41,15
55,19
31,16
66,11
65,18
62,32
21,10
95,22
84,12
58,32
64,3
83,24
94,7
0,13
99,10
96,15
67,31
61,26
43,20
2,19
54,6
30,30
59,7
85,5
74,31
90,29
18,23
52,18
44,30
17,25
36,5
49,31
86,4
37,23
56,32
63,23
35,30
97,2
75,32
57,27
88,14
10,13
53,13
8,20
39,15
47,19
60,2
89,30
51,22
14,15
28,13
16,25
34,28
82,15
46,26
27,22
20,2
9,10
92,16
3,16
98,29
29,15
80,29
73,12
