inputName,size
11,29
19,6
12,24
38,23
81,22
5,27
40,4
70,12
23,2
72,3
79,12
78,5
87,8
6,16
68,26
69,24
1,32
45,25
33,14
15,8
93,10
24,28
25,25
26,6
48,19
71,30
76,32
7,32
50,18
22,5
4,13
32,6
77,32
91,18
42,14
13,20
41,28
55,32
31,13
66,21
65,31
62,27
21,30
95,27
84,24
58,2
64,26
83,24
94,5
0,26
99,21
96,20
67,10
61,8
43,6
2,28
54,8
30,31
59,27
85,31
74,30
90,21
18,9
52,11
44,15
17,10
36,28
49,31
86,14
37,22
56,25
63,15
35,32
97,17
75,17
57,25
88,10
10,12
53,15
8,3
39,16
47,15
60,18
89,18
51,12
14,3
28,24
16,25
34,11
82,31
46,11
27,31
20,20
9,3
92,16
3,11
98,30
29,6
80,22
73,24
