inputName,size,a[size]
values_11,2,"{1258352083332940481, -4363422132486971447"
values_19,24,"{418998284373349188, 5711574121516618655, -4531124563598733044, -8016310872251923697, -163579663789183551, -5460017062501457514, -4208446365649437031, 7098052218020236149, -2619058263981372739, 2172822244824298046, 5066411566565728024, 8759400110034598137, -7643399901968746422, -7968058394326068272, 2515316390258657548, 7947835825768212092, 8709517363251285491, -4609016966905771006, 6204060844651301276, 3096549503428154152, -985096072356302689, 7586251080618156120, -1003171190978363882, -3313183940604807059"
values_12,29,"{-6284722509796359209, 7956322052583038619, 7136672983095391932, -3865611323293502362, 7134787361234317810, -3507105534983112629, 1685519527829150405, -7451892185401040771, 8734622520135410846, 8384192194327216555, -3370331842309768917, 5163228823991875711, -8827254071191926302, -3369138267216938849, 4945642366657990534, 6834409736707771116, -956459258030474945, -5252253119827624911, 3918597356989086612, -7948399000685181256, 3215002144990205915, 3116810456515150588, -4916110671894235635, -4978498647772863607, 3851423150365675275, 2100704379705538835, -1554080563562356377, -6951227622299631500, 7516769832737626359"
values_38,11,"{3007925380706759673, 2456506859953086394, 178371232692536283, -3739335571407793075, 4570052052129332711, 7609423576162130808, -3577123764695498821, -1194539262626096285, 786256242272017901, -8078797733759425641, 1039132182764860611"
values_81,22,"{8290264960981153490, -6916039596639915477, -3254349363342021134, -3241916073797623990, 3257464679700317243, 8865104435379222029, 1845146722192648936, -755109375751507385, -4274934100221648908, 7133785098762758556, -6716574618822603838, -4099268637724432511, -1144978527232249432, 8297350122806953383, -5018207977339110184, 3554458842073533263, -2796376832966971413, 570715369589657604, -3993676163943173344, -5180159683050031482, -9196283834793631366, 1297909328186021772"
values_5,15,"{8067795200890290148, 1510393242117646101, 3408304036171508604, 2175954515784812394, -5754016494434717714, 9110887554507276961, 3126257395795962407, -1656892083506962218, -5934049866043581528, 6904944649724764631, -8667291023262473470, 5637074006776431794, -6791636208942030438, -4190556028993724520, 3077248840278035474"
values_40,5,"{2083321338159771694, 4196236909704535326, -2866190596615956538, 3942047231733440461, -6964046125919866709"
values_70,28,"{-7379911711051985250, 2477066384156705792, 78489347700640714, 4655401775064113307, 3366310739092387249, 8032182704224950037, -355151660595256174, -8720383017777150744, -2293713461839951642, -3322534880493867644, 784182086640891925, 7960829309256355441, 97090989615053640, -402238561842432814, 5404381754486363685, 73185853594913972, -5500060003031384066, 734712562071134323, 6717123741471668379, -6663384756816963120, 8796187515451766525, -1010321497808782778, 1009769337619133618, -6421724065792237729, -3984955400762665433, -56267109104207013, -4181669771242106185, 8058138938035294402"
values_23,8,"{-8250127909068486573, 3537635711614622168, 5569880991853285080, 8773068929754091326, -1181192822907840920, 5758382044432271930, -935342868374528736, 7197664872488628451"
values_72,12,"{7415996124448159231, -6468929566213977880, -4414675298120059693, 7117936104764770054, 5071012295234508631, -6464794408266449957, 6788203569974654094, -2268611367610607896, -1107569289682551403, -4698863280765182883, -5483977914272994254, 4771957711715144908"
values_79,26,"{8632760804506323601, -7608456338794060560, 2774327513579366348, -7446291019644966875, -3794071362309334523, 543468215908597561, -2241799604885003452, -2258942375548704523, 8007861768512551991, -5757165789743636572, -1941834913526060323, 1987786354149467839, -1477018171124398145, -6854038802259737292, 8524978564861434990, -8039922758667920851, -6654276752239846723, -2334748361354969960, -2579957329306226868, 9036371145087578627, -4201638114607515732, -8538027465989098902, 81342220413219556, 8549676131386294818, -7079315181620385823, 8264398159252732590"
values_78,26,"{-5976273474587766698, 6622410522509237600, 2512000176158394638, -9049467151045141531, -79332374709514423, -1730428239291318419, -3219789193871232595, 2579986141045558223, -2913295838861886037, 5263917735602447384, -7163538238793554192, 855352910723455760, -1010547443594722053, -7099133468096368938, -6689526511742907179, -2782179890680243247, -3187123880271280316, 8941437464362871438, -668740572319906593, -6127408822511425272, 4725865120643367722, 3548581446383423008, -4737185312108837224, 7716334404055992899, 2877689417141559611, -7508130262936417901"
values_87,30,"{5336911161170547283, -1455554763574511304, 5931988184529424931, -3386786014224268341, 2753372190629024782, -5553364511732361473, -6419604449395719380, 6416597339485764765, 9086219559031540184, -7662127549382293958, -4458554263174050189, 8115588115394056846, 5865495262088950232, -8170210735262563184, -2804438850841204094, -3164518472087800610, -3217354843769681987, 4394953943025989099, -3466617898264991899, -8221909287613618037, -2926312218202338728, 6417150939987492970, -2274932668723882023, 7600433212492680182, -859236210679225104, 4460733790683929949, -6000855039770931121, -413435885162879200, 4730762513892866592, 1749816920946990456"
values_6,26,"{8231707635801840801, 1553686016449182869, 2409979370140269036, -4428486361961430781, -2564592143315541138, 562591647169264469, -1348103612701057682, -5289855505454792403, 402040054138581090, 3590761895522066768, 7785184337627894001, -7914174099388049402, 3291503870435024762, -4173070258851650431, 6544526158414935618, 311107694440864457, 5911035261529685970, 7063933488294435924, -8827141779131062960, -2272235926373027992, -8274323207074723910, -5120200662916685314, -1229284462608234118, 1919872503421316066, 7245576178479305151, -6687160729674483921"
values_68,14,"{-370616821723821171, -7009643356985914945, -1422590517440449431, 5150920359748630695, -7109193541557505727, 9204401883432174031, 3569047545480961698, -3604143129693459487, 4983011076734673656, 6638381616888236219, 5587311909038248707, -3169266360923683192, -6434184306922092535, -217908390565783520"
values_69,17,"{8688502078602955017, 8236368894901143253, -5251544866289999663, 2714283362143011795, -4035660066204841365, -1037747571643066988, 5786833473306170235, 7705078613396966494, 1348757259893011300, -235739060523076816, 4319378472591985261, 2322185204333105215, 6929088704178505606, -372818699378599905, -8191937828779389705, -2987828530109907554, -2472991968626843142"
values_1,2,"{3377183812524658986, -854449430762236062"
values_45,2,"{5227946696814215182, -809035522780417022"
values_33,14,"{-3565068449361214918, -513287104860861857, 2919104956853035884, -5930976034035974913, -5697105925127057821, -316844533197160765, -6274958475848785660, 114011370570558114, 18083079120590843, 1717383632524590586, 7761228132196160328, 3352804415445788103, -1818657459909870171, -243429487231354449"
values_15,6,"{-7067172117903488012, 4365176669456304706, 7334059635893416183, 6047020532173245415, 4147181604416246115, -8835213394639648457"
values_93,14,"{2891056992962174003, -635118181276502199, -952738442311248294, 7035209696660613767, 9094679371006810835, 2195460889306370592, -3741290768469934606, 1230124333742683785, 4560626135845712872, -3474635898302470581, -1964064474142028631, -8311150521689905582, -3967870412811987110, 5780929528776352093"
values_24,6,"{-7790095066101869527, 7285703164453500917, -3837545334234807749, 6273063434873072579, 7987160495244127989, 5217670594951074232"
values_25,22,"{-7533732851306303719, -6033983436594334297, 6845308023913269667, 110814985175988426, -5017579855447612417, -7165149935084124815, 5306637224508155030, -3668141251256363601, -2422690548851449249, -4817655731293429022, -7244261401221141606, 4616072864128656625, 6484365599563688302, -8920605929367934678, -3209808980644766108, 6211483573396074012, 4211947438113673793, 8816749271863604408, -9120634867117519348, 8634103222618662665, -9175484467483730703, -1492144636544474757"
values_26,10,"{5880679970815993052, 7920942783598521367, 6757385699130799498, -2006161558251468338, -3195971507793429127, 5773618957937329475, 4789661613865730743, -5610587573591219654, 9161305643004580497, 793642405043951511"
values_48,23,"{-3577320170476758866, 6774217304476935910, -1718055681774806000, -6440135725277638251, 553891435381294825, -4209679146869538052, -6161199600818412818, -8515204033948590283, -6770208419452640759, -8949559097537418328, -8765325475478979197, -7004719768145307754, -9160734687302606218, 6472764364052796286, -687286388606988577, -7205853136503137561, -2929799138653617237, 2804407617813972415, 7027200477502813463, -4179537029431765776, 2340320425860192667, -9118909788144758327, -2381631855386492492"
values_71,18,"{6219024930518504928, 5779625547416958974, 6992032645688718859, -8348373081047627657, -6158859416444221806, -1359425047163451796, 6237319432876052892, 1716927282399745350, -8555272660447619601, 5936945967324103903, 7713437618189382502, -3750277477288418650, -5238711055599421967, 4419050529499451694, -1421044578103245054, -6218203149914253896, -8338598689961873525, 2351544795099380452"
