inputName,k,size,arr[size]
values_11,154,5,"{-2614904483299451073, -2080347673198795339, 5470640496758176212, -3127537726947799089, -4307125916730871360"
values_19,154,11,"{-8089113446666362834, 2249946349354507022, -5206388893517920295, -4938637219683467593, -663223208591414647, 5023023591003180969, -6516888468513621046, 4268388247696548826, 6015753223599550718, 3693650136004424503, 2590051109263675789"
values_12,154,20,"{-3604554121790179111, -1762058058373989689, 7345768387911434450, -5932257925274154384, -1424933565433641488, -538437876680744296, 2287505083742477220, -3333567919829148703, -5979446001752005258, -7082213315232346223, 2144173696090789852, 53612432931033038, 204771037168999114, -6104115601420449408, 647260760322613996, 4302175676852057093, -5108616804801380506, -3870488768905748083, 237238044759906297, -4448397229338238734"
values_38,201,21,"{-4028583350953114959, 4073575287797918042, -4599922302413727586, -8844805495893827089, -4473984829169451228, 3289532690834135605, -501991427676990220, -1932692944848118772, 8226728381953767647, -6310450052810867841, -1541380239050286573, -16296406462095046, 2468047280731720893, -2231725757784823622, 5704866695581415073, -5805638725432235643, -827777808251860699, -4657987117106733950, 3462281154271120212, 69132315226077862, 7109010837158789903"
values_81,113,5,"{-7059790309232588316, 4710680221068938375, -226890450247950297, 661657584511682022, -2384235847730777874"
values_5,46,23,"{-861550277971101879, -6710650369091041069, 7307035438486996567, -3621442845985866405, 7588492266293202275, 2458677916460946003, 57199416086697413, -8363296078990102082, 2090041854861170201, 4226606591007570748, -4186841255137518803, 3122867236855167303, -5325171203172108318, -3386271991772009315, 2034232602437596713, -5672762047421570407, -6881359135907156598, -7045010159557032265, -6542664957450680251, 16610898697105570, -1900151088956166514, -4075499870020525514, -6403295202309884376"
values_40,175,17,"{5839594812731053873, 8092656200884924534, -1770639593680997250, 5648346117866846072, 2599201142371615735, -9132225031290615850, -1687548004280605952, -244608745846908465, 1792653375628682411, -1381254767827687149, -2825477110055243019, -6908315517509815701, -2851435000123186054, -4171961700707424218, 1934967957306815644, -6602155602922841593, -5638983147948435225"
values_70,204,17,"{1068906493687455674, 3023124746303997353, 653117052350597838, 5362958077471162191, -9212087564284160251, 2671707964938711223, 670102346923348517, -7757319163622556526, -6975416573991540511, 1534855141423677553, 3049851824780939583, 4251806290644218367, 348709176996626417, -5479184106079165376, -5387968018679322799, -582547182366097596, -5145728664359880286"
values_23,118,16,"{1354599169772403549, -7638889993374652981, -4445456031015170427, 2650620993979692766, -8808622148269883006, 729224541158626072, -5792895946111940595, -8113802302827129238, 7771405070075768990, -2808972145930888465, -5452547706536129303, -4143413071195031651, 1756037970860068699, 9002355509021626887, 3142411566902284554, -88138572897880829"
values_72,204,20,"{-1954950286332325899, 1090181564115968011, 12940525919641001, 7954982059677741486, -6423590813568981352, 6748541879353313633, -841989622203361965, 7004034426144413106, -2337463519107098934, 1899343700501534663, 1554076848880486573, 1971789161584530093, -13319327420267603, 4923400043654482749, -8063587815348919289, -4977834198819991522, 1683535690223831878, 5512847770876147761, 167112244792706359, -376468352071121471"
values_79,204,11,"{-8422749345427375990, 6471802890968940688, -3003720039865746206, 5441573437394685594, 5224276103177865661, 6926114035652342266, -225841109923388005, -1048014731049782522, -3019926293477245940, -7359448976905233644, -4108764045002875691"
values_78,204,21,"{7677245810672058784, -6325518470082835921, 79800227445806169, -3663003470822356131, -4482322420495465100, -204813467276814206, 3314533788105188598, 4101597891868441800, 1496920405001431037, -4216467052721421682, 958512778957566572, -911490855194216826, -3945505880466023448, -369177745354348008, -6484241244206311931, -3646980918972123332, 7493971280504578018, 7885787538831564013, 838141748821514266, 6706199956042279826, -9106102187107058624"
values_87,113,9,"{3877655697388348919, -6276796600790873951, 945721861920506291, -6869455167062490406, 443450497136076251, 2849788985568435094, -3980263035306289879, -1721447289880829118, -5852285091713796276"
values_6,46,21,"{-7698797132129288615, -1111917690513462546, -6628856826782027315, 874944455826253933, -5937502989590954034, 5548566121739510437, -403965374017066782, 5530707039410991929, -3244070564323538186, 4285253960377161388, -8655830217255132284, 5022940157658013011, 6856082554969543549, -4806270027835580234, 548720939019132937, -3255060985414939225, 8793543340945441858, -8602931243477771213, -5197750137097831344, -7595643145419606126, 5612605586463961813"
values_68,250,21,"{784550479304540446, -3155566124417538890, -3678540899097796666, -48689220147326350, -8388844120569989519, -2419617328300933426, -4210508367880576734, 9114925286469995756, -4407631723951185950, -4156695219658075977, 4670358325901564481, -7254750957865447451, -5436572575583481788, 8813294499754093379, -8921091017064139739, 2369404782436304935, -6511285714453379179, -7028625993141477753, 727917816187753215, -8890659069920855857, -8779816665660495603"
values_69,250,11,"{-3398218476108504688, 6965630182568711213, 2172099881251239094, -1546923165968980970, 2500563721092507611, 3303216951198639802, 7102950204165453606, 4326715626721937966, 3628461773801698516, 8517143040527926681, -6375051278218483133"
values_1,46,5,"{-228211397915482901, 7826486140822468268, 6416408929765183109, 6298096160648474403, 6337390427308052787"
values_45,175,23,"{1039358295906329308, 5596704742134275241, 5041556923971839163, 3530812433171216612, 7080412787411785733, -121115019703456269, -32822934739754179, -482729369203939728, -8186885916346975986, 5758172328115666834, 8909052715058408497, -4151479621596285530, 597929707486703611, -3301282366191559737, -5226550576962153083, -967577591287776870, -62060912250542250, -3725898278063388687, 2087934369977455631, 1818623798879841991, 6751552476582692499, -5314219711189312900, -8141572244008322742"
values_33,201,16,"{-5334233803874252252, -4963651172260367461, 1709765213768983097, -1509376649450688176, 7224793291092551883, -5697523552321260239, -18289881405044297, 7079942582037154464, 7201702585493072041, -1492707312460510217, 4261955029252335289, 2992803788559321500, -1915705946462982180, -2988593525128801665, 1152393363399301267, -6675452021852650721"
values_15,154,23,"{-9084402317024665380, -9038775413397564601, 1082256274776144206, 4310276553567914235, 1226245833228016982, 9108926534110231727, -2833648471469808549, 7281138290566901687, 277221557729112368, -6548930492008348440, -7776535555022275623, -1194592886006674695, -8539153883402802169, -4732934003807586896, -4548813309411141721, -6809485935058243895, -3386107452623585840, 726277901793454434, 43676318747990641, 5661177729567900352, 7816666716508681893, 7163881884572424007, 4666682179146024346"
values_93,123,16,"{1474903038277172336, 7952428624414089961, -871402512988650107, 584587609030359641, -3304574143435953281, 9213193688091822536, 6461234602627321447, 1560503360863605157, 4202093227275570861, -3060219105566318010, 3377177794036658791, 894716537135770522, -1421857964651771611, 9155871457803731044, 7564080472289166310, 3393985513078044815"
values_24,118,21,"{2755518568472466322, 8949770889678078621, 2112137151165036265, -735439029314413295, 6690690178296732961, -7865577394919839217, -561825913284631441, -2123465631954163738, 5885541578332257943, 2942503120637005204, -8010464156607724166, -2894680448847992988, 4570119820987293947, 7921841285901537035, 7502749428089445263, 434480695077977226, 5900424692589564220, 647023093672322771, 1439754376057256826, 530142873966357564, -5395170495351053695"
